Generation,Orientation Variance,Velocity Variance
0,0.159060956578426,0.171026586349952
1,0.0920005585501741,0.0283962496822355
2,0.062411947489801,0.0159382760747561
3,0.0649616116120999,0.0183808072888625
4,0.0424006798976284,0.0276813701870636
5,0.0353080512379947,0.0190795979385722
6,0.0276121606241241,0.0136245017966278
7,0.022612547284156,0.0237240794231946
8,0.0335414028568089,0.017713137408374
9,0.007948490405461,0.00673436702480669
10,0.0126591164482125,0.0119681062087972
11,0.0145077328121255,0.0154490282011608
12,0.0172571970876396,0.0143883970747604
13,0.0219892768217693,0.0232828153808455
14,0.0168514930415012,0.0198310365795529
15,0.0208182945615299,0.0236839073726938
16,0.0182989201450907,0.0145365030640052
17,0.0101910965267642,0.00765731634970726
18,0.0310686862784114,0.0140972146607481
19,0.0234968696818085,0.00985737082832588
20,0.0152478355676485,0.0207826680034898
21,0.0278146145980723,0.017986065085706
22,0.0195175692862765,0.0244305767983248
23,0.0159788716429368,0.0252160313823075
24,0.0243938404164508,0.0263624777325873
25,0.0232225476274491,0.0253837617255985
26,0.0177254688201123,0.0299994197186413
27,0.0161944431591349,0.0186193835625816
28,0.0200167107266467,0.0232667225305504
29,0.0157730064751883,0.0136623693950248
30,0.0319840335243606,0.0264585874385842
31,0.0266459311458881,0.0202896924957255
32,0.0186854420560468,0.0167500401086005
33,0.0178842470002277,0.0270088685833482
34,0.017387566302591,0.0138113806048548
35,0.0210205229083932,0.0204460694482035
36,0.0176949175775644,0.0107557627387638
37,0.0207711645784476,0.00938359460760172
38,0.0238841826814284,0.0131361068355358
39,0.0160533477913191,0.00651497022246457
40,0.0247190534985474,0.0150437284349518
41,0.0146331892437434,0.00997579804990906
42,0.0197743809539277,0.0232297163522457
43,0.0202386801204549,0.020599890961208
44,0.0191323060842119,0.0262148136881151
45,0.0201527920559913,0.0122026497923735
46,0.023472588642523,0.0216086029358419
47,0.0283483690082204,0.0219185903577682
48,0.0203803644430625,0.0239379606362259
49,0.0220465253794014,0.021837377020831
50,0.0258681529017002,0.0199491206459671
51,0.0152804209979656,0.0125838698684522
52,0.0257387851616243,0.0197158353123321
53,0.0202449532538614,0.0116270210302305
54,0.0174360817590163,0.0105485501679608
55,0.0253264746095169,0.014297364912536
56,0.0220600828166494,0.010801478940225
57,0.0238107233061011,0.0118641444548382
58,0.0200921364620005,0.0128682491833524
59,0.0144690952929929,0.0183904110055358
60,0.0167471266921797,0.00958582497586795
61,0.0197033040335708,0.0110236995238675
62,0.02286019919013,0.0137165369779364
63,0.0271173594586102,0.0216369785277921
64,0.0132584722744475,0.0143982581406927
65,0.0221908633866324,0.0251502310913886
66,0.0199900180039998,0.0274307912350929
67,0.0252980118942453,0.03358926833129
68,0.0232104256231469,0.0226937553078539
69,0.0189477677338793,0.0330580008786679
70,0.0178132524077253,0.0115426096278142
71,0.0166300609718571,0.0219692607401279
72,0.0207308834842354,0.0149401578932408
