generation,averageFitness,topFitness
0,164.5,950
1,1695.5,2400
2,2282.5,3000
3,2307.5,2800
4,2203.5,2750
5,2219.5,2800
6,2153.5,2600
7,1826,2550
8,1968,2450
9,2003,2450
10,1810,2550
11,2344.5,2850
12,2281,2650
13,2336,2800
14,2288.5,2650
15,2105,2750
16,2282,2800
17,2035,2700
18,2254,2750
19,2414,2900
20,2204.5,2750
21,2520,2900
22,2403,2850
23,2329,2850
24,2380,2850
25,2123.5,2750
26,2066,2800
27,2271,2750
28,2318.5,2950
29,2214,2900
30,2288.5,2900
31,2291,2700
32,2187.5,2850
33,2289,2750
34,2344.5,2750
35,1960,2600
