generation,averageFitness,topFitness
0,156,1600
1,1824,2850
2,1898,2800
3,2064,2900
4,1592.5,2850
5,885,2500
6,1853.5,2950
7,1552,2950
8,1986,3000
9,1717.5,2800
10,837,2800
11,2098.5,2850
12,1989,3000
13,2004,3000
14,1612,2600
15,1978.5,2900
16,1583,2850
17,1676,2500
18,1862,2650
19,1916.5,2950
20,2140,3000
21,2008.5,2800
22,1792.5,2550
23,1453.5,2700
24,1705,2750
25,1778,2750
26,2210,2850
27,2164,2950
28,1998,2850
29,1781.5,2600
30,2029,3000
31,2342.5,3000
32,1995,2800
33,2355,2900
34,1929.5,2950
35,1934,2600
36,2438.5,3000
37,2082,2700
38,2369,2950
39,2251.5,2900
40,2047.5,2850
41,2324.5,2950
42,1962.5,2800
43,1919,2750
44,2183.5,2800
45,2397.5,3000
46,2050,2900
47,1741.5,2550
48,1996,3000
49,2234,2900
50,2262.5,2900
51,2161,2850
52,2326.5,2900
53,2197,2950
54,2195.5,2850
55,2391,2800
56,2414,2900
57,2369.5,2950
58,2166.5,2900
59,2221.5,2850
60,2161,2900
61,2277.5,2950
62,1955,2950
63,2275.5,2850
64,1916,2750
65,2117.5,2750
66,1813,2850
67,2272,3000
68,1996,2850
69,2381,2950
70,2018,2750
71,2081.5,2900
72,1837.5,2700
73,2093,2800
74,1744.5,2800
75,2083,2800
76,1942.5,2900
77,2106.5,2950
78,1756,2600
79,2325.5,3000
80,2341,2900
81,2113,2800
82,2406,2950
83,2438,3000
84,2305.5,2900
85,2233.5,2750
86,1988,2850
87,2169,2900
88,2051,2850
89,1958,2800
90,2040.5,2750
91,1976,2650
92,1878,2800
93,2244.5,2800
94,2004,2950
95,2072,2900
96,1890.5,2450
97,2189.5,2900
98,2258,2750
99,2313,2900
100,2179,2700
101,2625,3000
102,2104,2950
103,1361,2900
104,2641,3000
105,2224.5,2950
106,1873.5,2600
107,2380,2800
108,2083,2900
109,2504,2950
110,2277,2850
111,2209,2900
112,2149.5,2900
113,2299,2850
114,1867.5,2750
115,1615,2350
116,1741,3000
117,2208.5,3000
118,2376,2850
119,2503.5,3000
120,2165.5,2900
121,2275.5,2950
122,2267,2850
123,2367.5,2900
124,2224,2800
125,2311,2950
126,2362,2900
127,2455,2950
128,1903,2500
129,2576.5,3000
130,2498,3000
131,2308.5,2850
132,2412.5,2950
133,1663,2700
134,2301,3000
135,2117.5,3000
136,1583,2950
137,1396.5,2900
138,2214.5,2850
139,2011,2900
140,2334,2950
141,2140.5,3000
142,2423.5,2900
143,2057.5,2900
144,2241,3000
145,2197.5,2850
146,2450,2950
147,2300.5,2950
148,1736.5,2600
149,2187,3000
150,2282.5,2900
151,2305,2950
152,2335,2950
153,1936.5,2700
154,1998.5,2700
155,2571,3000
156,2314.5,2950
157,2047,2750
158,1954.5,2600
159,2119,2850
160,1987,2750
161,2310,2900
162,1921.5,2850
163,2147.5,2850
164,2192,2850
165,1840,2700
166,2317,2900
167,2391,3000
168,2213.5,2750
169,2352.5,3000
170,2425.5,3000
171,2406.5,2950
172,2274.5,3000
173,1769,2700
174,2196,2850
175,2297.5,2950
176,2042.5,2650
177,1992.5,2950
178,2219,2900
179,2278,2950
180,2032,2750
