generation,averageFitness,topFitness,Updates
250,11514.62,21010,0
251,10264.55,18010,0
252,11223.55,20012,0
253,10392.61,18009,0
254,9804.66,19011,0
255,10983.66,20018,0
256,9524.65,17011,0
257,9684.56,17017,0
258,11415.92,21011,0
259,11484.76,20015,0
260,11897.26,20028,0
261,9154.74,15018,0
262,11404.67,19015,0
263,9696.3,17012,0
264,11086.22,18017,0
265,10836.08,16028,0
266,10976.13,16020,0
267,10834.56,17017,0
268,11866.34,21022,0
269,10375.73,16022,0
270,9935.94,18021,0
271,12605.88,19014,0
272,11018.26,18018,0
273,9556.92,15018,0
274,10420.4,18027,0
275,8507.72,17018,0
276,10137.64,18021,0
277,11137.87,20020,0
278,9489.18,16026,0
279,9651.72,17023,0
280,11312.32,18018,0
281,10640.22,20027,0
282,10978,17023,0
283,11577.44,20020,0
284,12002.05,19021,0
285,12248.26,19023,0
286,10460.27,19020,0
287,10815.15,18020,0
288,11542.16,20021,0
289,10265.64,18022,0
290,11890.19,19014,0
291,11787.17,22025,0
292,11180.57,18023,0
293,10176.46,20021,0
294,12279.64,21021,0
295,12169.28,22015,0
296,12098.39,21018,0
297,12100.93,19017,0
298,10881.24,20020,0
299,11888.79,19021,0
300,11749.27,22017,0
301,10306.85,16027,0
302,12519.28,21019,0
303,12268.87,17023,0
304,11757.56,19011,0
305,10638.38,18016,0
306,10768.41,17015,0
307,11976.77,18020,0
308,10565.17,19020,0
309,12338.91,18022,0
310,11658.17,18019,0
311,11518.9,19020,0
312,11057.1,18015,0
313,11346.45,19009,0
314,11307.6,21020,0
315,10555.59,18022,0
316,9885.42,18022,0
317,11615.8,23016,0
318,11584.31,18016,0
319,10507.06,17017,0
320,8933.25,17015,0
321,11527.68,20026,0
322,12482.64,20016,0
323,11068.31,17032,0
324,11104.95,21009,0
325,9185.53,19017,0
326,12504.52,24017,0
327,11425.59,22021,0
328,13784.44,22016,0
329,10929.17,19022,0
330,10646.16,20008,0
331,10968.72,19027,0
332,11955.83,19015,0
333,12116.14,22020,0
334,10304.28,19008,0
335,11937.04,21021,0
336,10808.16,18021,0
337,10746.52,20022,0
338,12047.25,21013,0
339,11897.39,17014,0
340,10460.13,19028,0
341,11228.36,22013,0
342,11099.38,19018,0
343,11937.98,21018,0
344,10881.72,18022,0
345,12249.32,20027,0
346,12259.49,18022,0
347,10959.32,20028,0
348,10809.33,21017,0
349,12658.42,19018,0
350,11870.75,20024,0
351,12218.29,21027,0
352,11759.85,21027,0
353,11407.47,20012,0
354,11943.06,18027,0
355,10087.05,18025,0
356,12102.54,23021,0
357,10196.65,20028,0
358,11901.01,22016,0
359,13306.68,20017,0
360,12417.36,20012,0
361,12534.06,21023,0
362,11488.79,24030,0
363,10817.99,20023,0
364,11802.44,23022,0
365,11954.62,21022,0
366,10822.51,18025,0
367,12223.71,18035,0
368,13284.9,20027,0
369,12833.44,20023,0
370,13402.07,22018,0
371,11653.19,17025,0
372,12723.58,21021,0
373,12932.6,20023,0
374,12980.68,20020,0
375,13764.39,21018,0
376,11395.06,18018,0
377,13212.51,21026,0
378,13683.61,20024,0
379,11134.78,19025,0
380,15352.77,25027,0
381,11884.68,21035,0
382,13610.66,20025,0
383,13659.26,23022,0
384,11982.46,18029,0
385,12450.26,20031,0
386,11919.8,19018,0
387,13738.29,21021,0
388,11290.24,19017,0
389,12137.22,21011,0
390,11740.38,22021,0
391,12510.33,19024,0
392,13292.09,21024,0
393,13160.33,20028,0
394,13492.13,22028,0
395,12899.55,19011,0
396,14063.26,23029,0
397,12317.13,22018,0
398,12673.52,21028,0
399,13678.6,21019,0
400,13260.3,19028,0
401,13606.9,20013,0
402,12972.03,21022,0
403,13500.05,20017,0
404,14776.9,25015,0
405,14188.05,21020,0
406,12520.94,19027,0
407,13511.82,21022,0
408,13640.55,23027,0
409,13880.79,24022,0
410,13042.58,21027,0
411,12690.48,20023,0
412,12232.43,21019,0
413,15371.16,24018,0
414,14510.97,23028,0
415,13470.81,24023,0
416,12923.18,20024,0
417,12080.3,21020,0
418,13841.47,22029,0
419,14521.42,22019,0
420,14130.89,22025,0
421,15333.11,22030,0
422,13760.18,20013,0
423,15662.39,22022,0
424,11408.84,21012,0
425,15057.78,23017,0
426,12539.84,20013,0
427,13319.17,25022,0
428,13810.27,19028,0
429,14901.96,23022,0
430,14492.82,20030,0
431,14862.25,22023,0
432,15189.83,23016,0
433,13569.9,21024,0
434,15311.26,24018,0
435,14221.97,22026,0
436,14241.24,21024,0
437,15529.58,25017,0
438,13722.24,20020,0
439,14238,20016,0
440,14078.2,26023,0
441,14044.31,23012,0
442,11165.8,21019,0
443,13985.01,22027,0
444,14409.88,20028,0
445,14265.97,22019,0
446,13507.87,21014,0
447,12636.82,20026,0
448,14738.58,23017,0
449,14549.61,24023,0
450,13456.67,20020,0
451,14995.24,21016,0
452,13128.89,21015,0
453,16486.71,23022,0
454,15319.29,23024,0
455,15761.45,22023,0
456,15448.26,20021,0
457,13866.2,22014,0
458,16078.9,25017,0
459,14685.43,21011,0
460,15296,22018,0
461,13993.67,22018,0
462,14745.45,26020,0
463,14185.03,23024,0
464,12993.45,21023,0
465,12636.44,22028,0
466,14534.61,21014,0
467,16017.12,22027,0
468,13709.25,22016,0
469,15451.02,25022,0
470,13660.13,20009,0
471,13818.94,22029,0
472,14548.33,21020,0
473,14618.48,22013,0
474,12815.91,19024,0
475,17246.8,23031,0
476,13016.89,22033,0
477,14308.95,21026,0
478,15079.27,22026,0
479,13348.91,21019,0
480,13558.91,19022,0
481,13456.87,22012,0
482,13642.15,21030,0
483,14329.24,21015,0
484,14372.96,21023,0
485,12359.35,20027,0
486,13570.57,20027,0
487,13029.67,20021,0
488,12948.69,21018,0
489,14436.83,22026,0
490,12688.77,24027,0
491,13145.23,22016,0
492,13135.83,20022,0
493,13158.94,20023,0
494,15678.51,24017,0
495,12648.63,21024,0
496,12687.94,19007,0
497,12920.52,22023,0
498,13622.05,21022,0
499,12539.38,19023,0
500,12859.92,20014,0
