generation,averageFitness,topFitness,Updates
0,653.45,4019,0
1,836.85,5014,0
2,1460.28,6021,0
3,2064.42,9020,0
4,2034.3,5021,0
5,2395.79,6021,0
6,1933.23,7017,0
7,3376.46,8010,0
8,2665.57,8020,0
9,2639.05,6018,0
10,1747.07,5025,0
11,2658.07,8022,0
12,2155.18,11019,0
13,2596.04,8011,0
14,2506.46,6027,0
15,2638.07,8016,0
16,2537.56,7018,0
17,2749.49,8019,0
18,2842.27,8015,0
19,2323.94,10025,0
20,2766.6,8029,0
21,2546.1,9022,0
22,3695.7,8011,0
23,2873.57,8021,0
24,3145.12,9016,0
25,4065.14,9014,0
26,4145.09,11012,0
27,3435.42,8024,0
28,4405.61,11011,0
29,3545.24,7011,0
30,5427.07,12012,0
31,3716.3,12011,0
32,4945.49,14018,0
33,5836.66,12022,0
34,4623.87,10013,0
35,6058.39,12016,0
36,5895.09,14008,0
37,4951.69,12008,0
38,7643.03,14011,0
39,4432.99,15010,0
40,8893.42,15014,0
41,4700.03,15011,0
42,8081.97,16008,0
43,5690.05,16009,0
44,5812.57,11012,0
45,6037.75,11013,0
46,8492.03,15010,0
47,5665.66,14015,0
48,7554.16,15015,0
49,5767.84,13016,0
50,7016.91,13018,0
51,8606.65,15017,0
52,8843.23,14015,0
53,8434.09,15016,0
54,7642.33,13009,0
55,6846.17,15010,0
56,7196.31,14014,0
57,8293.46,15010,0
58,7377.9,16008,0
59,6904.75,14014,0
60,5619.21,11010,0
61,7802.87,13016,0
62,8571.34,15014,0
63,9472.21,17010,0
64,6750.2,13019,0
65,8971.71,15012,0
66,6978.94,14009,0
67,6950.19,17008,0
68,6698.25,18009,0
69,8746.57,16015,0
70,6959.14,14015,0
71,6713.1,13008,0
72,4378.05,10029,0
73,7095.71,13012,0
74,8028.95,14024,0
75,9574.52,16011,0
76,7590.28,14031,0
77,7726.71,14019,0
78,6511.54,14010,0
79,8052.34,14015,0
80,7929.89,15011,0
81,9873.13,15010,0
82,8326.96,20011,0
83,7215.68,14012,0
84,8820.41,17016,0
85,7504.62,16018,0
86,6537.99,17016,0
87,8763.44,17016,0
88,8443.09,18028,0
89,8864.24,17007,0
90,6635.86,17013,0
91,11252.02,18015,0
92,10115.71,18011,0
93,10154.83,17019,0
94,6796.7,16017,0
95,9555.14,18015,0
96,7328.83,14014,0
97,8166.34,18018,0
98,8258.36,19004,0
99,8903.05,15009,0
100,6928.95,16007,0
101,8074.16,16012,0
102,7788.24,16007,0
103,6726.8,14014,0
104,6869.88,16012,0
105,7434.44,18008,0
106,7925.95,19012,0
107,9694,19017,0
108,7151.18,14012,0
109,9501.93,19006,0
110,9486.25,21009,0
111,8921.39,19014,0
112,8146.85,14014,0
113,9751.52,19006,0
114,7135.13,17011,0
115,10391.93,16007,0
116,7392.58,16013,0
117,9493.89,19015,0
118,8401.45,16010,0
119,9981.88,20007,0
120,8771.21,17012,0
121,8892.52,17012,0
122,7666.61,14008,0
123,10090.87,19012,0
124,10013.92,17010,0
125,8782.18,16004,0
126,10105.78,17015,0
127,9696.31,18013,0
128,8488.92,16012,0
129,8334.34,14017,0
130,9093.25,16011,0
131,9745.25,17016,0
132,7542.98,17011,0
133,9812.92,17011,0
134,8229.35,17012,0
135,8883.27,16015,0
136,7994.72,16022,0
137,9271.54,18012,0
138,9413.99,19013,0
139,11471.95,18026,0
140,8892.35,19018,0
141,10863.01,18012,0
142,8283.86,15019,0
143,10015.37,20015,0
144,10587.97,19011,0
145,8808.25,16023,0
146,9330.62,18023,0
147,9119.86,18021,0
148,7561.83,17011,0
149,6452.67,15029,0
150,8309.97,16009,0
151,7519.83,17010,0
152,8009.07,16004,0
153,9799.81,19014,0
154,7718.49,16017,0
155,9033.62,16021,0
156,9117.57,15015,0
157,8933.19,18011,0
158,8334.61,18006,0
159,9561.81,20022,0
160,7587.06,14008,0
161,8424.56,17025,0
162,8711.44,15035,0
163,8994.69,15028,0
164,6577.5,16011,0
165,8660.62,18006,0
166,8454.98,15028,0
167,11144.15,18013,0
168,9692.34,16023,0
169,9253.18,19014,0
170,9613.78,18027,0
171,9106.53,18027,0
172,9312.47,16029,0
173,10859.37,19029,0
174,7877.02,16026,0
175,10209.55,16030,0
176,9213.41,17018,0
177,9140.35,16028,0
178,10061.95,17023,0
179,8115.15,17031,0
180,8426.01,17023,0
181,8655.28,16039,0
182,7651.47,17010,0
183,7852.18,15016,0
184,7496.71,14031,0
185,6413.78,15022,0
186,8053.53,16010,0
187,7002.62,15025,0
188,7620.38,15012,0
189,8463.27,19016,0
190,7841.07,13003,0
191,8831.44,18017,0
192,8502.45,15011,0
193,8302.16,15013,0
194,8041.51,13017,0
195,8470.78,16008,0
196,8929.7,16007,0
197,8080.04,15033,0
198,7272.34,13015,0
199,7452.69,14011,0
200,8210.53,18030,0
201,7732.1,15030,0
202,7491.92,19020,0
203,7162.5,19007,0
204,7722.92,12032,0
205,8860.06,16029,0
206,6940.21,13016,0
207,8442.13,17031,0
208,7262.42,15005,0
209,7856.29,15026,0
210,8769.1,16010,0
211,7464.83,16007,0
212,7601.21,15012,0
213,7057.76,15025,0
214,7923.32,15026,0
215,7802.72,16012,0
216,9484.62,19019,0
217,8043.46,17017,0
218,7911.3,14007,0
219,8584.11,19013,0
220,8600.2,20011,0
221,8359.71,15014,0
222,8433.21,14016,0
223,9498.29,18011,0
224,8404.57,16023,0
225,8814.67,16011,0
226,8294.29,19012,0
227,7841.6,15015,0
228,11083.18,17020,0
229,9490.83,18007,0
230,8961.32,15014,0
231,11080.45,19019,0
232,10092.1,16014,0
233,8511.8,19010,0
234,12261.72,22013,0
235,9921.94,17011,0
236,6733.28,12015,0
237,9202.16,16015,0
238,10173.61,18012,0
239,10944.13,18018,0
240,10166.87,20015,0
241,12503.98,19016,0
242,10253.32,17011,0
243,10245.3,17023,0
244,10125.89,22017,0
245,8324.04,15013,0
246,10751,20013,0
247,9384.4,19019,0
248,10323.4,18015,0
249,7774.15,18016,0
