Generation,Average,Best,Updates,Samples
390,2157.05,2660.0,19000,10
391,2129.4,2630.0,19000,10
392,2144.5,2640.0,19000,10
393,2205.95,2720.0,19000,10
394,2118.1,2665.0,19000,10
395,2170.15,2675.0,19000,10
396,2107.65,2590.0,19000,10
397,2152.0,2630.0,19000,10
398,2178.45,2675.0,19000,10
399,2159.75,2670.0,19000,10
400,2152.55,2665.0,19000,10
401,2173.4,2660.0,19000,10
402,2153.95,2675.0,19000,10
403,2210.6,2670.0,19000,10
404,2173.2,2690.0,19000,10
405,2178.1,2650.0,19000,10
406,2161.75,2650.0,19000,10
407,2201.95,2680.0,19000,10
408,2198.85,2650.0,19000,10
409,2220.8,2700.0,19000,10
410,2166.3,2660.0,19000,10
411,2212.5,2695.0,19000,10
412,2188.25,2695.0,19000,10
413,2172.1,2645.0,19000,10
414,2162.9,2655.0,19000,10
415,2057.05,2605.0,19000,10
416,2150.35,2660.0,19000,10
417,2097.7,2735.0,19000,10
418,2167.35,2695.0,19000,10
419,2015.8,2655.0,19000,10
420,2127.55,2680.0,19000,10
421,2153.75,2700.0,19000,10
422,1990.15,2580.0,19000,10
423,2035.4,2640.0,19000,10
424,2041.0,2610.0,19000,10
425,2022.55,2645.0,19000,10
426,2166.2,2690.0,19000,10
427,2030.05,2640.0,19000,10
428,2061.4,2625.0,19000,10
429,2191.35,2695.0,19000,10
430,2053.35,2625.0,19000,10
431,2154.9,2660.0,19000,10
432,1982.55,2570.0,19000,10
433,2140.3,2690.0,19000,10
434,2163.65,2650.0,19000,10
435,2232.8,2750.0,19000,10
436,2172.2,2740.0,19000,10
437,2112.45,2725.0,19000,10
438,2108.15,2680.0,19000,10
439,2094.05,2645.0,19000,10
440,2119.05,2725.0,19000,10
441,2177.45,2655.0,19000,10
442,2054.4,2690.0,19000,10
443,2057.65,2665.0,19000,10
444,2064.5,2645.0,19000,10
445,2045.25,2665.0,19000,10
446,2166.8,2700.0,19000,10
447,2085.25,2705.0,19000,10
448,2118.2,2725.0,19000,10
449,2246.3,2740.0,19000,10
450,2159.1,2695.0,19000,10
451,2165.45,2705.0,19000,10
452,2198.15,2705.0,19000,10
453,2205.85,2705.0,19000,10
454,2210.75,2780.0,19000,10
455,2198.0,2685.0,19000,10
456,2199.4,2715.0,19000,10
457,2050.85,2675.0,19000,10
458,2218.6,2705.0,19000,10
459,2196.35,2675.0,19000,10
460,2137.05,2675.0,19000,10
461,2246.1,2740.0,19000,10
462,2175.95,2705.0,19000,10
463,2187.0,2670.0,19000,10
464,2213.95,2705.0,19000,10
465,2022.4,2670.0,19000,10
466,2172.35,2675.0,19000,10
467,2248.55,2760.0,19000,10
468,2231.5,2735.0,19000,10
469,2206.15,2690.0,19000,10
470,2213.3,2705.0,19000,10
471,2066.4,2690.0,19000,10
472,2082.35,2715.0,19000,10
473,2194.05,2680.0,19000,10
474,2088.35,2685.0,19000,10
475,2207.15,2695.0,19000,10
476,2159.9,2695.0,19000,10
477,2109.25,2670.0,19000,10
478,2249.95,2740.0,19000,10
479,2197.35,2685.0,19000,10
480,2185.95,2730.0,19000,10
481,2166.55,2680.0,19000,10
482,2103.05,2770.0,19000,10
483,2219.25,2755.0,19000,10
484,2108.55,2710.0,19000,10
485,2159.0,2680.0,19000,10
486,2114.6,2680.0,19000,10
487,2079.25,2710.0,19000,10
488,2108.15,2675.0,19000,10
489,2233.25,2690.0,19000,10
490,2208.25,2750.0,19000,10
491,2224.4,2690.0,19000,10
492,2146.65,2695.0,19000,10
493,2190.25,2705.0,19000,10
494,2252.7,2710.0,19000,10
495,2216.5,2685.0,19000,10
496,2229.55,2710.0,19000,10
497,2208.45,2690.0,19000,10
498,2169.25,2750.0,19000,10
499,2221.2,2710.0,19000,10
