generation,averageFitness,topFitness
0,43,1150
1,693.5,2350
2,176,1900
3,288.5,1650
4,511.5,1500
5,391.5,2250
6,161.5,1000
7,596,2250
8,296,1450
9,209,2250
10,820.5,1900
11,1160,2050
12,1174.5,2350
13,479,1600
14,536,1700
15,461,2350
16,1064.5,2500
17,1492,2450
18,478.5,2050
19,949,2400
20,1345,2600
21,764,1900
22,1487,2700
23,677.5,1650
24,647,2100
25,671.5,1900
26,540.5,1450
27,773,2100
28,849,2200
29,1049,2000
30,992.5,2550
31,732.5,1600
32,833,2300
33,902,2050
34,898,1800
35,806.5,2250
36,1649.5,3000
37,434,2050
38,668,2150
39,207.5,1500
40,655.5,1550
41,1144.5,2700
42,619,2400
43,641,2000
44,805.5,1800
45,613.5,2250
46,1394.5,2800
47,1246.5,2200
48,678.5,2150
49,589.5,2350
50,538,2150
51,828,2200
52,1135,2500
53,597.5,1600
54,295.5,1450
55,892.5,2200
56,417.5,1400
57,917,2400
58,584,1850
59,616,2200
60,884,1900
61,587,1900
62,1268,2400
63,1028,2100
64,1504.5,2850
65,1550.5,2550
66,1141,2350
67,1059.5,2250
68,1234.5,2350
69,656.5,2000
70,1050.5,2100
71,1312.5,2350
72,1298.5,2500
73,901,2100
74,1617,2500
75,1583.5,2350
76,1332,2450
77,885,2050
78,1440,2650
79,1725,2650
80,961.5,2150
81,1566.5,2400
82,1614.5,2700
83,1267.5,2400
84,920,2000
85,770,2100
86,1220.5,2050
87,1165.5,2250
88,1209,2700
89,1995,2950
90,1250.5,2250
91,755.5,1650
92,1717,2550
93,1029.5,2000
94,626,2300
95,1370,2450
96,608,1900
97,1515.5,2700
98,630.5,1850
99,1550,2450
100,1262,2700
101,1321.5,2650
102,1618,2500
103,1626.5,2600
104,1116,2250
105,1585,2800
106,1630,2600
107,1071,2200
108,1796,2850
109,1265.5,2700
110,1554.5,2700
111,1173.5,2400
112,1169.5,2700
113,1131.5,1900
114,1787,2550
115,765,2000
116,1326.5,2350
117,1295.5,2550
118,1250,2250
119,1090,2500
120,1649.5,2800
121,609.5,2200
122,1204.5,2450
123,847.5,2550
124,1353.5,2550
125,342.5,1800
126,1617,2550
127,578,2100
128,289.5,1950
129,1985.5,2650
130,1466,2450
131,1213.5,2400
132,1741.5,2900
133,1692.5,2400
134,1420.5,2600
135,1722.5,2650
136,1620,2600
137,1485.5,2400
138,1146,2400
139,1493,2600
140,1410.5,2700
141,1638,2550
142,1748,2800
143,1482.5,2450
144,1621.5,2450
145,1862,2650
146,1633,2500
147,1746,2650
148,1419.5,2550
149,1452.5,2400
150,1156.5,2300
151,1529,2350
152,1383,2800
153,1335.5,2550
154,1879,2550
155,1167,2400
156,1469.5,2400
157,1581,2500
158,1319,2400
159,1461.5,2350
160,1423.5,2450
161,1592,2600
162,1321.5,2650
