Generation,Orientation Variance,Velocity Variance
0,0.0573108366658672,0.0143341737557368
1,0.0373141565350936,0.0138606038858869
2,0.0609817278098112,0.00949584078853938
3,0.0625766557437557,0.00956543431309875
4,0.0609982039379419,0.00367627370569109
5,0.0498708285178101,0.00454535000964068
6,0.0465144147919369,0.00124700984692918
7,0.0544002233378548,0.00098193224526515
8,0.0538203502074374,0.00163558409180928
9,0.056492301522561,0.00158267320504372
10,0.0362008336927226,0.000996379048935361
11,0.0316084948093957,0.00268702210286723
12,0.0311694854239556,0.00212459705789851
13,0.0371542023719531,0.00112262420672813
14,0.0252280695914125,0.00206445230590855
15,0.0293059828585237,0.0019632304296446
16,0.0216752185089072,0.00130884650962011
17,0.0144165576128757,0.00155617574367234
18,0.0243772873119816,0.000998329314577885
19,0.0122530615545496,0.00102649320978903
20,0.0153142604556004,0.000329723662372997
21,0.00976209285200263,0.000566723782833098
22,0.0130117204677911,0.000383655457368929
23,0.0185851216362184,0.00180561416275515
24,0.0158213938617003,0.00316246814356489
25,0.0133580916560855,0.00331725665673005
26,0.0141715008234877,0.00497583228121581
27,0.016446155805911,0.00626501123395156
28,0.0166125054518585,0.0057313790059183
29,0.0202595142201174,0.00961836199392399
30,0.0183035520673978,0.0151475597881029
31,0.0131369168123391,0.00606282400173624
32,0.0119417053771936,0.00429934592197469
33,0.016921753318719,0.00883501521141552
34,0.0155456594507763,0.00421723841243295
35,0.011646243255515,0.00345817815372303
36,0.0111814409204264,0.00689929212031438
37,0.00747700206023934,0.00318159832313213
38,0.00926357513535063,0.00503988211384326
39,0.00735680905636554,0.000459736665188812
40,0.0167879010379578,0.00443476885005579
41,0.0120273175943777,0.000974442076179916
42,0.0131294729639674,7.87426174457507E-05
43,0.015134937511749,6.12304950188232E-05
44,0.0167372747177584,2.04095118241982E-05
45,0.018373429737738,1.2409193567413E-05
46,0.0145871894225568,1.29019629806171E-05
47,0.0169414853461953,4.97511513760907E-05
48,0.0167165414817328,0.000131169811236162
49,0.0189706400984129,0.000271609794730124
50,0.0165249992921687,0.000382136427659724
51,0.0208573094213739,0.000459667475687343
52,0.0261770620699552,0.00231583176486797
53,0.018716037024299,0.000800920699628388
54,0.019384727199361,0.00180086458113911
55,0.0237179174291881,0.000804434389964061
56,0.0224478278671734,0.000724381634952349
57,0.0132176226533081,0.00357821329862595
58,0.0307996784445809,0.00079072393806831
59,0.0121077065924094,0.00150880554628297
60,0.0167375375851641,0.000693089313523366
61,0.0112463059460382,0.00039572320647573
62,0.0209858097272796,0.000559177577936113
63,0.016801233597693,0.00157428106612049
64,0.0216384782733506,0.00163569355794033
65,0.0367406953093831,0.00292957867046143
66,0.0392245913869181,0.00320429399823649
67,0.0332415688273624,0.00205289271409175
68,0.0331314761387164,0.00397346025210171
69,0.0367911220090966,0.00319840532766925
70,0.027081962355091,0.00295207566844015
71,0.0591664868983867,0.00446659084148116
72,0.0248402163270134,0.0013256266997434
73,0.0199700218352453,0.00249093474217574
74,0.0252179741817447,0.00256875526504278
75,0.0203771735707243,0.000752000451825005
76,0.0294429485783996,0.00156785950986347
77,0.0339385896814142,0.00228267130194601
78,0.0270260661216449,0.00140055387687152
79,0.0162303887714726,0.00139355404637497
80,0.0180943258944237,0.00250140654988198
81,0.0167314332797713,0.00345870348677605
82,0.018356153758463,0.0036896360026162
83,0.0109189290197987,0.000467199687615069
84,0.0187037190836468,0.00135820512650603
85,0.0211319377543299,0.00322290359243754
86,0.0222458592751575,0.00385758059078886
87,0.0148334273857101,0.00211241886713729
88,0.00933810113893096,0.00384450899304464
89,0.0143296069580916,0.00224400547348496
90,0.0108273069116336,0.00342390713404883
91,0.0153292212427874,0.00459618963355829
92,0.0122266725610579,0.00367985036392344
93,0.0111505778435027,0.00462071469829858
94,0.010460088119105,0.00578425364794856
95,0.012826252386901,0.00313586213517838
96,0.0120602713594919,0.00374765937415033
97,0.0119910669085408,0.00197042302367166
98,0.00671229393630902,0.00201349705337866
99,0.00696402778263319,0.00206878732307729
100,0.0337543102552402,0.00237482712076927
101,0.0176431804487498,0.00375135901689884
102,0.0172495942226984,0.00153827719479517
103,0.0203775031487293,0.00228942441016666
104,0.0236894683468343,0.00167203099396863
105,0.0311826867960198,0.00181286811207771
106,0.0260581756661455,0.00200642582032299
107,0.0319816638084589,0.00262971924867373
108,0.0225895967726024,0.00178154259702365
109,0.0296758795034503,0.00171551931001778
110,0.0296618736266077,0.00148648329653118
111,0.0276459605597173,0.00121548147307824
112,0.0289306971947266,0.00377837212374068
113,0.0286930083989172,0.0013952151956666
114,0.024410857303442,0.00170477121527127
115,0.0260160145205663,0.000828767915914863
116,0.0250376151614847,0.00116302047602928
117,0.0259922189132985,0.00210798940757214
118,0.0295334738498911,0.00146684604419936
119,0.0301158325939416,0.00273758027006638
120,0.0259207858812051,0.00172361972201453
121,0.0310721160320736,0.00175521547165615
122,0.0292562684793462,0.00135645815446191
123,0.0286214953119467,0.00124701653206678
124,0.0296377061467615,0.00131424992261296
125,0.0254214903581634,0.00131615520109352
126,0.028064120761009,0.000947815662072269
127,0.0312888770117175,0.00118959264868412
128,0.0238792070663224,0.00145913899578285
129,0.0255382680243058,0.000678588159104921
130,0.0272335506547036,0.00170497864214214
131,0.0237943144122618,0.00193690720299815
132,0.0259382676753455,0.00163111202065884
133,0.0278778018194726,0.00205998407816199
134,0.0251131179475701,0.00195386971061486
135,0.0285110140944373,0.00101607256923466
136,0.0305363247323186,0.00106809471124391
137,0.0248665058419147,0.00106900254705325
138,0.0245395314878297,0.000554010908853306
139,0.0303889121800351,0.0022477990789868
140,0.0215568581292485,0.00133915922452027
141,0.029519458933134,0.00154665565728732
142,0.0245949144255474,0.00193674290967408
143,0.0275567120967063,0.00213278196872391
144,0.0277545692891988,0.000987566861393901
145,0.0307493584102957,0.000897987286813912
146,0.032209145896286,0.00164333706035051
147,0.0262973744407489,0.0013666709144891
148,0.027589950209602,0.00135155239592786
149,0.0284676590948762,0.00162916601860173
150,0.0281401278641909,0.00114355001151134
151,0.0254876621863834,0.000557257220196904
152,0.0285942940025494,0.000875754435049626
153,0.0280587559739755,0.00122918586141364
154,0.0229890713437235,0.00185084725166536
155,0.0217246570597618,0.0013017895175994
156,0.02482671949483,0.00136575950708035
157,0.0211845667320427,0.00135081366989931
158,0.026197131614319,0.00188286805669812
159,0.025534509216801,0.000775752035672476
160,0.0297061218415573,0.00411153046634293
161,0.0263601947301599,0.002157756850888
162,0.0333614156508835,0.0013746795591394
163,0.0253124799935879,0.00148557117699102
164,0.0188389885715851,0.000859393670674838
165,0.0213427191208514,0.00131271904095438
166,0.0223209212994496,0.000722890606497239
