generation,averageFitness,topFitness
0,31,850
1,307,1550
2,315.5,1500
3,178.5,1200
4,323,1300
5,442,1850
6,750.5,1850
7,927.5,1900
8,902,1950
9,870.5,1650
10,873,1950
11,734,1700
12,915,1750
13,822,1750
14,972,1950
15,924,1700
16,1164,2000
17,1196,2050
18,716,1950
19,1062,1800
20,1098,1800
21,1166.5,1800
22,806.5,1700
23,1342,2100
24,1018.5,1650
25,1297,2100
26,1301.5,1950
27,1341,2000
28,996.5,1800
29,1159,1750
30,905,1550
31,1166,1800
32,1291.5,1900
33,1182,1900
34,1133,1900
35,1161.5,2150
36,1257,1900
37,1549.5,2200
