Generation,Average,Best,Updates,Samples
356,12492.988,20118.1,59565,10
357,12228.858,19515.2,63682,10
358,11968.781,20514.6,61350,10
359,12611.956,20213.5,69663,10
360,11967.501,19314.3,59786,10
361,11335.456,19513.8,60004,10
362,11469.475,19311.9,42178,10
363,13173.174,21316.6,85686,10
364,11920.953,20415.8,31795,10
365,12077.995,20714.5,47364,10
366,11793.379,20215.8,38184,10
367,11513.313,19915.6,66304,10
368,12294.02,20415.0,51734,10
369,12610.105,19715.7,38948,10
370,12234.005,20616.3,41777,10
371,11827.874,18414.8,51814,10
372,11945.5,19512.3,40844,10
373,12568.835,20413.0,38362,10
374,12762.021,20215.3,37988,10
375,12129.408,19415.3,56521,10
376,12282.566,20413.7,36268,10
377,12671.597,20313.1,23313,10
378,11911.881,21016.1,64351,10
379,11901.465,19614.6,49968,10
380,12493.031,19716.5,66964,10
381,12478.356,20015.5,54866,10
382,13088.946,20913.5,35177,10
383,12390.171,20114.3,64016,10
384,12180.766,20614.6,38119,10
385,11465.003,18912.6,39094,10
386,12781.245,20313.9,44823,10
387,12437.463,20814.2,28841,10
388,12757.08,19915.2,70596,10
389,11970.199,19912.4,54904,10
390,12160.994,20013.1,60549,10
391,10656.322,18515.0,64834,10
392,11814.105,19513.4,33647,10
393,12089.318,20414.7,45788,10
394,12364.222,21815.3,50993,10
395,13099.716,20013.2,37226,10
396,12950.074,20213.3,33588,10
397,12501.269,19412.4,44759,10
398,12094.792,20113.5,39247,10
399,12886.783,20213.8,41226,10
400,13283.218,20714.1,29897,10
401,13324.017,20315.5,29742,10
402,13406.638,20512.7,41278,10
403,12479.605,19811.7,53280,10
404,12752.026,20211.9,36882,10
405,12141.593,19811.9,50323,10
406,13077.295,20513.4,25877,10
407,11732.381,19014.9,24349,10
408,13004.654,20714.3,54616,10
409,13387.062,21214.6,47321,10
410,12900.172,20614.3,52738,10
411,12821.778,21315.4,52506,10
412,12968.623,19814.7,55775,10
413,13844.611,21015.4,42251,10
414,12946.357,20215.6,65609,10
415,13450.566,20414.4,50307,10
416,13048.156,20912.4,52296,10
417,13014.218,20714.9,58931,10
418,12731.934,19614.7,69102,10
419,12434.413,20615.4,49031,10
420,12429.095,20017.0,51609,10
421,11475.151,20713.2,38853,10
422,13661.456,21014.4,52526,10
423,13560.331,22014.7,65027,10
424,12360.197,20312.9,44440,10
425,12513.493,20511.8,33888,10
426,12262.79,21413.8,41457,10
427,12155.045,20713.5,23516,10
428,12862.696,23014.5,27039,10
429,11514.309,20613.9,53035,10
430,12274.617,21515.1,39036,10
431,11969.018,21014.3,54724,10
432,12214.453,21014.7,57215,10
433,12998.429,21515.1,71141,10
434,13834.062,20816.4,31553,10
435,12944.47,20717.4,53822,10
436,12757.171,20614.7,54691,10
437,12759.33,20014.4,73187,10
438,13596.972,20615.5,48337,10
439,13100.56,21515.5,36216,10
440,13543.386,20913.1,39064,10
441,13069.253,20218.2,82695,10
442,13146.555,20912.9,47277,10
443,12776.359,20613.3,61863,10
444,13616.358,20715.4,57937,10
445,14606.68,22116.9,68762,10
446,13857.642,22614.0,40550,10
447,13021.998,20914.6,43816,10
448,12682.707,20816.4,71046,10
449,12797.466,20214.8,46041,10
450,13160.706,20514.1,52602,10
451,13999.485,20114.8,27336,10
452,13709.28,21312.2,27941,10
453,13319.865,20613.7,44704,10
454,12780.731,20513.8,42368,10
455,12769.444,20413.0,27816,10
456,13029.532,20212.9,24646,10
457,14094.94,22414.7,49524,10
458,13412.97,22314.3,36801,10
459,13715.797,21116.3,54239,10
460,13675.068,20714.7,57082,10
461,14074.395,21714.7,57450,10
462,14555.027,22615.6,32638,10
463,14098.913,21815.3,36182,10
464,13767.022,21917.0,37294,10
465,13239.519,21115.5,54620,10
466,13902.244,21717.3,30323,10
