generation,averageFitness,topFitness
0,385,1550
1,1197.5,2300
2,468,1700
3,902.5,1950
4,572,1750
5,1083,2150
6,541,1650
7,974.5,1950
8,879.5,1900
9,931.5,2100
10,853.5,1950
11,1195,2500
12,912.5,1900
13,1062.5,1800
14,710,1550
15,835.5,1900
16,722,1650
17,921.5,1900
18,926,1950
19,261,850
20,1013.5,1950
21,321.5,1150
22,1201.5,2100
23,765,1900
24,1210.5,2350
25,976.5,1800
26,1322,2250
27,1105.5,1950
28,1219,2050
29,1031,1850
30,836.5,1650
31,655.5,1450
32,966,1850
33,870,1650
34,835,2000
35,651,1600
36,1022.5,1950
37,811,1850
38,788.5,1700
39,880.5,1850
40,918.5,1800
41,796,1650
42,933,1750
43,1192,2000
44,1063,2150
45,841,1600
46,1476,2300
47,1207,2050
48,1081.5,1850
49,1192,2050
50,1183.5,2250
51,1081.5,1850
52,1015,1900
53,1164.5,2200
54,1333,2200
55,987.5,1800
56,1322,2150
57,643.5,1500
58,952.5,1850
59,1202,2000
60,1328.5,2300
61,1034.5,2150
62,820.5,1550
63,1040.5,2200
64,1097.5,2150
65,1209.5,2200
66,1289,2100
67,1129,1900
68,1183,2000
69,1143,2000
70,1102,2000
71,1238.5,2100
72,1230,2100
73,1067,2100
74,1092,2150
75,1176.5,1950
76,1368.5,2200
77,1211,2150
78,1176.5,2200
79,1350,2200
80,1109,1900
81,1064.5,2100
82,760.5,1450
83,1448,2500
84,1202,2050
85,933.5,1800
86,392,1450
87,1233.5,2300
88,86.5,1050
89,1303.5,1950
90,1044,1900
91,926.5,1600
92,755,1750
93,1455,2100
94,217,1600
95,1433.5,2050
96,213.5,1500
97,1433,2050
98,1359.5,1850
99,1514,2100
100,1264.5,2150
101,1502,2250
102,1183.5,2100
103,1450.5,2250
104,1301,2000
105,924.5,1650
106,1099,1950
107,198,1950
108,1061,1900
109,918.5,1800
110,894.5,1900
111,345,1650
112,903.5,1800
113,820,2250
114,1156,2250
115,1509,2350
116,1325.5,2100
117,1153,1750
118,1457,2050
119,1590.5,2200
120,1502.5,2050
121,1605.5,2200
122,1437,1950
123,1350,2000
124,1369.5,2000
125,1406,2350
126,679,1750
127,1279,2000
128,1343,2000
129,1392.5,2050
130,1386.5,2150
131,1418.5,2300
132,1502,2200
133,1306.5,1900
134,1248.5,2200
135,1503,2200
136,1446.5,2300
137,1447.5,2350
138,1487.5,2350
