Generation,Average,Best,Updates
0,54.5,1400,0
1,403,2000,19000
2,693,2050,19000
3,1151.5,2100,19000
4,1167.5,2300,19000
5,1699.5,2500,19000
6,1524,2500,19000
7,1664,2400,19000
8,1693.5,2450,19000
9,1813.5,2550,19000
10,1898.5,2600,19000
11,1882.5,2450,19000
12,1813,2600,19000
13,1843,2350,19000
14,1898,2350,19000
15,1940.5,2500,19000
16,1964.5,2500,19000
17,1944,2450,19000
18,1936.5,2800,19000
19,1826,2400,19000
20,1914,2650,19000
21,1822.5,2450,19000
22,2138,2700,19000
23,2037,2450,19000
24,2018.5,2550,19000
25,1995,2600,19000
26,2092.5,2550,19000
27,1977,2500,19000
28,2000.5,2400,19000
29,2005,2450,19000
30,2061.5,2650,19000
31,2053.5,2600,19000
32,2086.5,2500,19000
33,2088.5,2550,19000
34,2163,2650,19000
35,2019,2550,19000
36,2019,2500,19000
37,2103.5,2650,19000
38,1980.5,2550,19000
39,2100,2550,19000
40,2116,2600,19000
41,2053.5,2600,19000
42,2045,2450,19000
43,2193,2550,19000
44,1955.5,2550,19000
45,2193.5,2600,19000
46,2037.5,2500,19000
47,1838,2350,19000
48,1896,2300,19000
49,1987,2450,19000
50,2093,2550,19000
51,2168.5,2750,19000
52,2060.5,2500,19000
53,2120,2600,19000
54,2115.5,2600,19000
55,1964,2450,19000
56,2021,2600,19000
57,2081.5,2500,19000
58,2105,2650,19000
59,2044,2750,19000
60,2021,2600,19000
61,1914,2500,19000
62,2138,2600,19000
63,1977.5,2600,19000
64,2164.5,2600,19000
65,1990.5,2500,19000
66,2057.5,2500,19000
67,1978.5,2550,19000
68,1930,2350,19000
69,1953.5,2400,19000
70,1976,2500,19000
71,2060,2400,19000
72,1902,2500,19000
73,1972.5,2500,19000
74,1981.5,2450,19000
75,2194,2650,19000
76,2146.5,2650,19000
77,2050,2500,19000
78,2053.5,2550,19000
79,1901.5,2350,19000
80,1936.5,2300,19000
81,2064,2500,19000
82,2035.5,2600,19000
83,1934.5,2500,19000
84,2077.5,2600,19000
85,1976,2550,19000
86,2169.5,2650,19000
87,1992.5,2500,19000
88,1887,2300,19000
89,1881,2400,19000
90,2055,2500,19000
91,2021.5,2500,19000
92,2010.5,2450,19000
93,1939.5,2450,19000
94,2081,2450,19000
95,1987,2500,19000
96,1999.5,2600,19000
97,1994,2450,19000
98,1970,2600,19000
99,1969.5,2550,19000
100,1827.5,2350,19000
101,2083.5,2600,19000
102,2155.5,2550,19000
103,2013,2450,19000
104,2094.5,2500,19000
105,2075,2650,19000
106,2041.5,2600,19000
107,2092,2550,19000
108,1983,2750,19000
109,2080.5,2650,19000
110,2015,2450,19000
111,2116,2700,19000
112,2069,2650,19000
113,2038,2600,19000
114,1940,2400,19000
115,2000,2550,19000
116,1964.5,2500,19000
117,1988,2400,19000
118,1985,2400,19000
119,2085,2500,19000
120,2031,2650,19000
121,2092.5,2600,19000
122,2055.5,2450,19000
123,1915,2550,19000
124,2151.5,2700,19000
125,2028,2500,19000
126,1945.5,2450,19000
127,2080.5,2650,19000
128,2036,2650,19000
129,2058.5,2500,19000
130,1807,2300,19000
131,1983,2400,19000
132,2032.5,2400,19000
133,2051,2600,19000
134,2094,2550,19000
135,2021,2550,19000
136,1981,2350,19000
137,2257.5,2650,19000
138,2091.5,2600,19000
139,2155.5,2600,19000
140,2040,2550,19000
141,2157.5,2600,19000
142,2074.5,2550,19000
143,2027,2550,19000
144,1951.5,2300,19000
145,1882,2400,19000
146,2015,2500,19000
147,1869,2350,19000
148,2072,2500,19000
149,2191,2650,19000
150,1991.5,2500,19000
151,2020.5,2400,19000
152,1860,2500,19000
153,1915,2400,19000
154,2025,2450,19000
155,2145,2600,19000
156,1903.5,2450,19000
157,1900,2500,19000
158,2032.5,2550,19000
159,2016.5,2650,19000
160,2024,2400,19000
161,1834,2400,19000
162,1901,2350,19000
163,2049,2650,19000
164,1975,2450,19000
165,2101.5,2800,19000
166,2010,2450,19000
167,1840,2300,19000
168,2035.5,2450,19000
169,2019,2550,19000
170,2037,2450,19000
171,2093.5,2650,19000
172,2211,2600,19000
173,2181,2550,19000
174,1953.5,2500,19000
175,2229.5,2650,19000
176,2137.5,2600,19000
177,2109.5,2550,19000
178,1942,2500,19000
179,2085,2500,19000
180,2127,2700,19000
181,2017,2450,19000
182,2157,2700,19000
183,2114,2600,19000
184,1999,2450,19000
185,1868,2500,19000
186,2186.5,2700,19000
187,2054.5,2500,19000
188,2210.5,2600,19000
189,2048,2600,19000
190,2020.5,2600,19000
191,2085,2650,19000
192,2227.5,2700,19000
193,2157,2700,19000
194,2071.5,2700,19000
195,2173,2700,19000
196,2017,2650,19000
197,2230.5,2650,19000
198,2055,2650,19000
199,2152.5,2550,19000
200,2192,2600,19000
201,2090.5,2600,19000
202,2162,2650,19000
203,2019.5,2600,19000
204,2071,2550,19000
205,2302.5,2700,19000
206,2233,2700,19000
207,2101,2450,19000
208,2110.5,2650,19000
209,2064,2450,19000
210,2286.5,2850,19000
211,2095,2600,19000
212,2201,2600,19000
213,2137,2600,19000
214,2010.5,2550,19000
215,2024,2650,19000
216,2134.5,2700,19000
217,2101.5,2550,19000
218,2257.5,2700,19000
219,2044,2600,19000
220,2140.5,2700,19000
221,2157.5,2700,19000
222,2117.5,2600,19000
223,2084,2450,19000
224,2189,2650,19000
225,2107.5,2500,19000
226,2232,2750,19000
227,2244,2600,19000
228,2149,2650,19000
229,2096,2600,19000
230,2159.5,2500,19000
231,2228.5,2700,19000
232,2112,2450,19000
233,2256,2600,19000
234,2292.5,2750,19000
235,2229,2750,19000
236,2162.5,2700,19000
237,2095,2700,19000
238,2090,2500,19000
239,2113,2800,19000
240,2110,2650,19000
241,2138.5,2650,19000
242,2247,2700,19000
243,2055,2550,19000
244,2068,2450,19000
245,2166,2700,19000
246,2193,2700,19000
247,2187,2800,19000
248,2154.5,2600,19000
249,2176,2550,19000
250,2166.5,2600,19000
251,2243,2650,19000
252,2221,2550,19000
253,1966,2350,19000
254,2175,2700,19000
255,2146,2600,19000
256,2169.5,2550,19000
257,2288.5,2650,19000
258,2083,2600,19000
259,2184.5,2700,19000
260,2145.5,2550,19000
261,2284,2750,19000
262,2349.5,2750,19000
263,2155.5,2700,19000
264,2236.5,2650,19000
265,2208.5,2650,19000
266,2221,2650,19000
267,2189,2550,19000
268,2101,2700,19000
269,2111.5,2500,19000
270,2184.5,2650,19000
271,2184,2600,19000
272,2203.5,2700,19000
273,2282.5,2800,19000
274,2301.5,2900,19000
275,2146.5,2500,19000
276,2161,2750,19000
277,2277,2700,19000
278,2218,2700,19000
279,2165.5,2700,19000
280,2223,2600,19000
281,2206,2650,19000
282,2130,2650,19000
283,2100.5,2600,19000
284,2218,2750,19000
285,2213.5,2600,19000
286,2198,2600,19000
287,2123.5,2550,19000
288,2233,2700,19000
289,2086,2600,19000
290,2146.5,2550,19000
291,2138,2750,19000
292,2358,2750,19000
293,2030.5,2500,19000
294,2245,2700,19000
295,2166,2700,19000
296,2138,2650,19000
297,2180,2550,19000
