Generation,Orientation Variance,Velocity Variance
0,0.168424489963421,0.157300625203661
1,0.113122416979446,0.0481703556540764
2,0.113289567217681,0.020929151212225
3,0.0964921889191125,0.016329545059408
4,0.100269795141657,0.0126113928377911
5,0.0747715711617322,0.00700715895808212
6,0.105886791811169,0.0155903847831899
7,0.0806829033025374,0.00450357230411082
8,0.10227727617363,0.00760912536211898
9,0.0789840560356445,0.00514387240017161
10,0.0658968540045917,0.00981636540257429
11,0.064077986432599,0.0110256345904856
12,0.0658139445811215,0.00777130705017187
13,0.0291697400335652,0.00231533601277596
14,0.0658439148847225,0.00680675099326864
15,0.0519169850598774,0.00592540840121578
16,0.0642818078931066,0.00609676094185148
17,0.0474654176093645,0.0063013490588647
18,0.057909981297168,0.00363978780122806
19,0.013086595140909,0.0010312932237002
20,0.040793757572472,0.0038825234512681
21,0.0481586145794285,0.0058902608542773
22,0.0358926879546141,0.000362450093064211
23,0.0424812391560818,0.00722667886854112
24,0.0401330709999141,0.00198783612057828
25,0.0382985433244342,0.00502531636885476
26,0.0409988443300699,0.00604009208171028
27,0.0403265987762218,0.0047736994257046
28,0.0376471352187511,0.00471264497838521
29,0.0294044288310881,0.00529997235252721
30,0.0259302637160823,0.000596373192122362
31,0.0235057005138649,0.00175976313380625
32,0.0208615933693773,0.00335724980954821
33,0.0138294111933873,0.000269479830935997
34,0.0219649212494557,0.00228469840510035
35,0.0198416131573449,0.00246360986730446
36,0.0148283338440623,0.00358190123540527
37,0.00482830259096852,0.00164349367525408
38,0.00964719428837772,0.000803106541176081
39,0.0138677680906367,5.30897057689235E-05
40,0.0110270839617653,0.00067871104110311
41,0.00933992265387158,0.00175630713507775
42,0.0115481278824034,0.000335155505184018
43,0.0143425451224029,0.000571046213227846
44,0.0131413784891588,0.000668470605894093
45,0.0111056995017304,0.000370757424515002
46,0.00473177367993115,0.0036474246814587
47,0.00882810473746495,0.00129084657442034
48,0.00505020679041022,0.00816159578682221
49,0.00737922221014208,0.00390916005305786
50,0.00248879355962989,0.0140459273832956
51,0.0040542439420587,0.00452600219837983
52,0.00458857523355722,0.00126050117001974
53,0.00337838133489396,0.00139079194281535
54,0.00485087286308144,0.00421346854218442
55,0.00641884782371999,0.00167241631715386
56,0.00721130687765892,0.00101518201993726
57,0.00495934027133137,0.00224814596980301
58,0.00469684463166174,0.000755418491649762
59,0.0084714755927175,0.00110571294848366
60,0.00542573991544333,0.00166196633400532
61,0.00293943230198558,0.000631130018502489
62,0.00654091976950293,0.000902868251555619
63,0.00736967854748521,0.00143076254857532
64,0.00987186056390015,0.000379725389617457
65,0.00755724736340029,0.00437578626837014
66,0.00569531690727823,0.00196878663564142
67,0.00677319714067541,0.00124074952218272
68,0.00637768949837313,0.000163962971877324
69,0.00628021373238751,0.000226385539001046
70,0.00526972593721418,0.000462647551814507
71,0.0084865733517549,0.000402668727486956
72,0.00567797718093371,0.000125092735873218
73,0.00649306089140921,0.0004699046329092
74,0.00490673352441136,0.000270287657194672
75,0.00537914188737444,0.000924970801517375
76,0.00713770086867626,0.000947223719999178
77,0.00474207926978512,0.00124003272250758
78,0.0051300504188031,0.00215000699114805
79,0.00366801019208096,0.000410835648909549
80,0.00373810290782577,0.000219201358725771
81,0.00407389400233473,0.00241213455904769
82,0.00440956935277948,0.000108711476506468
83,0.00203409404013826,0.000293477567890593
84,0.00280766613424898,0.000281533883368188
85,0.00315191714789271,0.000247613323239911
86,0.00242359818880682,0.00272212568726791
87,0.00270624897821716,5.92822278494881E-05
88,0.00309412835062612,0.000681728485651346
89,0.0018016141932942,0.000734267459914165
90,0.00203843684326549,0.00235250252910692
91,0.003764690796224,0.000537918981032283
92,0.00316195514356814,0.000222281510660669
93,0.0031379102135578,0.00135713332876696
94,0.00204474443732379,0.00107790181340841
95,0.00240168902470585,0.000337093511239766
96,0.00229638343354984,0.00242566859318866
97,0.00356971869946198,0.00189691543023839
98,0.00411697029193121,0.00200907872470504
99,0.00243124523374975,0.00170860203710786
100,0.00236022561087378,0.0053131077054538
101,0.00346811580783895,0.00442678352763294
102,0.00316140380420821,0.0032834603150545
103,0.00227528418576147,0.00172654391604762
104,0.00236101807124116,0.00567217067244703
105,0.00260381992839831,0.00523658625520813
106,0.00219566777383295,0.00855421045094365
107,0.00165696621791239,0.00420114254751622
108,0.00192884139475059,0.00180485003572178
109,0.00261330357390866,0.00299243326719313
110,0.0026099172448499,0.00292140265907603
111,0.00359156329484985,0.00441737848968037
112,0.00120954301675242,0.00327789504322439
113,0.00187301771074045,0.00544681430792898
114,0.00248209790122718,0.00310251410517908
115,0.00216292110630988,0.00236458132363706
116,0.00317321496457069,0.0036774919097492
117,0.00593676931069484,0.0035882680937522
118,0.00392898288653258,0.00203505188932294
119,0.00296645882840185,0.00348453194472753
120,0.00331339396079685,0.00358567905857879
121,0.00264380278079989,0.00345422960689167
122,0.00335155086286356,0.00259882954580699
123,0.00527450159719513,0.00420566861376588
124,0.0027913038021917,0.00293487433889495
125,0.00422853790709949,0.00457769022503599
126,0.00261854294090066,0.00292301357180647
127,0.00257728650332787,0.0040153095058085
128,0.00544178693310456,0.00188664809376987
129,0.00226885881151056,0.00141123502522107
130,0.00351215740502331,0.00683021537180876
131,0.00270667017933918,0.00204111600212621
132,0.0026034808705994,0.000830338341401344
133,0.00160151690436294,0.00308867339817572
134,0.00298580008569948,0.00451618463386961
135,0.0033219922302731,0.00174413018185521
136,0.00222461104884116,0.000877247105650241
137,0.00228535011820676,0.00213457402825532
138,0.00116662223148456,0.000998743759599212
139,0.00178412627885479,0.00163109117339184
140,0.00238049734456774,0.00177757236927481
141,0.00177491956216836,0.00236665650309654
142,0.00110971262659427,0.00111038907395641
143,0.00119026883102132,0.00132852775240157
144,0.000887934097248461,0.00475723514339485
145,0.00134929684191253,0.0038211161114207
146,0.000927271253567793,0.00491547438428167
147,0.000897522265619389,0.00335560772201962
148,0.00149302126254162,0.00126298378143908
149,0.000856466108486156,0.00140544600306438
150,0.00112581421181131,0.00202732311498521
151,0.00166366314091311,0.000770965733655154
152,0.00129494199534151,0.00180538709723348
153,0.00165037538860736,0.00190878924638287
154,0.00248726208040052,0.00101857592568259
155,0.00383515875237521,0.00321074885798044
156,0.00336583698299813,0.00053715047357147
157,0.00445517096827571,0.00175063257233083
158,0.00369226043528218,0.00100101500685497
159,0.00395334915914969,0.000339495615975386
160,0.0046154062720148,0.00322173516744127
161,0.00333903202405355,0.00212547104625861
162,0.00335534774144919,0.00141851052512237
163,0.00410174818818382,0.000923022390351724
164,0.00456627683599503,0.000675231635103918
165,0.00380695508312779,0.000873539823202964
166,0.00323960292136983,0.00127280484139008
167,0.00239420208272534,0.000714425328648127
168,0.00264292360619541,0.000589294947227221
