Generation,Average,Best,Updates
0,60.5,950,10000
1,450,1450,10000
2,794.5,1850,10000
3,826.5,1850,10000
4,966.5,1800,10000
5,881,2000,10000
6,1024.5,1950,10000
7,1152,2250,10000
8,1335.5,2250,10000
9,1347.5,2150,10000
10,1431.5,2400,10000
11,1663.5,2550,10000
12,1407.5,2100,10000
13,1491.5,2250,10000
14,1547.5,2350,10000
15,1599,2200,10000
16,1722.5,2250,10000
17,1623,2200,10000
18,1686,2300,10000
19,1625,2300,10000
20,1767.5,2200,10000
21,1814.5,2450,10000
22,1860,2650,10000
23,1989,2500,10000
24,1716,2250,10000
25,1910.5,2550,10000
26,2028.5,2600,10000
27,1956.5,2550,10000
28,1895.5,2450,10000
29,1966.5,2450,10000
30,1933.5,2400,10000
31,2004,2500,10000
32,1876.5,2450,10000
33,2014,2550,10000
34,1920.5,2650,10000
35,1942,2500,10000
36,1862.5,2400,10000
37,1856.5,2300,10000
38,1994.5,2600,10000
39,1912.5,2500,10000
40,1917.5,2500,10000
41,2056.5,2700,10000
42,1994,2500,10000
43,2128.5,2750,10000
44,2124.5,2600,10000
45,2100.5,2550,10000
46,1914,2500,10000
47,2058,2450,10000
48,1943,2400,10000
49,2067.5,2700,10000
50,1965,2550,10000
51,2096.5,2500,10000
52,2022,2600,10000
53,2060.5,2700,10000
54,2030.5,2450,10000
55,2121.5,2600,10000
56,2035,2500,10000
57,2216,2600,10000
58,1971,2400,10000
59,2062.5,2600,10000
60,2175,2600,10000
61,1990.5,2550,10000
62,1972,2650,10000
63,1995,2600,10000
64,2076,2550,10000
65,2066,2700,10000
66,2172,2750,10000
67,2005.5,2550,10000
68,2141,2700,10000
69,2113,2650,10000
70,2287.5,2850,10000
71,2037,2600,10000
72,2140.5,2800,10000
73,2001.5,2600,10000
74,1981.5,2600,10000
75,1947,2450,10000
76,1960.5,2600,10000
77,2031,2500,10000
78,2037.5,2500,10000
79,2065,2600,10000
80,2189.5,2650,10000
81,2081.5,2650,10000
82,1997,2650,10000
83,2198.5,2700,10000
84,2254.5,2800,10000
85,1897,2500,10000
86,2045,2400,10000
87,2050.5,2500,10000
88,1975,2450,10000
89,2156.5,2600,10000
90,2075,2600,10000
91,2066.5,2600,10000
92,2072,2550,10000
93,2161.5,2600,10000
94,2178.5,2750,10000
95,2176.5,2750,10000
96,2182,2800,10000
97,2071.5,2600,10000
98,2040.5,2450,10000
99,2157,2600,10000
100,2019,2700,10000
101,2180,2600,10000
102,2138.5,2600,10000
103,2330.5,2900,10000
104,2287.5,2750,10000
105,2099,2650,10000
106,2192,2550,10000
107,2108.5,2500,10000
108,2182,2600,10000
109,2092.5,2600,10000
110,2036.5,2500,10000
111,2086.5,2550,10000
112,2163,2600,10000
113,2181,2850,10000
114,2050.5,2550,10000
115,2146.5,2650,10000
116,2189,2750,10000
117,2275,2700,10000
118,2238.5,2700,10000
119,2332.5,2800,10000
120,2055,2650,10000
121,2164,2700,10000
122,2164,2650,10000
123,2234.5,2650,10000
124,2212,2650,10000
125,1961.5,2500,10000
126,1969.5,2600,10000
127,2166,2550,10000
128,2258,2750,10000
129,2228.5,2700,10000
130,2287,2800,10000
131,2260,2700,10000
132,2333,2800,10000
133,2163,2650,10000
134,2291,2750,10000
135,2160,2650,10000
136,2206.5,2750,10000
137,2303,2750,10000
138,2226.5,2750,10000
139,2204,2600,10000
140,2144,2700,10000
141,2224,2850,10000
142,2383,2850,10000
143,2273.5,2700,10000
144,2245,2700,10000
145,2356,2900,10000
146,2356,2850,10000
147,2198,2550,10000
148,2272,2700,10000
149,2324.5,2800,10000
150,2279.5,2800,10000
151,2235.5,2700,10000
152,2273.5,2800,10000
153,2365.5,2800,10000
154,2438,2850,10000
155,2277.5,2650,10000
156,2358,2900,10000
157,2184.5,2750,10000
158,2295,2800,10000
159,2212,2600,10000
160,2187.5,2700,10000
161,2288,2700,10000
162,2369.5,2800,10000
163,2279.5,2750,10000
164,2180,2650,10000
165,2412.5,2750,10000
166,2113,2650,10000
167,2369,2750,10000
168,2268,2750,10000
169,2246.5,2750,10000
170,2288.5,2750,10000
171,2288,2850,10000
172,2443.5,2800,10000
173,2402.5,2750,10000
174,2254,2700,10000
175,2284,2750,10000
176,2329.5,2700,10000
177,2361.5,2900,10000
178,2269,2700,10000
179,2293,2650,10000
180,2371,2750,10000
181,2339,2800,10000
182,2350,2750,10000
183,2341,2750,10000
184,2322,2700,10000
185,2291.5,2750,10000
186,2294.5,2650,10000
187,2302.5,2800,10000
188,2188,2650,10000
189,2441.5,2850,10000
190,2313,2700,10000
191,2393,2700,10000
192,2229,2650,10000
193,2270.5,2600,10000
194,2442,2850,10000
195,2515.5,2800,10000
196,2288,2650,10000
197,2409.5,2850,10000
198,2320,2750,10000
199,2283.5,2700,10000
200,2356,2800,10000
201,2374.5,2850,10000
202,2201.5,2700,10000
203,2357.5,2700,10000
204,2392.5,2900,10000
205,2382,2800,10000
206,2290,2700,10000
207,2329.5,2850,10000
208,2181,2550,10000
209,2289,2700,10000
210,2235,2700,10000
211,2341.5,2800,10000
212,2246.5,2650,10000
213,2290.5,2700,10000
214,2289.5,2750,10000
215,2476.5,2800,10000
216,2421,2900,10000
217,2381.5,2750,10000
218,2463.5,2800,10000
219,2229.5,2650,10000
220,2328,2700,10000
221,2282,2750,10000
222,2416,2850,10000
223,2361,2800,10000
224,2300.5,2700,10000
225,2234.5,2950,10000
226,2307.5,2700,10000
227,2337.5,2750,10000
228,2357,2800,10000
229,2296,2750,10000
230,2398,2800,10000
231,2251.5,2600,10000
232,2288.5,2800,10000
233,2397.5,2900,10000
234,2311.5,2800,10000
