generation,averageFitness,topFitness
0,34.5,750
1,1429,2750
2,2242,3000
3,1628.5,2700
4,1113,2900
5,1910.5,2800
6,1586,2700
7,1617,2700
8,1266.5,2750
9,1807.5,2400
10,1750.5,2700
11,2161,3000
12,1014.5,2200
13,1376.5,2850
14,2044,2800
15,1296.5,2850
16,1704.5,2900
17,499.5,2800
18,2239,2900
19,1589.5,2800
20,2307,2950
21,1248.5,3000
22,2090,2750
23,2275.5,2850
24,2302.5,2900
25,2414,3000
26,2473.5,2950
27,2441.5,3000
28,2258.5,2600
29,2339,2800
30,2451.5,2900
31,2649,3000
32,2348,2850
33,2055,2500
34,2351.5,2900
35,2214.5,2850
36,2341.5,2900
37,2316,2900
38,2441,2950
39,2364,2900
40,2502.5,3000
41,2304.5,2800
42,2428,3000
43,2198,2800
44,2190,2800
45,2572.5,3000
46,2482,2900
47,2370,3000
48,2490,2950
49,2573.5,2900
50,2511,3000
51,2613.5,3000
52,2492,3000
53,2575.5,2950
54,2285,2850
55,2392.5,2900
56,2516,3000
57,2191.5,2900
58,2468.5,2950
59,2238,3000
60,2491.5,2950
61,2037,2950
62,2081.5,2800
63,2185.5,2750
64,1998.5,2650
65,2534,3000
66,2384.5,2950
67,2426.5,3000
68,1889.5,2500
69,2243.5,2750
70,2455.5,2950
71,2301,3000
72,2584.5,3000
73,2402,3000
74,2009.5,2700
75,2039,2700
76,1759,2350
77,2211.5,2850
78,2243.5,2900
79,2272,2850
80,2317.5,2950
81,2242,2850
82,2189.5,2700
83,2284.5,2900
84,2340,2900
85,2313.5,2850
86,2115.5,2900
87,2121,3000
88,2253.5,2800
89,2167.5,2950
90,2178.5,2850
91,2214.5,2900
92,1813,2800
93,2334.5,2950
94,2340,2900
95,1897.5,2700
96,2057,2850
97,2269.5,3000
98,1726.5,2600
99,2398.5,2850
100,2252,2950
101,2478.5,3000
102,1995.5,2900
103,2198,2950
104,1827,2500
105,2210.5,2950
106,2361.5,3000
107,1726,2750
108,2196,2900
109,2273.5,2900
110,2302.5,2900
111,2326,2950
112,1991,2700
113,2249,2850
114,2177,2950
115,2152,2850
116,2407,2900
117,2290,2900
118,2041,2750
119,2196,2900
120,2295,3000
121,1868.5,2550
122,1564.5,2750
123,1879.5,2800
124,2123.5,3000
125,2134.5,2950
126,1615.5,2250
127,2020.5,2850
128,2246,2850
129,2273.5,3000
130,2070.5,2850
131,2364.5,2950
