Step,Best,Average
1,600,43
2,500,9
3,1300,142
4,1000,90
5,1600,179
6,1500,211
7,2000,411
8,1500,295
9,2000,429
10,1900,477
11,2200,605
12,2000,852
13,2000,760
14,2000,667
15,2400,540
16,2800,1308
17,1900,783
18,2200,480
19,1900,243
20,2300,1499
21,2000,1176
22,2200,1164
23,1400,570
24,2200,1475
25,2000,1293
26,2000,1223
27,2500,1495
28,2100,1242
29,2100,1266
30,2400,1579
31,2300,1610
32,2100,1339
33,2100,1490
34,2000,1390
35,2300,1524
36,2500,931
37,800,143
38,100,100
39,1500,155
40,2100,1401
41,2700,1237
42,2300,1416
43,2300,1129
44,1600,740
45,2100,1131
46,2500,1484
47,2200,1494
48,2300,1703
49,2300,1415
50,2400,1139
51,1800,847
52,2200,988
53,1700,350
54,1600,845
55,2000,903
56,1600,530
57,1100,332
58,1400,692
59,1700,702
60,1900,536
61,2200,1413
62,2100,1398
63,2100,1600
64,2100,621
65,2300,1556
66,2100,1037
67,2300,1539
68,2200,1312
69,2100,1463
70,2000,1354
71,2200,1548
72,1700,946
73,2200,1376
74,2600,1873
75,2400,1181
76,1900,1130
77,2500,1076
78,1900,893
79,2100,1217
80,2300,967
81,2200,708
82,1900,811
83,2100,779
84,100,100
85,300,300
86,100,100
87,0,0
88,2200,1125
89,1400,497
90,1400,270
91,800,262
92,400,400
93,1500,716
94,300,209
95,1000,582
96,900,707
97,1200,519
98,1900,796
99,100,100
100,1300,808
101,1000,571
102,300,12
103,1300,447
104,0,0
105,1300,797
106,800,458
107,1400,703
108,1200,635
109,2100,795
110,0,0
111,1900,459
112,1300,445
113,400,173
114,100,100
115,1000,737
116,200,200
117,200,200
118,2000,839
119,1000,792
120,2400,1215
121,2200,1244
122,2600,1512
123,2400,1503
124,2200,1121
125,1900,692
126,2200,819
127,1700,1150
128,2200,1338
129,2300,1255
130,2200,1223
131,2000,1202
132,2100,1204
133,2000,1101
134,1900,834
135,1300,123
136,1900,258
137,1900,464
138,2200,1017
139,2000,704
140,2000,1111
141,1100,402
142,500,203
143,100,100
144,2200,977
145,2200,748
146,1600,431
147,2800,659
148,1400,413
149,1900,287
150,2100,1222
151,1900,410
152,2100,931
153,2100,1136
154,2400,1207
155,0,0
156,0,0
157,2400,1369
158,1900,876
159,2200,1004
160,1600,285
161,1400,421
162,2300,1128
163,1600,360
164,1200,115
165,2600,846
166,1600,801
167,1700,504
168,1000,329
169,0,0
170,1800,445
171,300,300
172,2600,1175
173,700,111
174,1300,380
175,1300,622
176,1800,667
177,800,490
178,1900,867
179,200,200
180,2400,1243
181,1600,903
182,100,100
183,800,361
184,1100,209
185,1600,491
186,1400,207
187,1100,237
188,900,511
189,2100,396
190,2300,920
191,2100,575
192,1800,695
193,700,526
194,1100,525
195,2000,846
196,1600,524
197,1800,533
198,2000,667
199,0,0
