Step,Best,Average
1,1100,285
2,1800,47
3,1200,179
4,1000,43
5,2000,223
6,1900,291
7,1200,379
8,1400,158
9,2100,390
10,2100,454
11,1900,419
12,1600,506
13,1900,845
14,2200,386
15,2100,612
16,2200,1084
17,1500,286
18,1300,19
19,2000,873
20,1400,16
21,1300,209
22,1900,531
23,2300,1462
24,1700,861
25,1200,275
26,2700,1297
27,1400,555
28,800,246
29,100,100
30,400,263
31,200,105
32,200,107
33,1000,285
34,1200,517
35,400,223
36,0,0
37,200,200
38,400,117
39,400,9
40,200,200
41,1000,320
42,1600,705
43,1800,570
44,1900,724
45,1400,606
46,1100,518
47,300,299
48,1000,833
49,900,750
50,700,242
51,600,250
52,400,398
53,0,0
54,1700,821
55,2300,1643
56,2300,1266
57,2300,1542
58,2000,1293
59,2000,691
60,1600,408
61,200,200
62,1700,805
63,1600,748
64,1500,322
65,100,100
66,1700,646
67,100,100
68,1100,614
69,1100,548
70,1500,816
71,1600,120
72,0,0
73,1800,834
74,1600,639
75,1800,525
76,1400,259
77,1500,361
78,100,95
79,500,325
80,1000,614
81,0,0
82,1300,459
83,1600,529
84,1200,596
85,300,296
86,1600,722
87,800,478
88,1200,726
89,1500,507
90,600,294
91,200,3
92,100,100
93,600,324
94,100,100
95,100,100
96,100,100
97,1200,212
98,1400,536
99,1400,462
100,1100,409
101,100,100
102,1200,222
103,1800,842
104,200,200
105,300,300
106,300,300
107,100,100
108,600,503
109,0,0
110,1900,777
111,900,224
112,400,400
113,400,400
114,200,200
115,100,100
116,100,100
117,600,239
118,800,405
119,400,279
120,200,200
121,0,0
122,400,400
123,200,200
124,300,251
125,100,100
126,300,198
127,0,0
128,200,200
129,500,121
130,700,690
131,300,300
132,200,200
133,200,200
134,0,0
135,1100,541
136,100,100
137,0,0
138,100,100
139,0,0
140,100,100
141,200,200
142,300,300
143,400,400
144,0,0
145,200,200
146,1300,627
147,400,252
148,100,100
149,100,100
150,100,100
151,100,100
152,0,0
153,600,204
154,100,100
155,300,300
156,500,204
157,300,108
158,100,100
159,100,100
160,100,100
161,200,200
162,0,0
163,600,329
164,0,0
165,0,0
166,0,0
167,500,216
168,0,0
169,100,100
170,200,200
171,0,0
172,0,0
173,0,0
174,0,0
175,300,204
176,700,489
177,0,0
178,200,200
179,200,200
180,300,201
181,200,200
182,200,200
183,0,0
184,0,0
185,0,0
186,800,617
187,200,101
188,400,400
189,400,400
190,200,200
191,700,456
192,700,499
193,400,400
194,1200,481
195,100,100
196,100,100
197,0,0
198,100,100
199,1000,373
