generation,averageFitness,topFitness
0,279.5,1300
1,1825,2450
2,2355,2850
3,2476.5,3000
4,2151,2700
5,2159,2850
6,2103.5,2750
7,2079.5,2750
8,1928,2700
9,2034.5,2750
10,2099.5,2900
11,2368.5,2800
12,2149.5,2700
13,2173.5,2800
14,2344.5,2850
15,2521,2900
16,2477,2900
17,2484.5,2850
18,2569,3000
19,2461,2750
20,2604.5,3000
21,2487.5,2800
22,2463.5,2900
23,2045,2600
24,2395,2850
25,2256,2800
26,2010,2600
27,1926,2650
28,2351,2900
29,2530.5,2900
30,2455,2800
31,2550.5,2900
32,2495,2800
33,2460.5,2800
34,2291,2850
35,2121,2700
36,1938.5,2850
37,2362,2950
38,2646.5,3000
39,2587,3000
40,2460.5,2800
41,2484.5,2950
42,2430.5,2900
43,2401.5,2850
