Generation,Orientation Avg,Orientation Stdev,Velocity Avg,Velocity Stdev,Count
0,0.153290309586,0.00684058198975,0.153571471287,0.00610389556975,30
1,0.10177900918,0.0144748804663,0.0254988845859,0.0187164871465,30
2,0.0853776545984,0.0193441823476,0.00666469591758,0.00425935772542,30
3,0.077815955091,0.0212382746165,0.00457009002942,0.00289325818292,30
4,0.0683787676476,0.0218074542938,0.00371172859001,0.00311860573193,30
5,0.065996584098,0.0199852099975,0.00277534514141,0.00234177774807,30
6,0.0616168210379,0.0211731976155,0.00271394123877,0.00232615164484,30
7,0.05780461307,0.0181037666511,0.0028298387663,0.00236764260101,30
8,0.0551948678726,0.0189677771678,0.0022119819036,0.00168819991132,30
9,0.0534743094877,0.0205412324021,0.00265190629636,0.00246023056148,30
10,0.0529185941107,0.0194283664485,0.00235785638186,0.00230739651948,30
11,0.0534114875708,0.0197882797671,0.00215961763035,0.00207976211863,30
12,0.0545708750381,0.0227237299302,0.00212000271983,0.00215402335155,30
13,0.0518241391997,0.019990415123,0.00169224641619,0.00149528416044,30
14,0.0528905272374,0.0207627679419,0.00179930436045,0.00150041768823,30
15,0.0510423360142,0.019099269074,0.00151460226302,0.00111786912158,30
16,0.0511638702778,0.0179785377689,0.00182887046809,0.00150281167032,30
17,0.048592848052,0.0184269827867,0.00166853493155,0.00137225636856,30
18,0.0506260047587,0.0211135170506,0.00152560825581,0.00145150308189,30
19,0.0476543294598,0.0201209225536,0.00183815138791,0.00138645045314,30
20,0.0511537517109,0.0199984565375,0.00182424095479,0.00146201016401,30
21,0.0486314584154,0.0197431517717,0.00136754340215,0.00100173851089,30
22,0.0503906718211,0.0206805640819,0.00155068932839,0.00128234779962,30
23,0.0479090121917,0.0215950359473,0.0013982680324,0.00112531447622,30
24,0.0503708267597,0.0217026375554,0.00122827088709,0.00122636254311,30
25,0.0483783555024,0.0205793586577,0.00144839040223,0.00139203077955,30
26,0.0497493276314,0.0223339453618,0.00143746814875,0.00131311361891,30
27,0.0481221572286,0.021838870779,0.00115699251935,0.00108281979798,30
28,0.0488074672903,0.0223825494757,0.00119513343619,0.000867996377005,30
29,0.048425936036,0.0251695166984,0.00143832529547,0.00115279291055,30
30,0.0476891900271,0.026383559046,0.0013569462645,0.00112036688781,30
31,0.0465737880877,0.0240924912527,0.000947592573877,0.000852481018953,30
32,0.0455534295869,0.0230324017105,0.00108375627347,0.00112450326183,30
33,0.0445062738036,0.0231928716402,0.00130705813852,0.00131730636416,30
34,0.0419836642583,0.0219335319903,0.000984653911022,0.000708108800471,30
35,0.0394232570926,0.0203472231067,0.00106488889991,0.0011128513476,30
36,0.0441857686219,0.0248847422281,0.00115424261251,0.00146292296618,30
37,0.0406049287244,0.0214433064822,0.001171270125,0.000957063732006,30
38,0.0426029663794,0.020846206471,0.000996027609859,0.00103212878585,30
39,0.0409696016952,0.0223605522962,0.000995594982617,0.00100984411815,30
40,0.0432168764481,0.0228846326427,0.00135017460237,0.00158512747522,30
41,0.0420678135092,0.0234074535877,0.00118907997032,0.00134340275855,30
42,0.0421937121683,0.0224029758643,0.00158742339723,0.0027268064089,30
43,0.0419320916009,0.0236888838563,0.0013608845576,0.00121535997837,30
44,0.0413121566894,0.0214749462328,0.000923986094344,0.000769853269769,30
45,0.0407086447645,0.0238459806596,0.000977915026785,0.000892507977884,30
46,0.038597203421,0.0207272306426,0.00115156415829,0.00110465545313,30
47,0.0406710952353,0.0234777015684,0.000905990417231,0.00123697726502,30
