generation,averageFitness,topFitness
0,34,550
1,190,1150
2,296.5,1100
3,403.5,1150
4,424.5,1450
5,454,1200
6,406,1300
7,347.5,1200
8,453,1200
9,468.5,1400
10,548,1450
11,747.5,1750
12,507,1350
13,675.5,1500
14,877.5,1700
15,766,1500
16,873,1650
17,1031.5,1650
18,733.5,1450
19,1055.5,1800
20,1012,1500
21,703.5,1550
22,844.5,1500
23,985.5,1650
24,1000.5,1900
25,832,1700
26,1104,1950
27,918.5,1650
28,979,1750
29,854.5,1500
30,690.5,1450
31,919,1500
32,1002,1600
33,1011.5,1600
34,972.5,1550
35,945,1800
36,945.5,1650
