Generation,Orientation Variance,Velocity Variance
0,0.173185464917182,0.174197647247821
1,0.0916625013930729,0.0228160459555093
2,0.0902971560830451,0.0148194062023202
3,0.0666607994915649,0.0102824839856211
4,0.0612527955445579,0.00871400318362025
5,0.0432673289368323,0.01294672953419
6,0.05314425477095,0.00874609267951308
7,0.0351971012144012,0.00306700791005203
8,0.0624548342445303,0.00756476702178676
9,0.0439401796167891,0.00707278049199385
10,0.0468455232178045,0.00583795696896538
11,0.0380111620793655,0.0013862917800524
12,0.0483849403414369,0.00562589160805656
13,0.0235307597404081,0.0029527823653091
14,0.0308219631109183,0.00479313994523515
15,0.0276693124130273,0.00154740125938425
16,0.0380795967580975,0.00357650866163578
17,0.0396342887825277,0.00524599582920356
18,0.0394635451728322,0.00641258130087549
19,0.02513899635629,0.00682270445789862
20,0.0272064939022821,0.000914568896784825
21,0.0261841891015527,0.00338553414861348
22,0.0202948954049102,0.0010092194179302
23,0.0281835797735811,0.00242321393743685
24,0.0149031117038074,0.00146974603417779
25,0.0195929256051351,0.0035648257426585
26,0.0150480535999492,0.00312610176707673
27,0.0104629257763342,0.00232889253519006
28,0.00998369389179323,0.00208153262943384
29,0.00923270193481275,0.00335178576149793
30,0.0073668862297291,0.00243199026223715
31,0.00453484901196119,0.00335810518411872
32,0.00775454642454357,0.00173103175529009
33,0.00446696297864743,0.00445484082395831
34,0.00553285913455464,0.00208593185929483
35,0.00656314864855811,0.00600768866892407
36,0.00614978558927324,0.00219431674033126
37,0.0052372413292301,0.00533671843728943
38,0.00707347973715031,0.00424730285869376
39,0.00613892034600208,0.0019721960027925
40,0.00516237510141066,0.00263252708920339
41,0.00658450844557823,0.00343232529319079
42,0.00677087458701712,0.00431077576145229
43,0.00746386445029819,0.00512005309906856
44,0.00572157317645032,0.0027611165824202
45,0.00670568295514785,0.00365046302134812
46,0.00629545255912272,0.00139008937023311
47,0.00538590443257182,0.00406925167230561
48,0.00560835475089268,0.00200958217439111
49,0.00585136663263985,0.000892145103304579
50,0.00542728826608539,0.00141479709775734
51,0.005431553623877,0.00404504982573351
52,0.006076952042145,0.00411684801273285
53,0.0053268097302922,0.000614183364781215
54,0.0048386762181152,0.0021888804922589
55,0.00474691333918067,0.00110701363997882
56,0.00354985692855353,0.0023612200939785
57,0.0060943998253428,0.000965423880117972
58,0.00557469453429946,0.00389237109798313
59,0.00500305872217271,0.0031659477812823
60,0.00587562183985596,0.0118533459584708
61,0.00366943537126244,0.0043708022447878
62,0.00364137669861979,0.00359976947266424
63,0.00410848654057609,0.00384364204217439
64,0.00377409912744724,0.00405825963053159
65,0.00354858785267623,0.00634647375534711
66,0.00515609241743639,0.00152823340052758
67,0.00412038845221435,0.00713951378500258
68,0.00399998134207862,0.00576425401221287
69,0.00498914486981043,0.00184138274335093
70,0.00577669803397049,0.00175305110318159
71,0.00422137648013349,0.0030217778858646
72,0.00509480851962734,0.00518239307764596
73,0.00432215356774007,0.00148344110823239
74,0.00422323609996323,0.00448588504797186
75,0.0041668896247924,0.00287687968005855
76,0.00340800555805041,0.00268611129861041
77,0.005973877581994,0.00418683410333379
78,0.00724514516678181,0.0017696482011416
79,0.00436066191800658,0.00254711058179287
80,0.00677384571794046,0.002024675664537
81,0.00638717906495285,0.00222609356343948
82,0.00633559289449399,0.00101009277214056
83,0.00706610606126592,0.00471004318844724
84,0.00620234808972666,0.00205017371008897
85,0.0067741652272813,0.00137595968615629
86,0.00531765989568834,0.000658586141946433
87,0.00705941761688243,0.000726300680803087
88,0.00835600492900415,0.00337972157879491
89,0.00554044721066012,0.000748374807686933
90,0.00649724853596071,0.000345639486522749
91,0.00507866642893243,0.0012866074885935
92,0.00701354424971524,0.00165238935941522
93,0.00674303567796088,0.00256460327124906
94,0.00648507258278929,0.0031251346588182
95,0.00637827958780022,0.00255128371924672
96,0.0046193543582591,0.00203770056829328
97,0.00553614290960773,0.0024908185580301
98,0.00629918429273753,0.00235310364641186
99,0.00516487485769678,0.00254516548592278
100,0.00550239790026213,0.00189401545318977
101,0.00441105413073498,0.00120474222987128
102,0.00513719002282276,0.00248683239102404
103,0.00747886252022751,0.00108069154178881
104,0.00387601702420868,0.000934567796471628
105,0.00525725792720269,0.00223736708264477
106,0.00444810125716808,0.0007491162033801
107,0.0051116654836003,0.00114007664417483
108,0.00514117478122333,0.000191281736114849
109,0.00380099837692398,0.00119131775286563
110,0.0042990899841221,0.00158976750214331
111,0.00607833446065423,0.00102684509705876
112,0.00553185299197021,0.00372225246046982
113,0.00444638033375369,0.000432273306444343
114,0.00359940011187688,0.000677789628877264
115,0.00493774279908087,0.00113236394412226
116,0.00745569329159879,0.00120976383188288
117,0.00546584791385888,0.000412871771252401
118,0.00551466942001184,0.0017436869342134
119,0.00584365462023586,0.00273607960195344
120,0.00467523632174238,0.00104238897066961
121,0.00552901951962408,0.00184302453549778
122,0.00457072199444061,0.000740909970412844
123,0.00473397082281815,0.00264275650972664
124,0.00544632119514543,0.000945198245454369
125,0.00547404776798223,0.00169169060833842
126,0.00666602532426289,0.00155167135865279
127,0.00550422076976821,0.00147412054036094
128,0.00632480432320628,0.00222405153454661
129,0.010002425008813,0.00464132576495915
130,0.0114205773027054,0.00118026264735777
131,0.010064588670928,0.000896326370266432
132,0.0103167495772953,0.00188186573819589
133,0.00933704675688624,0.00160826427844192
134,0.00980365873488306,0.0017030396409161
135,0.00865885621620607,0.00131349347978739
136,0.00757505644854561,0.000592216434398625
137,0.00960618440233878,0.00125175139449578
138,0.00984035025741375,0.000417845631511321
139,0.00876923758557898,0.0015641855616828
140,0.00629178132588252,0.00270352388336015
141,0.00881077403771725,0.000809423317394349
142,0.00751051447855277,0.00368582027964196
143,0.00747042306346144,0.00218901543634113
144,0.0084944204093629,0.00185412216308166
145,0.00631730980841122,0.00215705308314576
146,0.00866670103287008,0.0013912683063427
147,0.00768037898108011,0.00212693433225132
148,0.00604898799710142,0.00139124875715841
149,0.00626557024612297,0.000834997157713113
150,0.00502439036793519,0.000981915107801196
151,0.0092335043461555,0.00417637618003243
152,0.00720781918497929,0.0013813361125529
153,0.00549772454817632,0.00202337437864253
154,0.00451483123120998,0.00238900685763615
