generation,averageFitness,topFitness
0,266.5,1050
1,679.5,1650
2,907,1850
3,791.5,2000
4,1069.5,2100
5,972.5,2150
6,369.5,1300
7,265,900
8,358,1200
9,289,1350
10,487.5,1300
11,499,1300
12,318,1600
13,1087,2000
14,707.5,1650
15,1225,2150
16,805,1550
17,1122.5,1950
18,1295,2150
19,1088.5,2050
20,1018.5,1700
21,1093,1900
22,1294,2150
23,1001.5,2200
24,1185.5,2500
25,1171,2050
26,1145,1800
27,1026,1850
28,986,1950
29,494.5,1600
30,469,1500
31,458.5,1650
32,1322.5,2100
33,487.5,1350
34,645.5,1550
35,1044.5,1800
36,509.5,1450
37,776.5,1900
38,763.5,1800
39,561.5,1600
40,677.5,1200
41,1020,2200
42,399.5,1500
43,418,1750
44,745,1550
45,825,1600
46,646,1600
47,469.5,1400
48,945.5,1850
49,1015.5,1650
50,1049,1800
51,828.5,1450
52,858.5,1550
53,631.5,1500
54,830.5,1500
55,879.5,1850
56,765.5,1650
57,671,1400
58,573.5,1450
59,733.5,1550
60,1057,1650
61,962,1550
62,812.5,1450
63,752,1500
64,498.5,1400
65,315,1450
66,677.5,1600
67,493.5,1650
68,1003,1600
69,734,1650
70,862.5,1550
71,690,1450
72,538.5,1100
73,748.5,1450
74,667.5,1800
75,407,1500
76,608,1250
77,426.5,1600
78,669,1350
79,384,1300
80,566,1300
81,708.5,1300
82,835.5,1600
83,445.5,1250
84,563,1400
85,797.5,1400
86,673,1600
87,947.5,1450
88,672,1550
89,995.5,1800
90,220,1600
91,968,1750
92,354,1400
93,750,1700
94,513.5,1550
95,414.5,1450
96,683,1450
97,662,1850
98,488,1600
99,594,1550
100,724.5,1400
101,411,1400
102,669.5,1600
103,629.5,1700
104,890,1650
105,560,1300
106,1202.5,2000
107,503,1600
108,1018,1650
109,666.5,1800
110,1060,2000
111,698.5,1600
112,953,1600
113,655,1600
114,620,1600
115,620.5,1300
116,764.5,1550
117,479,1450
118,530.5,1600
119,667.5,1550
120,423.5,1500
121,427.5,1350
122,569.5,1250
123,596,1500
124,689,1450
125,594.5,1550
126,672.5,1650
127,727.5,1550
128,696,1550
129,642,1500
130,753,1400
131,997,1700
132,484.5,1450
133,1083.5,1700
134,572.5,1600
135,1237.5,2000
136,706.5,1600
137,841,1400
138,549.5,1300
139,871.5,1700
140,572,1900
141,908.5,1600
142,918.5,1700
143,821,1700
144,350.5,1700
145,1270.5,2000
146,893,1500
147,775,1750
148,1171,2100
149,938,1950
150,606.5,1450
151,670.5,1800
152,464,1600
153,975.5,1700
154,969,1750
155,673.5,1750
156,921.5,2000
157,655,1600
158,650,1700
159,701,1800
160,684,1400
161,543,1950
162,621.5,1550
163,681,1950
164,701,1700
165,620.5,1400
166,699,1450
167,720.5,1800
168,1152,1850
169,740,1500
170,919.5,1700
171,652.5,2300
172,765.5,1950
173,1145.5,1850
174,1131,1850
175,828,2000
176,1038,2050
177,698.5,1900
178,1052.5,2400
179,471.5,1300
180,1261.5,2150
181,1444.5,2100
182,1222.5,2050
183,993,1750
184,1044.5,1900
185,425,1950
186,1472,2050
187,1176,1900
188,1014.5,1700
189,818,2000
190,1101.5,1850
191,651.5,2000
192,1228.5,1850
193,982.5,1900
194,1137,2000
195,508.5,2100
196,701.5,1850
197,1166.5,1850
198,1115.5,1900
199,700,1850
200,1108,1900
201,974,2100
202,1145.5,1800
203,1467.5,2200
204,1351,2100
205,919.5,1750
206,806.5,2000
207,1233,1950
208,1311,2150
209,1223.5,1950
210,1386.5,2300
211,1398.5,2100
212,761,1650
213,1582,2250
214,814,1700
215,678,1850
216,1059.5,1950
217,674,2200
218,1378.5,2100
219,948.5,2150
220,589,1700
221,759.5,1900
222,1232,1800
223,1324,2200
224,1211,2000
225,1237.5,1950
226,952.5,1950
227,1266,2100
228,1106,1950
229,1425,2050
230,803.5,1750
231,1260.5,1900
232,1304,2050
233,1252.5,2100
234,1568.5,2200
235,1468,2100
236,996,1750
237,962,2050
238,1284.5,2100
239,1348.5,2300
240,1179.5,1850
241,1100.5,1850
242,1319,2100
243,1463.5,2300
244,1145,1900
245,1181,1900
246,1423.5,2200
247,1543.5,2500
248,1261,2000
249,1386,2050
250,1253.5,2100
251,1083,1900
252,900.5,1500
253,1545.5,2300
254,1134.5,1850
255,1120,2050
256,956.5,2100
257,1492,2400
258,1562.5,2200
259,1321.5,2000
260,1337.5,2150
261,1427,2200
262,1592,2300
263,1375,2300
264,1283,2050
265,1609,2350
266,1811.5,2450
267,1601,2350
268,1634,2200
269,1589.5,2450
270,1812.5,2700
271,1750.5,2400
272,1807,2300
273,1862.5,2500
274,1908.5,2450
275,1833.5,2500
276,1548,2100
277,1827,2400
278,1857.5,2500
279,1751,2400
280,1883.5,2300
281,1908,2350
282,1556,2100
283,1569,2100
284,1866,2500
285,1870.5,2500
286,1730.5,2350
287,1929,2450
288,1457,2200
289,1810.5,2400
290,2147.5,2700
291,1706.5,2300
292,803.5,2300
293,1505.5,2300
294,1842,2350
295,1735,2300
296,1626,2200
297,1782.5,2500
298,1776,2450
299,1876,2300
300,1548,2200
301,1791,2600
302,1728.5,2300
303,1737,2350
304,1575.5,2400
305,1898,2400
306,1667.5,2300
307,1663.5,2150
308,1957.5,2500
309,1569,2100
310,1614,2350
311,1736.5,2550
312,1857,2400
313,2034.5,2650
314,1731,2300
315,1805.5,2650
316,2070,2700
317,1971.5,2400
318,1842.5,2400
319,1574,2300
320,1503,2300
321,1859,2500
322,1724,2350
323,1766.5,2600
324,1841.5,2600
325,1679.5,2500
326,1724,2400
327,1229,2100
328,1807.5,2550
329,1884.5,2500
330,1370,1950
331,1421.5,2100
332,1201.5,1850
333,1025,2000
334,1705.5,2300
335,1691.5,2250
336,1839,2500
337,504,2000
338,1677.5,2550
339,894.5,2000
340,2036,2500
341,1552.5,2350
342,1491.5,2350
343,1323.5,2200
344,1758,2450
345,1745,2300
346,1469,2250
347,1887,2600
348,1968,2650
349,1941.5,2600
350,1960,2600
351,1812.5,2650
352,1602.5,2450
353,1532.5,2300
354,1948,2600
355,1836.5,2550
356,1595.5,2350
357,1748.5,2450
358,1782,2500
359,1697.5,2300
360,1788.5,2450
361,1726,2500
362,1927,2550
363,1943,2650
364,1786,2300
365,2067,2800
366,1903.5,2700
367,1926,2450
368,2009,2600
369,1928.5,2650
370,1811,2450
371,1821.5,2600
372,2052.5,2650
373,1661.5,2300
374,1837,2450
375,2010.5,2650
376,1933,2600
377,1827.5,2650
378,1877,2600
379,1830,2400
380,2008,2600
381,1981.5,2650
382,2045,2750
383,1941.5,2750
384,1871,2500
385,1897,2450
386,1972.5,2650
387,1947.5,2650
388,1824.5,2500
389,1836.5,2550
390,1904,2700
391,1718,2500
392,1989.5,2600
393,1897,2600
394,1815,2600
395,2074.5,2650
396,1976.5,2600
397,1718.5,2400
398,2039.5,2650
399,1621.5,2400
400,1923,2500
401,1890.5,2550
402,1914,2550
403,1860.5,2500
404,1906.5,2500
405,1768.5,2250
406,2040,2700
407,1471,2050
408,1892,2600
409,1914,2450
410,2104.5,2800
411,2041.5,2750
412,1753,2400
413,1810,2500
414,1904,2650
415,2000,2600
416,1746.5,2450
417,1782.5,2600
418,2158,2900
419,1856,2550
420,1800.5,2450
421,2001.5,2750
422,1921.5,2700
423,1877,2800
424,2042,2700
425,1811,2600
426,1967.5,2600
427,1746.5,2450
428,1668,2500
429,1939,2600
430,1969.5,2650
431,1970,2600
432,1991.5,2700
433,1881,2450
434,1855.5,2550
435,2146.5,2850
436,1812.5,2500
437,1901.5,2500
438,2026,2700
439,1932,2600
440,1836.5,2550
441,1845.5,2550
442,1943.5,2700
443,1949,2900
