generation,averageFitness,topFitness
0,291.5,1400
1,806,1900
2,205,1450
3,683,1500
4,947,1850
5,187.5,750
6,1316,2450
7,1273,2200
8,971.5,1800
9,1090.5,2000
10,630,1650
11,1094.5,2050
12,1016.5,1900
13,1101.5,2050
14,1132,2000
15,1410,2100
16,1258,2150
17,1001.5,1750
18,1139.5,1900
19,885,2000
20,1198,2150
21,1134,2100
22,739,1550
23,936,2000
24,1311.5,2150
25,1243,2000
26,1038.5,2100
27,1365.5,2250
28,1125,2050
29,1505.5,2350
30,1307,2050
31,1094.5,2000
32,1312.5,2350
33,1269.5,2150
34,1385,2150
35,1366.5,2400
36,640,2000
37,1410.5,2200
38,1334,2200
39,1206,2000
40,1567.5,2400
41,1556,2400
42,1635.5,2300
43,1830.5,2400
44,1258,1950
45,1504.5,2400
46,1665,2400
47,1417,2350
48,1470,2300
49,1581,2450
50,1359.5,2200
51,1897.5,2800
52,1192,2050
53,1107.5,2100
54,1501,2300
55,1322.5,2450
56,1553,2400
57,1524.5,2300
58,1525,2700
59,1132.5,2350
60,1297.5,2150
61,1625,2500
62,1391,2300
63,1053.5,2050
64,1019.5,1950
65,635,1800
66,1523,2450
67,1250.5,2200
68,1431,2350
69,1479,2450
70,1338,2150
71,1427,2400
72,776,2000
73,1573,2450
74,1411.5,2150
75,1464.5,2300
76,1595.5,2550
77,1597.5,2400
78,256.5,1850
79,1557,2350
80,1429.5,2300
81,1556,2350
82,1233,2100
83,1374.5,2300
84,1557,2400
85,1164,2000
86,1684.5,2500
87,1442,2400
88,1276.5,2200
89,1232.5,2050
90,1169,2300
91,1457,2400
92,1435.5,2400
93,1107.5,2100
94,1407,2300
95,1170.5,1900
96,666,1700
97,1164,2150
98,1303.5,2100
99,1319.5,2200
100,1391,2300
101,1367.5,2400
102,1204,2150
103,1548.5,2450
104,1395,2200
105,1556.5,2500
106,1533,2550
107,1663.5,2200
108,1282.5,2100
109,1518,2800
110,500,1800
111,1184.5,2250
112,516.5,1200
113,809,1650
114,464,1650
115,1466.5,2400
116,1048,2250
117,1322,2150
118,929.5,2100
119,1265.5,2100
120,653,1550
121,1340.5,2400
122,811,1950
123,1739.5,2450
124,834,2050
125,1642.5,2650
126,1285,2150
127,1422.5,2150
128,556,1200
129,1797,2550
130,524.5,1050
131,1631.5,2450
132,523,1550
133,1791.5,2500
134,1027.5,2150
135,1488,2350
136,1635.5,2550
137,1628,2400
138,416,1250
139,1739,2550
140,509.5,1850
141,1342,2000
142,522.5,2100
143,1587.5,2250
144,872.5,1700
145,1666,2550
146,353.5,1150
147,2060.5,2650
148,1053,2100
149,1747.5,2600
150,1676,2550
151,1952.5,2550
152,1889,2600
153,1544.5,2350
154,1787.5,2650
155,1713.5,2550
156,1645,2550
157,1311,2200
158,1606,2650
159,1417.5,2350
160,1807,2800
161,1673,2650
162,1811.5,2550
163,1814,2550
164,1789,2650
165,1698,2500
166,1647.5,2550
167,1962.5,2800
168,1757.5,2550
169,1826.5,2650
170,2115.5,2750
171,2071.5,2650
172,1888.5,2550
173,1918.5,2650
174,2104.5,2700
175,2045,2650
176,2007,2700
177,2138.5,2800
178,1900,2550
179,1989.5,2550
180,1894.5,2550
181,1989,2600
182,2044.5,2700
183,1960,2600
184,2067,2600
185,2036.5,2750
186,1993,2650
187,2042.5,2850
188,1901.5,2650
189,1961,2700
190,1927.5,2800
191,2030.5,2800
192,1849.5,2700
193,1859.5,2600
194,1988.5,2600
195,2185.5,2850
196,2190.5,2950
197,2053,2650
198,2035.5,2600
