generation,averageFitness,topFitness
0,42,1150
1,238,950
2,300,1200
3,321.5,1000
4,399.5,1150
5,458,1150
6,434.5,1300
7,618,1400
8,408.5,1200
9,419,1050
10,341,1050
11,457.5,1350
12,723,1300
13,485,1450
14,492.5,1050
15,491,1350
16,653,1500
17,566,1450
18,796.5,1600
19,668.5,1500
20,710,1400
21,676,1700
22,878,1600
23,977.5,1800
24,853.5,1650
25,939.5,1600
26,881,1700
27,850,1750
28,921.5,1700
29,1118,1950
30,884.5,1650
31,967,1650
32,908.5,1800
33,1060.5,1750
34,583.5,1300
35,1080,1700
36,914,1550
37,930.5,1900
38,992,1850
39,854,1650
40,1039,1800
41,1030,1700
42,731.5,2150
43,1230,1900
44,955,1850
45,1300.5,1900
46,1083.5,1950
47,781.5,1950
48,873,1750
49,1075.5,1900
50,1007,1800
51,1126.5,2000
52,649.5,1900
53,1004,1850
54,947.5,1700
55,948.5,1950
56,770.5,1800
57,1284.5,2200
58,1234.5,2100
59,1352.5,2000
60,1442.5,2250
61,1455.5,2350
62,1311,2500
63,1388,2150
64,1163,2250
65,1566,2350
66,773.5,2200
67,1525.5,2300
68,1245.5,2150
69,1372,2250
70,996,2300
