generation,averageFitness,topFitness
0,340,1600
1,482,2100
2,315.5,1600
3,572,1650
4,430,1200
5,1029.5,2100
6,1050,1800
7,498.5,1900
8,514.5,1600
9,885.5,2100
10,53,950
11,357,1350
12,693,2100
13,695.5,1900
14,463,1350
15,807.5,1850
16,695,1950
17,615.5,1900
18,167.5,900
19,1177.5,1800
20,666.5,1950
21,57.5,2250
22,724,1300
23,946,1900
24,495,1600
25,704,1800
26,673,1800
27,221,1500
28,517,1950
29,729,1300
30,100,1250
31,1094,2200
32,708.5,2000
33,118,2350
34,250,1100
35,816,2350
36,1135,2350
37,259,2000
38,729,1600
39,1749.5,2600
40,599.5,600
41,726,1500
42,688,2150
43,753.5,2250
44,434,1200
45,748,2300
46,427.5,2250
47,828,2200
48,926.5,2150
49,755.5,1850
50,420,1450
51,916,2450
52,277,1300
53,498,1850
54,642.5,1500
55,1137.5,2650
56,833,1950
57,386.5,1450
58,1040,2350
59,447,2000
60,1206.5,2750
61,1316.5,2250
62,516,1300
63,1180.5,2250
64,638,1950
65,539,2600
66,1346.5,2150
67,363.5,1650
68,1106.5,2000
69,960,1750
70,1507.5,2600
71,661.5,1950
72,839.5,2250
73,878,2100
74,1380.5,2750
75,397,2100
76,976,1650
77,945.5,2250
78,1238.5,2250
79,759.5,2350
80,1101.5,2150
81,580,1700
82,698.5,2100
83,1025,2350
84,619,2400
85,664.5,1700
86,1243.5,2450
87,1337.5,2400
88,765.5,1800
89,1358,2800
90,1015,2500
91,505,1550
92,468,1500
93,438.5,2100
94,648.5,1900
95,962.5,2200
96,761.5,2000
97,774,1850
98,449,1850
99,511,1900
100,909,1950
101,1260.5,2450
102,650.5,1650
103,932,1950
104,843,1800
105,764.5,2400
106,1274.5,2400
107,976.5,2300
108,451.5,2450
109,1981,2900
110,1675,2400
111,1163,2700
112,1092.5,2000
113,737,2050
114,1296.5,2450
115,507,2100
116,720.5,2050
117,742.5,2400
118,854.5,2100
119,983.5,2650
120,1446.5,2350
121,761,2000
122,1212.5,2250
123,647.5,2250
124,721,2150
125,680.5,2200
126,744,2250
127,880.5,2500
128,1032,1750
129,917,2350
130,714,2100
131,952.5,2300
132,1595.5,2350
133,449,2000
134,668.5,1850
135,716,2050
136,1345.5,2500
137,506,1750
138,678.5,1600
139,777.5,1900
140,1085.5,2000
141,496.5,1850
142,498.5,2000
143,923,1950
144,679.5,1700
145,545.5,2400
146,982.5,2050
147,440,1950
148,1076,2550
149,164.5,1550
150,1297,2000
151,621,1800
152,561,1700
153,585.5,2200
154,301.5,1550
155,577,1650
156,341,1550
157,577,2550
158,776,2350
159,665.5,2100
160,918,1850
161,670,2600
162,770.5,2050
163,875.5,2100
164,470,1350
165,467.5,1800
166,545,1750
167,892,1800
168,1334,2400
169,410.5,1700
170,662,2350
171,1292.5,2050
172,673,1950
173,411,2300
174,1594.5,2700
175,298,1850
176,675,2250
177,571,1400
178,683,1900
179,286.5,1650
180,562.5,2350
181,485.5,2000
182,842,2000
183,641.5,2050
184,1178.5,2100
185,888.5,2150
186,544.5,1700
187,580.5,2150
188,852,2400
189,657.5,2300
190,506,2250
191,312.5,1350
192,335,2050
193,918,2300
194,374.5,1400
195,568.5,1550
196,1002,2500
197,581.5,2200
198,747,1800
199,805,1900
200,875,2600
201,834.5,2750
202,673.5,1950
203,877.5,2500
204,1094,2500
205,1020,2150
206,1272.5,2400
207,725.5,2000
208,1036.5,2350
209,693,2600
210,910,2300
211,716.5,1950
212,756.5,2500
213,983,2150
214,265.5,2250
215,790,2050
216,1090,2150
217,903.5,2350
218,717.5,2750
219,1043,2050
220,1040,2550
221,1551,2350
222,1316,2350
223,873,2550
224,995.5,2150
225,870,2450
226,826,2250
227,1440.5,2650
228,573,2500
229,1171.5,2450
230,573.5,2350
231,971.5,2650
232,858,2050
233,1127,2100
234,541,1950
235,879,2450
236,611.5,2700
237,887.5,2400
238,996.5,2200
239,1674.5,2750
240,754.5,2650
241,459,1800
242,1787.5,2600
243,1249.5,2400
244,1749.5,2850
245,1073.5,2850
246,1045,2150
247,1035.5,2450
248,960,2350
249,1247,2750
250,1129,2400
251,802,2350
252,748.5,2050
253,1048,2150
254,911.5,1950
255,603.5,2400
256,1679,2700
257,839,2200
258,1126,2300
259,1517.5,2450
260,1303,2300
261,1088.5,2900
262,598,2450
263,1694,2450
264,974.5,2450
265,635.5,2350
266,1009.5,2300
267,984,2450
268,1011.5,2600
269,905.5,2250
270,1154,2550
271,767.5,1900
272,901,2650
273,1120,2500
274,1043,2700
275,776.5,2450
276,1002,2300
277,1228,2600
278,1013.5,2500
279,833,2350
280,1635,2750
281,794,2700
282,701.5,2850
283,1302,2700
284,765,2100
285,1125,2850
286,1058,2300
287,1192,2550
288,1426,2600
289,891.5,2000
290,1166.5,2400
291,1113.5,2600
292,1307.5,2650
293,1218,2650
294,1364,3000
295,891,2250
296,1318.5,2550
297,1081,2650
298,1129,2600
299,1116.5,2450
300,1039,2000
301,699.5,1850
302,1216,2400
303,951,2400
304,1262.5,2450
305,1085.5,2350
306,1172.5,2350
307,1034.5,2350
308,1246.5,2250
309,1033.5,2800
310,1012,2550
311,1039,2450
312,857,2000
313,1297.5,2700
314,855,2400
315,1441.5,2500
316,878.5,2000
317,1195,2550
318,1051.5,2350
319,1518.5,2900
320,1087,2500
321,1336.5,2350
322,911.5,2550
323,1469,2650
324,1180,2400
325,1287,2250
326,1319.5,2500
327,1305.5,2750
328,1126,2600
329,1138,2400
330,1181,2500
331,1150.5,2500
332,802.5,2950
333,965,2300
334,880,2500
335,782,1950
336,1022.5,2600
337,603.5,2450
338,646.5,2300
339,1187,2800
340,942,2450
341,838.5,2700
342,649.5,1850
343,1481,2700
344,888.5,2050
345,629.5,2150
346,940.5,2550
347,1186.5,2800
348,1104.5,2250
349,1044,2750
350,1131,2700
351,1070.5,2600
352,959,2650
353,1179,2400
354,1190,2800
355,1073,2350
356,895.5,2150
357,1171,2200
358,1400,2500
359,728.5,1900
360,1552,2750
361,1251,2800
362,1213.5,2550
363,1118,2350
364,774,2300
365,1260.5,2900
366,726,2000
367,1050,2300
368,791,2000
369,1129,2600
370,936,2300
371,1041,2250
372,652.5,1750
373,1059,2350
374,782,2300
375,572,2350
376,1277,2600
377,579.5,2350
378,991,2250
379,594,2350
380,1037,2400
381,1129.5,2400
382,944,2350
383,1054.5,2350
384,905.5,2200
385,860.5,1800
386,646,2100
387,830,2050
388,662.5,2700
389,285,1700
390,1049.5,2300
391,1217,2600
392,877.5,1800
393,1033.5,2000
394,953,2100
395,944,2100
396,469,1800
397,1009.5,2550
398,939,1950
399,901.5,2200
400,833.5,2150
401,999,2200
402,607.5,2100
403,560,1850
404,848,1800
405,425.5,1900
406,912.5,2100
407,1103.5,2350
408,872,2250
409,834,2200
410,1078.5,2350
411,767.5,1900
412,797,2250
413,1162.5,2300
414,1221,2300
415,1052,2400
416,1178,2550
417,1312.5,2300
418,882.5,2050
419,667,2050
420,232,1450
421,833.5,2200
422,648,1900
423,1021.5,2250
424,916,2550
425,1049,2600
426,824,2100
427,1294.5,2550
428,943.5,2150
429,640.5,2850
430,280.5,2050
431,303.5,2000
432,559,2000
433,859.5,2100
434,1153,2550
435,909.5,2200
436,1357.5,2900
437,934,2150
438,1221.5,2300
439,1480.5,2550
440,1257,2400
441,917.5,2150
442,1008.5,2300
443,1097,2150
444,900.5,2050
445,1002,2150
446,1047,2350
447,1213,2350
448,763,2650
449,1033.5,2200
450,913.5,2050
451,880,2000
452,948,2400
453,1357,2600
454,988.5,2400
455,830,2050
456,1121.5,2550
457,1125.5,2300
458,1044.5,2300
459,526,2600
460,620,2300
461,1035.5,1900
462,963,2150
463,621,2350
464,1436.5,2700
465,1022.5,2250
466,1004,2200
467,1046,2450
468,1092,2450
469,1180.5,2600
470,1051.5,2600
471,689,1600
472,1006.5,2200
473,247,1500
474,846.5,1850
475,719,2050
476,1106,2500
477,830.5,2000
478,841.5,2200
479,945,2400
480,706.5,2100
481,999,2400
482,285.5,1700
483,1076.5,2200
484,941.5,2350
485,729.5,2000
486,794.5,2400
487,476.5,2500
488,806.5,2600
489,922,2500
490,845.5,2500
491,832,2150
492,836,2200
493,785.5,2050
494,875.5,2350
495,896.5,2300
496,178,2550
497,437.5,1600
498,421.5,2000
499,301,1300
500,626,1800
