generation,averageFitness,topFitness
0,32.5,600
1,328.5,1400
2,432,1800
3,740,1900
4,554.5,1750
5,844,1700
6,767.5,2000
7,1357,1900
8,1220.5,2000
9,1223,1950
10,1292,1950
11,1189.5,1800
12,1265.5,2150
13,1084,1950
14,1200,2100
15,1445.5,2050
16,1296,2150
17,1174,2000
18,1365,2000
19,1513.5,2250
20,1447,2050
21,1439,2300
22,1568,2500
23,1445.5,2200
24,1419,2450
25,1257,2250
26,1563.5,2300
27,1673,2250
28,1178,2150
29,1840.5,2400
30,1405.5,2250
31,1547,2550
32,1411.5,2050
33,1391,2350
34,1376,2600
35,1644.5,2450
36,1467.5,2450
37,1428.5,2250
38,1529,2100
39,1629,2400
40,1398.5,2250
41,1225,2300
42,1583,2400
43,1542.5,2150
44,1764.5,2550
45,1435.5,2200
46,1740,2550
47,1443.5,2300
48,1497,2150
49,1460.5,2400
50,1622,2450
51,1424,2300
52,1678,2550
53,1630,2700
54,1700,2300
55,1825,2450
56,1639.5,2400
57,1602,2650
58,1880.5,2600
59,1583.5,2300
60,1736.5,2600
61,1734.5,2400
62,1660,2500
63,1617.5,2650
64,1782,2450
65,1529.5,2500
66,1824.5,2700
67,1763.5,2450
68,1599.5,2500
69,1733,2400
70,1983,2700
71,1829,2500
72,1478,2300
