generation,averageFitness,topFitness
0,276,800
1,166,1300
2,195,1050
3,590.5,1500
4,873.5,2100
5,862.5,1600
6,1182.5,2100
7,1238,1950
8,1355.5,2500
9,1298,2050
10,1497.5,2550
11,1141.5,1900
12,1119,1950
13,1484.5,1950
14,1192.5,2000
15,1321.5,1950
16,1520,2250
17,1541,2350
18,1419.5,2300
19,1659.5,2200
20,1435,2300
21,1584,2050
22,1512,2100
23,1483,2000
24,1433.5,1950
25,1466.5,2250
26,1424.5,2300
27,1733.5,2300
28,1484.5,2350
29,1244,1900
30,1357,1950
31,1840.5,2300
32,1528,2050
33,1328.5,2350
34,1591.5,2100
35,1302.5,2000
36,1423.5,1900
37,1209,2000
38,1503,2000
39,1442,2450
40,1603.5,2200
41,1171.5,1650
42,1336.5,2250
43,1460.5,2550
44,1493.5,1850
45,1737.5,2200
46,1358.5,2200
47,1345,2000
48,1477.5,2000
49,1462,1900
