generation,averageFitness,topFitness
0,599.5,2250
1,1759.5,2950
2,1833,2800
3,2208,3000
4,2214,2850
5,1186.5,2700
6,2563.5,3000
7,844,2700
8,1700,3000
9,1538,2750
10,1589,2950
11,1541.5,2850
12,2579.5,2900
13,2386,3000
14,1963.5,3000
15,2320,3000
16,1790,2850
17,2425.5,3000
18,2554,2900
19,2418.5,2900
20,2518.5,3000
21,2581.5,3000
22,2512.5,2950
23,2502,2900
24,2346,2850
25,2423.5,2950
26,2308.5,2900
27,1598.5,2900
28,2114,3000
29,2425,3000
30,2005.5,3000
31,2363.5,2900
32,2573,3000
33,2470,2900
34,2190,2750
35,2267,2800
36,2384.5,2850
37,2205,2900
38,2592,3000
39,2273.5,2850
40,2536,3000
41,2055,2950
42,2416.5,2950
43,2598.5,3000
44,2282.5,2950
45,2454,3000
46,2290.5,3000
47,2408.5,3000
48,2519,3000
49,2618,3000
50,2362.5,2950
51,2637,3000
52,2464.5,3000
53,2404.5,3000
54,2022.5,3000
55,2349.5,3000
56,2153,2950
57,2474,3000
58,2345.5,2900
59,2237,2750
60,2038,3000
61,2532,2950
62,2364,3000
63,2479,2950
64,2425,3000
65,1838,2800
66,2198.5,2900
67,2296.5,3000
68,2565,3000
69,2428.5,3000
70,2451,2900
71,2307.5,2800
72,2001,2550
73,1965.5,2850
74,2291,2750
75,2349,2950
76,2468.5,3000
77,2433.5,3000
78,2296.5,2800
79,2577,2950
80,2449,3000
81,2102,2950
82,2526,3000
83,2356.5,3000
84,2211,2750
85,2458.5,3000
86,2353,2950
87,2292.5,2800
88,2514.5,3000
89,2508.5,3000
90,2301.5,2850
91,2427.5,2900
92,1981.5,2900
93,2497.5,2950
94,2103,2900
95,2551,3000
96,2270.5,2900
97,2106.5,2650
98,2263,3000
99,2232.5,2800
100,2162,2950
101,2439,3000
102,2333,3000
103,2090,2700
104,2243.5,2750
105,2235.5,3000
106,2439.5,2900
107,2234,3000
108,2211,2950
109,2591.5,3000
110,2235.5,2800
111,2406.5,2900
112,2283.5,2850
113,2570.5,3000
114,2580.5,3000
115,2469,2950
116,2396,3000
117,2480,3000
118,2488,2950
119,1849,2650
120,2172.5,2850
121,2362.5,2900
122,2188,2750
123,2448,2950
124,2241.5,2900
125,2402.5,2850
126,2352,2950
127,2306.5,2800
128,2251.5,2950
129,2401,2900
130,2619,3000
131,2360.5,2900
132,2279,2900
133,2409.5,2900
134,2254.5,3000
135,2388,3000
136,2050,2750
137,2029.5,2650
138,2243,2900
139,2127,2950
140,1487.5,2300
141,2338,3000
142,2388,3000
143,1896,2900
144,2164.5,2700
145,2233.5,2850
146,2191.5,2800
147,2162,2950
148,2117,2950
149,2391.5,2950
150,2203,3000
151,2122,2750
152,2063,2750
153,2115.5,2800
154,2297.5,3000
155,1909,2650
156,2169,2850
157,2193.5,2900
158,2001,2800
159,1869,2650
160,2389,3000
161,2137.5,2850
162,2088,2850
163,2283.5,2900
164,2081.5,2850
165,1901,2750
166,2160,3000
167,2246,2900
168,2262.5,2900
169,2244,2950
170,2325.5,2900
171,2160.5,2850
172,2322.5,2950
173,1993,2900
174,2095.5,2850
175,2040,2950
176,2203.5,2850
177,2160,2900
178,1910.5,2900
179,2118,3000
180,1859,2650
181,2369,3000
182,2138.5,2850
183,2433,3000
184,2117,2900
185,1945,2850
186,2244,2950
187,2069,2850
188,2101,2850
189,1776,2600
190,2283.5,2900
191,2024,2800
192,2246,3000
193,2235.5,3000
194,1962.5,2900
195,2089,2950
196,2040,2700
197,2082,2750
198,1875.5,2650
199,1998.5,3000
200,1994,2900
