generation,averageFitness,topFitness
0,194.5,1400
1,1683.5,2350
2,2180.5,2700
3,2321.5,2800
4,2334.5,2900
5,2355.5,2950
6,2106,3000
7,2446,2900
8,2576,3000
9,2394,2800
10,2453,2950
11,2298,2750
12,2556.5,3000
13,2507.5,2950
14,2163,2750
15,2243.5,2950
16,2327.5,2900
17,2491,3000
18,2545,2950
19,2610,2950
20,2596.5,2950
21,2378,2850
22,2532.5,2950
23,2116,2750
24,2409.5,2950
25,2284.5,2900
26,2176.5,2900
27,1934.5,2700
28,2144.5,2850
29,2069,2650
30,1972,2750
31,1994.5,2800
32,2217,2850
33,2200.5,2850
34,2350.5,2900
35,2455,2850
36,2630,3000
37,2574.5,2850
38,1919.5,2700
39,2424.5,2900
40,2547.5,3000
41,2538,2950
42,2550.5,2850
43,2544.5,2950
44,2626,2950
45,2644.5,3000
46,2578,3000
47,2694.5,3000
48,2570,2800
49,2451,2800
50,2371,2800
51,2549,2950
52,2664,3000
53,2603.5,3000
54,2613.5,3000
55,2583,2950
56,2419,2800
57,2447.5,2900
58,2579,3000
59,2446,2950
60,2424,2850
61,2592.5,2950
62,2526.5,2900
63,2438.5,2900
64,2625.5,3000
65,2481,2900
66,2266.5,2900
67,2522.5,2950
68,2070,2700
69,1828.5,2850
70,2502.5,3000
71,2484,2900
72,2460.5,2850
73,2625,2950
74,2538,2900
75,2434.5,2950
76,2530.5,2900
77,2601,3000
78,2647,3000
79,2458,3000
80,2345.5,2950
81,2377,2900
82,2605,2950
83,2647.5,3000
84,2567.5,2900
85,2650,2950
86,2507,2900
87,2604.5,2950
88,2528.5,3000
89,2549.5,2950
90,2448,2850
91,2566.5,2950
92,2246,2900
93,2367,2800
94,2146,2850
95,2286.5,2800
96,1955,2750
97,2374,2800
98,2494.5,2900
99,2468.5,2900
100,2660.5,2950
101,2470.5,2950
102,2537,2900
103,2571,2950
104,2603,2950
105,2593.5,2900
106,2078,2850
107,2428,3000
108,2460,2950
109,2118.5,2950
110,2523.5,2900
111,2560.5,2900
112,2516,2900
113,2603,2950
114,2623,2950
115,2576,2950
116,2376,2900
117,2498,3000
118,2554.5,3000
119,2357.5,2900
120,2412.5,2850
121,2356,2900
122,2345.5,2750
123,2375,2900
124,2513.5,2950
125,2472,2850
126,2610,2950
127,2433,2950
128,2304,2950
129,2368,2950
130,2386.5,2900
131,2475,3000
132,2151,2900
133,2116.5,2800
134,2000.5,2650
135,1962.5,2800
136,2107,2800
137,2125.5,2900
138,2400,2900
139,2246,2750
140,2228,2900
141,2174.5,2800
142,2147.5,3000
143,2096.5,2850
144,2311,2950
145,2591,3000
146,2503,3000
147,2425,2750
148,2551,2900
149,2628.5,2900
150,2473,2950
151,2682.5,2950
