generation,averageFitness,topFitness
0,230,1100
1,432,1050
2,783,1650
3,858.5,1800
4,1105.5,2000
5,1153.5,1700
6,1542.5,2250
7,1253,2000
8,1403.5,2150
9,1359.5,1900
10,1436,1950
11,1963,2700
12,1635.5,2250
13,1709.5,2500
14,1789,2350
15,1301.5,2050
16,1452,2000
17,1615,2200
18,1139,2000
19,1472,2150
20,1652,2250
21,1243,1950
22,1066.5,1950
23,1024,1600
24,1073.5,1700
25,948.5,1550
26,1036.5,1750
27,1360,2050
28,1670,2200
29,1053.5,1800
30,1415,2000
31,1579.5,2150
32,1238,2150
33,1787,2300
34,1477,2050
35,1282,2100
36,899,1500
37,1277,2000
38,1407,1850
39,1110.5,1650
40,964,1550
41,1133,1900
42,1249.5,1700
43,816,1450
44,1201,1850
45,1848,2450
46,1514.5,2050
47,1052,2050
48,1465,2000
49,1292,1750
50,1523.5,2350
51,1720.5,2300
52,1400,1950
53,2548,3750
54,1450.5,2100
