Generation,Average,Best,Samples
157,1780.8,2460.0,30
158,1754.41666667,2456.66666667,30
159,1843.88333333,2506.66666667,30
160,1811.35,2491.66666667,30
161,1830.9,2491.66666667,30
162,1819.51666667,2470.0,30
163,1772.98333333,2473.33333333,30
164,1801.93333333,2485.0,30
165,1811.5,2501.66666667,30
166,1791.66666667,2536.66666667,30
167,1807.46666667,2513.33333333,30
168,1777.25,2486.66666667,30
169,1788.0,2496.66666667,30
170,1787.85,2468.33333333,30
171,1825.68333333,2521.66666667,30
172,1793.71666667,2490.0,30
173,1807.26666667,2473.33333333,30
174,1792.2,2505.0,30
175,1773.76666667,2495.0,30
176,1817.11666667,2496.66666667,30
177,1798.31666667,2478.33333333,30
178,1790.86666667,2525.0,30
179,1836.85,2490.0,30
180,1835.3,2523.33333333,30
181,1783.56666667,2483.33333333,30
182,1797.5,2501.66666667,30
183,1779.68333333,2488.33333333,30
184,1778.11666667,2493.33333333,30
185,1785.2,2486.66666667,30
186,1812.55,2521.66666667,30
187,1806.45,2486.66666667,30
188,1835.2,2541.66666667,30
189,1776.38333333,2461.66666667,30
190,1788.35,2456.66666667,30
191,1816.26666667,2513.33333333,30
192,1809.68333333,2448.33333333,30
193,1826.0,2471.66666667,30
194,1832.35,2530.0,30
195,1801.91666667,2483.33333333,30
196,1812.13333333,2496.66666667,30
197,1847.63333333,2503.33333333,30
198,1843.21666667,2518.33333333,30
199,1834.95,2531.66666667,30
200,1802.4,2491.66666667,30
201,1823.38333333,2518.33333333,30
202,1831.31666667,2490.0,30
203,1839.23333333,2538.33333333,30
204,1816.15,2495.0,30
205,1825.46666667,2541.66666667,30
206,1805.8,2458.33333333,30
207,1824.55,2518.33333333,30
208,1842.31666667,2495.0,30
209,1847.41666667,2533.33333333,30
210,1856.68333333,2510.0,30
211,1862.13333333,2516.66666667,30
212,1847.95,2525.0,30
213,1859.78333333,2541.66666667,30
214,1856.96666667,2520.0,30
215,1848.28333333,2540.0,30
216,1786.56666667,2531.66666667,30
217,1816.9,2498.33333333,30
218,1841.63333333,2511.66666667,30
219,1842.36666667,2478.33333333,30
220,1816.58333333,2503.33333333,30
221,1852.16666667,2506.66666667,30
222,1894.18333333,2575.0,30
223,1857.4,2535.0,30
224,1896.7,2568.33333333,30
225,1844.7,2545.0,30
226,1890.16666667,2586.66666667,30
227,1880.7,2536.66666667,30
228,1849.41666667,2538.33333333,30
229,1845.11666667,2515.0,30
230,1885.55,2553.33333333,30
231,1867.23333333,2568.33333333,30
232,1839.25,2526.66666667,30
233,1826.3,2521.66666667,30
234,1870.51666667,2531.66666667,30
235,1848.23333333,2540.0,30
236,1816.56666667,2481.66666667,30
237,1879.21666667,2575.0,30
238,1882.08333333,2546.66666667,30
239,1852.01666667,2493.33333333,30
240,1895.91666667,2598.33333333,30
241,1860.16666667,2553.33333333,30
242,1868.55,2545.0,30
243,1886.7,2568.33333333,30
244,1870.35,2533.33333333,30
245,1851.45,2530.0,30
246,1878.16666667,2575.0,30
247,1864.41666667,2558.33333333,30
248,1879.21666667,2566.66666667,30
249,1853.8,2523.33333333,30
250,1885.65,2581.66666667,30
251,1890.25,2560.0,30
252,1876.01666667,2535.0,30
253,1883.43333333,2568.33333333,30
254,1903.8,2586.66666667,30
255,1879.85,2550.0,30
256,1873.86666667,2551.66666667,30
257,1900.81666667,2600.0,30
258,1905.15,2573.33333333,30
259,1883.88333333,2563.33333333,30
260,1895.98333333,2556.66666667,30
261,1908.65,2550.0,30
262,1838.75,2536.66666667,30
263,1901.78333333,2608.33333333,30
264,1854.81666667,2535.0,30
265,1911.4,2586.66666667,30
266,1894.0,2558.33333333,30
267,1905.96666667,2573.33333333,30
268,1877.66666667,2570.0,30
269,1873.68333333,2541.66666667,30
270,1886.33333333,2553.33333333,30
271,1901.91666667,2583.33333333,30
272,1909.46666667,2590.0,30
273,1916.06666667,2578.33333333,30
274,1912.05,2588.33333333,30
275,1943.78333333,2598.33333333,30
276,1933.73333333,2600.0,30
277,1922.85,2570.0,30
278,1925.03333333,2595.0,30
279,1904.43333333,2543.33333333,30
280,1955.15,2621.66666667,30
281,1899.48333333,2601.66666667,30
282,1916.9,2588.33333333,30
283,1880.83333333,2570.0,30
284,1921.36666667,2590.0,30
285,1873.21666667,2588.33333333,30
286,1940.43333333,2598.33333333,30
287,1921.7,2591.66666667,30
288,1935.08333333,2615.0,30
289,1955.05,2613.33333333,30
290,1922.28333333,2606.66666667,30
291,1945.35,2595.0,30
292,1931.96666667,2560.0,30
293,1921.96666667,2605.0,30
294,1921.81666667,2580.0,30
295,1921.9,2615.0,30
296,1967.36666667,2651.66666667,30
297,1927.68333333,2600.0,30
298,1933.75,2615.0,30
299,1932.38333333,2651.66666667,30
300,1886.81666667,2583.33333333,30
301,1930.81666667,2606.66666667,30
302,1894.15,2571.66666667,30
303,1873.16666667,2585.0,30
304,1936.18333333,2638.33333333,30
305,1923.03333333,2605.0,30
306,1900.85,2600.0,30
307,1940.8,2630.0,30
308,1931.5,2616.66666667,30
309,1900.35,2593.33333333,30
310,1914.08333333,2605.0,30
311,1939.31666667,2626.66666667,30
312,1909.58333333,2601.66666667,30
313,1921.31666667,2588.33333333,30
314,1944.25,2605.0,30
315,1921.11666667,2620.0,30
316,1892.98333333,2613.33333333,30
317,1924.31666667,2593.33333333,30
318,1928.53333333,2576.66666667,30
319,1908.13333333,2603.33333333,30
320,1932.91666667,2621.66666667,30
321,1921.16666667,2615.0,30
322,1941.61666667,2621.66666667,30
323,1874.6,2576.66666667,30
324,1919.41666667,2610.0,30
325,1918.93333333,2583.33333333,30
326,1923.51666667,2596.66666667,30
327,1916.2,2621.66666667,30
328,1960.73333333,2625.0,30
329,1973.28333333,2611.66666667,30
330,1962.21666667,2650.0,30
331,1952.66666667,2636.66666667,30
332,1937.38333333,2626.66666667,30
333,1921.85,2610.0,30
334,1964.9,2668.33333333,30
335,1916.36666667,2588.33333333,30
336,1957.85,2628.33333333,30
337,1970.78333333,2631.66666667,30
338,1943.35,2666.66666667,30
339,1948.0,2620.0,30
340,1917.03333333,2581.66666667,30
341,1933.9,2655.0,30
342,1921.75,2616.66666667,30
343,1959.38333333,2645.0,30
344,1969.11666667,2666.66666667,30
345,1960.25,2616.66666667,30
346,1950.85,2633.33333333,30
347,1962.4,2641.66666667,30
348,1958.7,2635.0,30
349,2007.88333333,2685.0,30
350,2023.08333333,2645.0,30
351,1968.06666667,2633.33333333,30
352,1979.66666667,2646.66666667,30
353,1982.66666667,2621.66666667,30
354,1964.71666667,2625.0,30
355,1968.15,2663.33333333,30
356,1977.66666667,2650.0,30
357,1979.5,2643.33333333,30
358,1964.7,2626.66666667,30
359,2008.03333333,2650.0,30
360,1977.96666667,2636.66666667,30
361,1955.4,2648.33333333,30
362,1989.05,2663.33333333,30
363,1931.71666667,2615.0,30
364,1946.51666667,2606.66666667,30
365,1955.46666667,2643.33333333,30
366,1937.83333333,2631.66666667,30
367,1962.28333333,2626.66666667,30
368,1946.75,2645.0,30
369,1946.51666667,2605.0,30
370,1965.35,2643.33333333,30
371,1963.6,2630.0,30
372,1968.7,2643.33333333,30
373,1963.51666667,2635.0,30
374,1972.71666667,2633.33333333,30
375,1980.4,2658.33333333,30
376,1974.38333333,2640.0,30
377,1950.16666667,2626.66666667,30
378,1934.58333333,2605.0,30
379,1930.26666667,2616.66666667,30
380,1969.35,2655.0,30
381,1928.13333333,2645.0,30
382,1918.45,2640.0,30
383,1965.86666667,2631.66666667,30
384,1975.98333333,2618.33333333,30
385,1963.01666667,2650.0,30
386,1973.25,2613.33333333,30
387,1949.75,2636.66666667,30
388,1993.45,2655.0,30
389,1989.46666667,2670.0,30
390,2017.6,2655.0,30
391,2012.0,2661.66666667,30
392,1992.06666667,2651.66666667,30
393,1999.48333333,2635.0,30
394,1934.11666667,2618.33333333,30
395,1990.68333333,2648.33333333,30
396,1984.78333333,2681.66666667,30
397,2030.41666667,2690.0,30
398,1981.1,2676.66666667,30
399,1998.41666667,2656.66666667,30
400,1999.38333333,2668.33333333,30
401,2015.81666667,2661.66666667,30
402,2019.33333333,2666.66666667,30
403,1995.7,2673.33333333,30
404,2021.45,2681.66666667,30
405,2022.96666667,2638.33333333,30
406,1997.88333333,2670.0,30
407,2010.86666667,2641.66666667,30
408,1946.23333333,2620.0,30
409,1988.78333333,2681.66666667,30
410,1988.98333333,2676.66666667,30
411,1999.96666667,2633.33333333,30
412,1983.06666667,2655.0,30
413,1956.43333333,2656.66666667,30
414,1992.15,2631.66666667,30
415,2029.2,2680.0,30
416,1979.91666667,2640.0,30
417,2020.51666667,2643.33333333,30
418,1974.9,2641.66666667,30
419,2032.7,2663.33333333,30
420,1997.96666667,2663.33333333,30
421,2020.05,2678.33333333,30
422,1999.2,2635.0,30
423,2019.96666667,2665.0,30
424,2031.16666667,2653.33333333,30
425,2058.33333333,2690.0,30
426,2018.16666667,2651.66666667,30
427,2035.26666667,2706.66666667,30
428,2035.85,2700.0,30
429,1996.03333333,2670.0,30
430,2032.1,2665.0,30
431,2014.56666667,2666.66666667,30
432,2015.06666667,2688.33333333,30
433,2036.93333333,2695.0,30
434,2044.63333333,2665.0,30
435,2033.58333333,2658.33333333,30
436,2024.08333333,2670.0,30
437,2029.6,2676.66666667,30
438,2044.78333333,2655.0,30
439,2040.65,2690.0,30
440,2059.91666667,2683.33333333,30
441,2047.56666667,2678.33333333,30
442,2060.78333333,2681.66666667,30
443,2051.41666667,2680.0,30
444,2041.28333333,2661.66666667,30
445,2071.8,2693.33333333,30
446,2032.46666667,2661.66666667,30
447,2030.76666667,2658.33333333,30
448,2033.38333333,2653.33333333,30
449,2044.25,2675.0,30
450,2069.25,2698.33333333,30
451,2021.48333333,2661.66666667,30
452,2069.03333333,2666.66666667,30
453,2036.33333333,2691.66666667,30
454,2019.73333333,2678.33333333,30
455,2015.68333333,2660.0,30
456,2056.8,2678.33333333,30
457,2026.61666667,2683.33333333,30
458,2021.28333333,2666.66666667,30
459,2033.33333333,2658.33333333,30
460,2023.63333333,2671.66666667,30
461,2051.86666667,2675.0,30
462,2046.13333333,2681.66666667,30
463,2053.03333333,2683.33333333,30
464,2054.3,2680.0,30
465,2062.11666667,2685.0,30
466,1995.63333333,2635.0,30
467,2060.9,2680.0,30
468,2047.93333333,2676.66666667,30
469,2051.83333333,2666.66666667,30
470,2099.8,2708.33333333,30
471,2071.61666667,2703.33333333,30
472,2053.0,2685.0,30
473,2042.55,2648.33333333,30
474,2071.56666667,2705.0,30
475,2041.96666667,2683.33333333,30
476,2047.36666667,2678.33333333,30
477,2003.58333333,2646.66666667,30
478,2051.8,2685.0,30
479,2048.86666667,2676.66666667,30
480,2012.46666667,2665.0,30
481,2069.26666667,2698.33333333,30
482,2022.86666667,2693.33333333,30
483,2033.03333333,2676.66666667,30
484,2037.35,2656.66666667,30
485,2057.53333333,2683.33333333,30
486,2066.8,2703.33333333,30
487,2064.46666667,2693.33333333,30
488,2041.03333333,2680.0,30
489,2070.63333333,2710.0,30
490,2049.26666667,2670.0,30
491,2051.06666667,2678.33333333,30
492,2076.7,2700.0,30
493,2044.41666667,2676.66666667,30
494,2035.6,2668.33333333,30
495,2028.26666667,2666.66666667,30
496,2033.38333333,2665.0,30
497,2050.43333333,2686.66666667,30
498,2010.6,2648.33333333,30
499,2050.53333333,2685.0,30
