generation,averageFitness,topFitness
0,66.5,700
1,209.5,900
2,345.5,1150
3,485.5,1600
4,592.5,1650
5,695,1800
6,725.5,1800
7,1178.5,2000
8,917,2000
9,1170,2050
10,1135,2150
11,931.5,1950
12,1279,2000
13,981,2000
14,1378.5,2250
15,1025.5,1900
16,1354,2000
17,1194.5,1900
18,1348.5,2050
19,1010,2050
20,1408,2150
21,1419,2250
22,1393,2550
23,1372.5,2250
24,1552.5,2050
25,1500.5,2350
26,1548.5,2400
27,1642,2500
28,1670.5,2200
29,1623,2450
30,1556,2400
31,1766.5,2350
32,1606,2400
33,1288.5,2400
34,1726.5,2400
