generation,averageFitness,topFitness
0,83.5,850
1,60,800
2,63,1600
3,111.5,700
4,503.5,1600
5,243,1350
6,286,1950
7,781,1900
8,496.5,1650
9,609,1900
10,893,1900
11,648,1700
12,1545.5,2550
13,1282.5,2350
14,1554.5,2700
15,1049.5,2600
16,1659.5,2350
17,151.5,1200
18,729.5,2200
19,711,2250
20,989,2300
21,884.5,1850
22,573.5,2350
23,1668,2450
24,1208.5,2800
25,1054,2400
26,991,1900
27,1938.5,2550
28,1657.5,2650
29,1436,2500
30,1266,2200
31,969,1900
32,1251.5,2200
33,1235,2300
34,1258,2600
35,1929.5,2700
36,358,2250
37,593,1950
38,1235,2300
39,879,2200
40,824,2200
41,2298,2950
42,1214.5,2150
43,1303,2600
44,1596,2400
45,1696.5,2850
46,1529.5,2150
47,1147.5,2600
48,1486.5,2450
49,1333,2450
50,2073,2750
51,481,1600
52,1636.5,2850
53,652,2250
54,922,2550
55,1592,2700
56,1669.5,2650
57,1718.5,2450
58,1183,2500
59,1752,2800
60,1711.5,2650
61,498.5,1700
62,1589,2750
63,1408.5,2250
64,1061,2700
65,1487.5,2550
66,1459,2950
67,1140.5,2350
68,1546.5,2600
69,1894,2700
70,1379,2700
71,765.5,2150
72,891.5,2300
73,1232.5,2350
74,1734,2500
75,804.5,2550
76,1353.5,2450
77,601,2500
78,1302,2100
79,1963,2650
80,1460,2650
81,1516,2500
82,601.5,2650
83,1596,2550
84,1516,2550
85,1410,2250
86,1541,2800
87,1686,2300
88,1651,2350
89,1733.5,2600
90,1586,2750
91,2173,2700
92,1494,2900
93,2084.5,3000
94,1303.5,2850
95,2120.5,2900
96,2097,2800
97,2345.5,3000
98,2237,3000
99,1463,2300
100,1848.5,2750
101,2078,2750
102,1590.5,2650
103,1876.5,2600
104,1854,2850
105,1614,2550
106,964.5,2550
107,1837.5,2550
108,2010,2850
109,2003,2800
110,2459.5,2900
111,2227,2950
112,1685,2700
113,1261,2450
114,1511,2700
115,1804.5,2750
116,2314,3000
117,1910.5,2550
118,1691.5,2900
119,535.5,2500
120,2343.5,2950
121,1755,2650
122,2126.5,2750
123,1462,2550
124,1785,2700
125,1289,2450
126,1723,2650
