generation,averageFitness,topFitness
0,283,1850
1,785.5,2050
2,739,1750
3,146.5,600
4,696,1850
5,218.5,1000
6,1078.5,2050
7,893.5,1900
8,805.5,1900
9,860,2050
10,901,2200
11,621,1600
12,422.5,1450
13,175.5,800
14,519.5,1200
15,1203,2150
16,968.5,1850
17,938,1900
18,208.5,1200
19,574.5,1300
20,1257,2350
21,740.5,1700
22,1015,1850
23,1406.5,2200
24,1334.5,2200
25,976,2000
26,1155.5,1900
27,706.5,1300
28,1240,1900
29,930,1850
30,1115,1800
31,817.5,1750
32,1130.5,1750
33,801,1550
34,854,1650
35,1249.5,2000
36,1280.5,2100
37,960,1900
38,1361.5,2100
39,1308,2100
40,1544.5,2200
41,887,1650
42,1097.5,1850
43,1530,2300
44,1362.5,2200
45,1498,2250
46,1263,1900
47,1347,2350
48,1245.5,2300
49,1276.5,2200
50,1382,2400
51,1336.5,2000
52,1301.5,2300
53,1081,2150
54,1143.5,2250
55,1398,2200
56,1272,2200
57,1407.5,2500
58,1197,2100
59,1085.5,2200
60,1216.5,2150
61,1229.5,2050
62,1247.5,2250
63,1393,2150
64,1383.5,2150
65,1326.5,2400
66,1228.5,2300
67,1437,2200
68,1351,2250
69,1436.5,2350
70,1580,2300
71,1470,2200
72,1597,2550
73,1528.5,2350
74,1369,2200
75,1329,2300
76,1665.5,2600
77,1694,2550
78,1632,2450
79,1560,2450
80,1493.5,2350
81,1682,2650
82,1294.5,2500
83,1486,2550
84,1582.5,2500
85,1583.5,2500
86,1551,2500
87,1556,2350
88,1721.5,2600
89,1661,2650
90,1715,2400
91,1593.5,2400
92,1706,2550
93,1553,2350
94,1581.5,2500
95,1487,2450
96,1682.5,2450
97,1285,2350
98,1360.5,2150
99,1480,2350
100,1565.5,2550
101,1697,2650
102,1763.5,2500
103,1561,2550
104,1582,2400
105,1526.5,2600
106,1400.5,2400
107,1569,2350
108,1586.5,2450
109,1650.5,2700
110,1717.5,2500
111,1659,2550
112,1596.5,2400
113,1810.5,2550
114,1690.5,2450
115,1702.5,2600
116,1768.5,2650
117,1628,2350
118,1840.5,2550
119,1706,2500
120,1397,2200
121,1754,2550
122,1630,2400
123,1669.5,2700
124,1731,2700
125,1753,2650
126,1453.5,2250
127,1610.5,2600
128,1514.5,2400
129,1843,2550
130,1771.5,2500
131,1756.5,2700
132,1773.5,2550
133,1741.5,2450
134,1686.5,2550
135,1585,2350
136,1787.5,2650
137,1635.5,2300
138,1696,2650
139,1655,2600
140,1533.5,2350
141,1768.5,2450
142,1606,2400
143,1731.5,2450
144,1335.5,2250
145,1750.5,2600
146,1673,2550
147,1658,2650
148,1750.5,2650
149,1737,2550
150,1799,2650
151,1830.5,2550
152,1633,2350
153,1637,2400
154,1588.5,2650
155,1651,2600
156,1585,2400
157,1745,2650
158,1564,2600
159,1718.5,2550
160,1766,2550
161,1621,2550
162,1690,2400
163,1737.5,2700
164,1678.5,2650
165,1660,2500
166,1768,2600
167,1746,2800
168,1617.5,2550
169,1571.5,2350
