generation,averageFitness,topFitness
0,300,3300
1,514,2500
2,904,2600
3,1265,5000
4,712,3200
5,541,5800
6,1606,5100
7,226,2800
8,1212,2800
9,1021,4200
10,790,4100
11,1788,6700
12,4338,10000
13,1029,2500
14,2038,4500
15,2271,5300
16,3753,10000
17,3310,8400
18,2727,5300
19,3528,5500
20,3094,6600
20,3094,6600
