Step,Best,Average
1,0,0
2,600,51
3,1300,40
4,900,29
5,1300,110
6,900,151
7,1800,196
8,1700,323
9,1700,164
10,1800,330
11,2000,344
12,2100,446
13,2000,463
14,2000,347
15,1900,424
16,1600,432
17,2100,547
18,2000,464
19,1900,702
20,2500,1269
21,2200,815
22,2200,1059
23,2200,1030
24,2500,1301
25,2500,1472
26,2100,1192
27,2100,765
28,1700,121
29,2000,116
30,1700,75
31,1600,773
32,400,42
33,1000,59
34,1600,487
35,1300,377
36,1900,533
37,1500,455
38,300,186
39,1600,729
40,2500,1565
41,2100,1277
42,2300,1405
43,2000,1177
44,2200,1342
45,1700,775
46,700,346
47,900,495
48,1500,256
49,1000,438
50,800,194
51,0,0
52,1600,790
53,1100,369
54,2000,1196
55,2000,1264
56,2200,1100
57,2100,1166
58,2300,1466
59,1800,1223
60,2200,1515
61,2000,1161
62,2200,1147
63,2300,1380
64,2000,1344
65,1900,1072
66,1900,1209
67,1900,1227
68,1900,808
69,2400,1267
70,2000,1214
71,2000,1215
72,1800,945
73,1900,1084
74,2600,1649
75,2100,1355
76,1700,1090
77,2000,1329
78,2100,871
79,1500,677
80,1000,613
81,0,0
82,1100,541
83,2000,1061
84,1600,1158
85,2500,1180
86,2400,1421
87,2000,1193
88,2200,1139
89,1900,881
90,1600,715
91,1800,564
92,100,100
93,600,115
94,2000,844
95,100,100
96,1700,309
97,1600,992
98,2000,1034
99,2000,966
100,1900,787
101,2200,1297
102,2200,1239
103,1900,1006
104,2000,860
105,400,352
106,1700,1046
107,200,200
108,1700,941
109,2100,810
110,1600,865
111,1500,656
112,900,316
113,0,0
114,2100,1021
115,2100,219
116,900,515
117,1400,370
118,1300,851
119,1700,557
120,1200,624
121,2000,436
122,1300,408
123,2400,945
124,1500,704
125,1400,409
126,800,355
127,1200,655
128,600,194
129,1600,885
130,100,100
131,200,200
132,1200,472
133,1000,384
134,2000,712
135,1300,564
136,0,0
137,1700,896
138,1500,756
139,1900,856
140,1200,313
141,1600,597
142,300,106
143,1700,739
144,500,104
145,100,100
146,1300,414
147,1300,126
148,2100,524
149,1600,797
150,1600,660
151,1200,353
152,1900,922
153,0,0
154,1400,440
155,0,0
156,200,200
157,1600,788
158,300,300
159,2000,764
160,800,344
161,1900,903
162,1400,682
163,1000,627
164,1400,393
165,1700,618
166,900,212
167,1000,297
168,100,100
169,100,100
170,500,459
171,100,100
172,100,100
173,100,100
174,900,286
175,1500,929
176,1600,890
177,600,594
178,1600,626
179,1200,423
180,1700,1015
181,1000,590
182,1100,456
183,1800,898
184,400,104
185,1700,632
186,1400,708
187,300,201
188,1700,636
189,300,300
190,900,655
191,0,0
192,1900,1054
193,1300,244
194,800,377
195,500,448
196,900,538
197,0,0
198,200,200
199,1600,515
