Generation,Average,Best,Samples
201,1983.05,2731.66666667,30
202,1931.78333333,2690.0,30
203,1942.05,2713.33333333,30
204,1965.78333333,2726.66666667,30
205,1902.0,2698.33333333,30
206,1886.0,2680.0,30
207,2001.35,2706.66666667,30
208,1927.21666667,2695.0,30
209,2022.06666667,2716.66666667,30
210,1967.33333333,2728.33333333,30
211,1881.6,2691.66666667,30
212,1936.95,2695.0,30
213,1979.23333333,2713.33333333,30
214,2012.1,2758.33333333,30
215,1950.1,2716.66666667,30
216,1966.96666667,2725.0,30
217,1965.78333333,2725.0,30
218,1863.76666667,2725.0,30
219,1951.68333333,2731.66666667,30
220,2020.1,2773.33333333,30
221,1941.45,2721.66666667,30
222,1996.01666667,2720.0,30
223,2045.86666667,2788.33333333,30
224,1942.48333333,2675.0,30
225,2011.08333333,2761.66666667,30
226,2017.38333333,2720.0,30
227,1935.08333333,2740.0,30
228,2016.03333333,2753.33333333,30
229,2055.4,2775.0,30
230,2047.46666667,2741.66666667,30
231,2106.18333333,2788.33333333,30
232,2012.7,2775.0,30
233,1955.96666667,2731.66666667,30
234,2005.75,2728.33333333,30
235,2014.71666667,2718.33333333,30
236,1977.25,2731.66666667,30
237,2023.71666667,2751.66666667,30
238,1988.03333333,2723.33333333,30
239,2029.36666667,2761.66666667,30
240,1972.95,2701.66666667,30
241,1954.38333333,2710.0,30
242,2009.6,2705.0,30
243,1864.16666667,2663.33333333,30
244,2019.88333333,2776.66666667,30
245,1955.85,2741.66666667,30
246,2008.35,2711.66666667,30
247,2090.18333333,2776.66666667,30
248,2055.88333333,2748.33333333,30
249,1943.3,2741.66666667,30
250,1987.86666667,2745.0,30
251,1993.6,2753.33333333,30
252,1991.61666667,2691.66666667,30
253,1901.8,2705.0,30
254,2037.18333333,2776.66666667,30
255,1975.68333333,2676.66666667,30
256,1955.26666667,2730.0,30
257,2049.23333333,2776.66666667,30
258,2050.63333333,2773.33333333,30
259,2012.08333333,2706.66666667,30
260,1985.26666667,2738.33333333,30
261,2051.73333333,2746.66666667,30
262,2086.05,2753.33333333,30
263,1879.88333333,2690.0,30
264,2099.46666667,2821.66666667,30
265,1968.0,2688.33333333,30
266,1953.68333333,2713.33333333,30
267,2044.53333333,2771.66666667,30
268,1994.18333333,2730.0,30
269,2050.95,2780.0,30
270,2033.05,2768.33333333,30
271,1982.78333333,2708.33333333,30
272,2040.83333333,2748.33333333,30
273,1927.85,2705.0,30
274,2027.58333333,2701.66666667,30
275,2015.75,2726.66666667,30
276,2044.86666667,2748.33333333,30
277,1971.4,2733.33333333,30
278,2067.25,2765.0,30
279,2028.81666667,2740.0,30
280,2020.43333333,2728.33333333,30
281,2021.01666667,2755.0,30
282,2084.0,2793.33333333,30
283,1932.2,2700.0,30
284,2003.46666667,2728.33333333,30
285,2004.35,2740.0,30
286,2041.86666667,2786.66666667,30
287,2021.3,2738.33333333,30
288,2020.81666667,2770.0,30
289,2001.11666667,2743.33333333,30
290,2049.3,2765.0,30
291,1961.43333333,2721.66666667,30
292,2009.33333333,2721.66666667,30
293,1963.56666667,2708.33333333,30
294,2048.26666667,2740.0,30
295,2038.38333333,2740.0,30
296,2009.81666667,2741.66666667,30
297,1997.85,2728.33333333,30
298,2106.98333333,2793.33333333,30
299,2010.15,2710.0,30
300,2043.85,2775.0,30
301,2088.58333333,2806.66666667,30
302,2024.83333333,2758.33333333,30
303,2034.06666667,2738.33333333,30
304,2090.78333333,2790.0,30
305,2058.05,2836.66666667,30
306,2068.08333333,2738.33333333,30
307,2051.6,2801.66666667,30
308,2137.41666667,2813.33333333,30
309,2044.11666667,2778.33333333,30
310,2079.85,2743.33333333,30
311,2033.05,2746.66666667,30
312,2080.75,2723.33333333,30
313,1963.86666667,2728.33333333,30
314,2086.48333333,2730.0,30
315,2028.73333333,2763.33333333,30
316,2064.45,2775.0,30
317,1999.16666667,2688.33333333,30
318,2074.65,2795.0,30
319,2006.9,2741.66666667,30
320,2007.7,2730.0,30
321,2038.31666667,2781.66666667,30
322,2078.53333333,2766.66666667,30
323,2008.56666667,2741.66666667,30
324,2050.43333333,2745.0,30
325,2071.06666667,2761.66666667,30
326,2090.21666667,2748.33333333,30
327,2138.33333333,2810.0,30
328,2150.5,2780.0,30
329,2067.46666667,2731.66666667,30
330,2005.85,2743.33333333,30
331,2047.43333333,2768.33333333,30
332,2029.26666667,2758.33333333,30
333,2072.68333333,2766.66666667,30
334,2071.65,2808.33333333,30
335,2054.86666667,2770.0,30
336,2052.66666667,2730.0,30
337,2114.53333333,2775.0,30
338,2069.45,2760.0,30
339,2156.98333333,2803.33333333,30
340,2168.53333333,2815.0,30
341,2124.83333333,2808.33333333,30
342,2073.78333333,2783.33333333,30
343,2111.23333333,2796.66666667,30
344,2052.46666667,2765.0,30
345,2083.63333333,2760.0,30
346,2129.65,2760.0,30
347,2081.73333333,2731.66666667,30
348,2082.15,2776.66666667,30
349,2107.25,2763.33333333,30
350,2046.45,2745.0,30
351,2050.08333333,2781.66666667,30
352,2074.38333333,2768.33333333,30
353,2083.3,2731.66666667,30
354,2120.37931034,2801.72413793,29
355,2135.53448276,2820.68965517,29
356,2073.74137931,2786.20689655,29
357,2088.46551724,2786.20689655,29
358,2116.77586207,2806.89655172,29
359,2110.60714286,2817.85714286,28
360,2122.96296296,2807.40740741,27
361,2061.2962963,2742.59259259,27
362,2173.2037037,2774.07407407,27
363,2080.18518519,2755.55555556,27
364,2123.07692308,2796.15384615,26
365,2124.01923077,2775.0,26
366,2084.42307692,2761.53846154,26
367,2173.38461538,2834.61538462,26
368,2044.96153846,2757.69230769,26
369,2221.19230769,2842.30769231,26
370,2195.32692308,2836.53846154,26
371,2076.36538462,2742.30769231,26
372,2165.72916667,2829.16666667,24
373,2182.58333333,2810.41666667,24
374,2062.97916667,2745.83333333,24
375,2155.79166667,2802.08333333,24
376,2197.6875,2808.33333333,24
377,2176.06521739,2802.17391304,23
378,2121.17391304,2841.30434783,23
379,2166.47826087,2836.95652174,23
380,2041.56521739,2758.69565217,23
381,2116.26086957,2756.52173913,23
382,2144.45652174,2810.86956522,23
383,2071.67391304,2773.91304348,23
384,2134.30952381,2819.04761905,21
385,2051.21428571,2754.76190476,21
386,2218.89473684,2805.26315789,19
387,2199.02631579,2842.10526316,19
388,2022.42105263,2684.21052632,19
389,2163.71052632,2828.94736842,19
390,2069.18421053,2771.05263158,19
391,2196.31578947,2810.52631579,19
392,2121.86111111,2797.22222222,18
393,2172.47058824,2788.23529412,17
394,2154.26470588,2817.64705882,17
395,2172.02941176,2779.41176471,17
396,2006.20588235,2817.64705882,17
397,2169.38235294,2841.17647059,17
398,2076.97058824,2800.0,17
399,2100.47058824,2791.17647059,17
400,2215.11764706,2861.76470588,17
401,2128.14705882,2779.41176471,17
402,2015.02941176,2770.58823529,17
403,2174.41176471,2829.41176471,17
404,2107.29411765,2782.35294118,17
405,2115.08823529,2779.41176471,17
406,2100.20588235,2773.52941176,17
407,2178.70588235,2808.82352941,17
408,1879.02941176,2782.35294118,17
409,2183.85294118,2791.17647059,17
410,2215.58823529,2805.88235294,17
411,2098.97058824,2811.76470588,17
412,2105.44117647,2764.70588235,17
413,2095.47058824,2773.52941176,17
414,2123.08823529,2788.23529412,17
415,2016.70588235,2814.70588235,17
416,2110.23529412,2823.52941176,17
417,2224.61764706,2861.76470588,17
418,2189.55882353,2785.29411765,17
419,2080.26470588,2788.23529412,17
420,2167.91176471,2755.88235294,17
421,2250.0,2802.94117647,17
422,2029.02941176,2723.52941176,17
423,2132.79411765,2832.35294118,17
424,2166.88235294,2814.70588235,17
425,2119.73529412,2808.82352941,17
426,2175.63333333,2856.66666667,15
427,2195.26666667,2780.0,15
428,2099.2,2830.0,15
429,2119.1,2760.0,15
430,2157.33333333,2800.0,15
431,2058.11538462,2750.0,13
432,2210.46153846,2826.92307692,13
433,2196.11538462,2838.46153846,13
434,2155.88461538,2811.53846154,13
435,1926.66666667,2708.33333333,12
436,2285.54166667,2837.5,12
437,2106.125,2800.0,12
438,2075.04166667,2754.16666667,12
439,2151.04166667,2791.66666667,12
440,2033.0,2787.5,12
441,2149.75,2812.5,12
442,2077.08333333,2787.5,12
443,2121.25,2816.66666667,12
444,2167.125,2875.0,12
445,2135.41666667,2825.0,12
446,2105.95833333,2833.33333333,12
447,2125.58333333,2829.16666667,12
448,2282.91666667,2837.5,12
449,2107.875,2854.16666667,12
450,2218.70833333,2883.33333333,12
451,2008.125,2800.0,12
452,2072.70833333,2816.66666667,12
453,2105.83333333,2825.0,12
454,2153.625,2845.83333333,12
455,2149.16666667,2825.0,12
456,2110.70833333,2762.5,12
457,2176.95833333,2854.16666667,12
458,2183.13636364,2827.27272727,11
459,2120.77272727,2700.0,11
460,2142.09090909,2822.72727273,11
461,2111.40909091,2754.54545455,11
462,2142.45454545,2800.0,11
463,2102.09090909,2827.27272727,11
464,2176.72727273,2786.36363636,11
465,2198.18181818,2850.0,11
466,2217.0,2818.18181818,11
467,2169.18181818,2763.63636364,11
468,2121.5,2785.0,10
469,2070.5,2795.0,10
470,2260.25,2800.0,10
471,2303.05,2905.0,10
472,2243.11111111,2894.44444444,9
473,2224.66666667,2827.77777778,9
474,2092.94444444,2777.77777778,9
475,2038.27777778,2683.33333333,9
476,2146.0,2777.77777778,9
477,2025.77777778,2755.55555556,9
478,2185.61111111,2850.0,9
479,2172.55555556,2894.44444444,9
480,2162.16666667,2861.11111111,9
481,2076.77777778,2733.33333333,9
482,2126.55555556,2777.77777778,9
483,2260.72222222,2855.55555556,9
484,2307.77777778,2844.44444444,9
485,2137.44444444,2772.22222222,9
486,2108.27777778,2794.44444444,9
487,2116.0,2827.77777778,9
488,2202.44444444,2788.88888889,9
489,2168.77777778,2816.66666667,9
490,2259.5,2856.25,8
491,2086.0625,2762.5,8
492,1972.125,2693.75,8
493,1929.875,2862.5,8
494,2269.625,2862.5,8
495,2085.125,2781.25,8
496,2144.6875,2743.75,8
497,2209.25,2837.5,8
498,2312.125,2837.5,8
499,2197.25,2856.25,8
