Generation,Average,Best,Updates,Samples
191,2183.0,3400.0,144438,5
192,2195.4,3400.0,149943,5
193,2036.75,3200.0,138358,4
194,2176.0,3325.0,141056,4
195,2160.0,3275.0,147915,4
196,2036.75,3500.0,137228,4
197,2184.25,3400.0,148749,4
198,2022.0,3500.0,140350,2
199,2210.0,3250.0,165089,2
200,2530.0,3600.0,170573,2
