Step,Best,Average
1,1000,160
2,1000,136
3,2100,568
4,2000,441
5,1900,396
6,2400,628
7,2000,414
8,1900,632
9,2500,681
10,2300,852
11,2500,642
12,2100,1087
13,1800,917
14,2000,1112
15,300,154
16,1700,514
17,1800,441
18,400,205
19,600,13
20,1300,436
21,100,99
22,400,18
23,100,1
24,600,88
25,300,3
26,1600,375
27,1500,357
28,1300,273
29,1300,230
30,2000,467
31,1200,363
32,400,4
33,1700,960
34,2600,1166
35,2000,540
36,1700,689
37,2500,1129
38,2000,922
39,2200,407
40,2000,403
41,1800,734
42,1700,681
43,500,204
44,900,247
45,1200,769
46,500,168
47,400,370
48,100,100
49,200,101
50,0,0
51,400,394
52,400,206
53,200,142
54,0,0
55,600,490
56,0,0
57,200,200
58,0,0
59,200,153
60,900,659
61,100,100
62,0,0
63,0,0
64,100,100
65,100,100
66,300,241
67,100,100
68,0,0
69,0,0
70,0,0
71,100,100
72,0,0
73,0,0
74,0,0
75,100,100
76,700,232
77,200,200
78,100,100
79,0,0
80,200,200
81,0,0
82,0,0
83,200,200
84,400,289
85,0,0
86,200,200
87,100,100
88,0,0
89,0,0
90,0,0
91,100,100
92,100,2
93,500,494
94,100,100
95,0,0
96,300,287
97,100,100
98,200,101
99,100,100
100,100,100
101,300,300
102,100,100
103,200,200
104,100,100
105,0,0
106,100,100
107,0,0
108,400,306
109,100,100
110,100,100
111,400,356
112,100,100
113,400,372
114,100,100
115,100,81
116,100,99
117,200,199
118,0,0
119,100,100
120,100,100
121,100,100
122,100,100
123,200,102
124,100,100
125,200,200
126,100,100
127,100,100
128,700,450
129,0,0
130,100,100
131,500,371
132,300,300
133,100,100
134,0,0
135,800,495
136,0,0
137,100,100
138,300,300
139,200,200
140,100,100
141,0,0
142,0,0
143,0,0
144,200,199
145,100,100
146,0,0
147,100,92
148,100,100
149,0,0
150,700,687
151,400,399
152,200,200
153,600,345
154,0,0
155,100,100
156,0,0
157,0,0
158,0,0
159,100,100
160,0,0
161,0,0
162,100,100
163,100,95
164,0,0
165,200,200
166,400,400
167,0,0
168,400,217
169,100,100
170,0,0
171,200,200
172,100,100
173,0,0
174,0,0
175,200,200
176,100,90
177,0,0
178,200,200
179,200,200
180,0,0
181,100,100
182,300,256
183,300,300
184,0,0
185,200,200
186,100,100
187,0,0
188,100,100
189,100,100
190,0,0
191,200,200
192,100,100
193,100,100
194,300,299
195,0,0
196,0,0
197,100,100
198,0,0
199,700,607
