generation,averageFitness,topFitness
0,40,1200
1,478.5,1750
2,817.5,1700
3,743.5,1550
4,981.5,1800
5,896.5,1950
6,1007,1900
7,1237,1900
8,823,1800
9,1236,2000
10,1143,2000
11,1301.5,2100
12,1077,2000
13,951,1800
14,927,1750
15,1251.5,2100
16,1097.5,2050
17,1113,1950
18,1227.5,2000
19,1282,1950
20,1282,2100
21,1255.5,2050
22,1326.5,2100
23,1204.5,2200
24,1526,2100
25,1526,2150
26,1551,2300
27,1541.5,2250
28,1467.5,2050
29,1276.5,2150
30,1150.5,1800
31,1333.5,2300
32,1224,1950
33,1232.5,2050
34,1307,2000
35,1321.5,2250
36,1323,2150
37,1229.5,1950
38,1386.5,2150
39,1202,1900
40,1208.5,1850
41,1324,2050
42,1362.5,2450
43,1458.5,2250
44,1612.5,2300
45,1396,2250
46,1400.5,2300
47,1294.5,2050
48,1451.5,2150
49,1216.5,2100
50,1423,2200
51,1507.5,2150
52,1334,2150
53,1398.5,2250
54,1362.5,1950
55,1302.5,2050
56,1574.5,2200
57,1476,2300
58,1582.5,2150
59,1624,2300
60,1627.5,2400
61,1438.5,2250
62,1452,2350
63,1510,2200
64,1650,2400
65,1637.5,2400
66,1576,2250
67,1608.5,2550
68,1641.5,2350
69,1692.5,2350
70,1431.5,2400
71,1532.5,2250
72,1415.5,2300
73,1597.5,2400
