Generation,Average,Best,Updates
0,600,2100,59359
1,2079,3700,142856
2,1774,3800,117008
3,1827,3100,127270
4,2210,3200,148268
5,2479,3500,162575
6,2019,4200,139764
7,2362,3900,158079
8,1063,3500,54614
9,1725,3300,111720
10,1721,3500,103699
11,2678,3600,188147
12,2200,3500,144691
13,2676,3800,177243
14,2605,3600,167506
15,2585,3900,168677
16,2637,4000,171718
17,2661,3600,174785
18,2622,3500,179022
19,1654,3300,101987
20,2570,4200,180238
21,2036,3600,132242
22,1603,3400,102125
23,2534,3600,172393
24,2448,3400,169782
25,1963,3900,118704
26,1698,3100,107528
27,1846,3200,124400
28,1453,2500,98648
29,1406,2500,93420
30,1577,2900,118511
