generation,averageFitness,topFitness
0,348,800
1,436.5,1300
2,360,1050
3,958,1900
4,1181,2200
5,1247,1850
6,1409,2150
7,1129.5,2150
8,1363,2150
9,1475,2250
10,1440.5,2100
11,1315,1850
12,1186.5,1850
13,893.5,1750
14,1707.5,2400
15,1322.5,1800
16,1397,1950
17,1710.5,2250
18,1392.5,2100
19,1727,2350
20,1514.5,2150
21,1569,2150
22,1638.5,2400
23,1446,2050
24,1414,2100
25,1313,2150
26,1504.5,2250
27,1340,1850
28,1558.5,2050
29,1080,2050
30,1476,2450
31,1298.5,1750
32,1408.5,2050
33,1781,2250
34,1622,2350
35,1528,2150
36,1501.5,2050
37,2184,2800
38,1767,2400
39,1438.5,1750
40,1784,2900
41,1419,2500
42,1225,2050
43,1727,2100
44,1277.5,2200
45,1466,2150
46,1190.5,2000
