Generation,Average,Best,Updates,Samples
425,2255.86666667,2773.33333333,9566,30
426,2260.98333333,2751.66666667,9666,30
427,2270.1,2736.66666667,9633,30
428,2254.36666667,2766.66666667,9866,30
429,2229.68333333,2750.0,9800,30
430,2249.8,2758.33333333,9733,30
431,2250.05,2773.33333333,9766,30
432,2261.21666667,2753.33333333,9766,30
433,2246.76666667,2758.33333333,9766,30
434,2236.35,2748.33333333,9833,30
435,2255.35,2748.33333333,9833,30
436,2249.18333333,2755.0,9900,30
437,2272.48333333,2763.33333333,9666,30
438,2254.01666667,2765.0,9833,30
439,2255.28333333,2781.66666667,9866,30
440,2240.73333333,2750.0,9933,30
441,2263.6,2793.33333333,9766,30
442,2260.5,2783.33333333,9800,30
443,2279.38333333,2771.66666667,9800,30
444,2264.35,2775.0,9733,30
445,2286.8,2766.66666667,9566,30
446,2273.5,2783.33333333,9600,30
447,2234.31666667,2750.0,9500,30
448,2256.8,2760.0,9666,30
449,2259.8,2766.66666667,9466,30
450,2279.85,2790.0,9700,30
451,2270.98333333,2773.33333333,9700,30
452,2235.5,2793.33333333,9633,30
453,2266.75,2763.33333333,9600,30
454,2301.18333333,2793.33333333,9466,30
455,2257.48333333,2800.0,9466,30
456,2244.83333333,2786.66666667,9433,30
457,2229.86666667,2761.66666667,9400,30
458,2260.63333333,2783.33333333,9500,30
459,2246.88333333,2776.66666667,9566,30
460,2285.31666667,2785.0,9700,30
461,2267.31666667,2766.66666667,9533,30
462,2265.83333333,2768.33333333,9766,30
463,2271.4,2756.66666667,9633,30
464,2238.96666667,2756.66666667,9733,30
465,2281.11666667,2791.66666667,9800,30
466,2244.78333333,2748.33333333,9833,30
467,2282.66666667,2791.66666667,9833,30
468,2257.65,2760.0,9900,30
469,2274.15,2775.0,9900,30
470,2210.06666667,2783.33333333,9866,30
471,2240.9,2768.33333333,9833,30
472,2267.01666667,2785.0,9766,30
473,2289.75,2798.33333333,9800,30
474,2284.98333333,2820.0,9766,30
475,2300.96666667,2796.66666667,9766,30
476,2297.63333333,2821.66666667,9766,30
477,2265.96666667,2773.33333333,9866,30
478,2277.68333333,2776.66666667,9900,30
479,2298.71666667,2813.33333333,9733,30
480,2269.05,2778.33333333,9833,30
481,2243.21666667,2751.66666667,9666,30
482,2287.85,2781.66666667,9800,30
483,2308.51666667,2810.0,9800,30
484,2273.66666667,2781.66666667,9933,30
485,2288.85,2791.66666667,9866,30
486,2290.9,2761.66666667,9733,30
487,2275.98333333,2770.0,9733,30
488,2282.01666667,2780.0,9700,30
489,2276.9,2781.66666667,9900,30
490,2283.8,2778.33333333,9833,30
491,2280.41666667,2781.66666667,9866,30
492,2295.3,2775.0,9833,30
493,2270.88333333,2761.66666667,9866,30
494,2289.61666667,2773.33333333,9833,30
495,2302.25,2783.33333333,9900,30
496,2265.41666667,2768.33333333,9900,30
497,2259.56666667,2778.33333333,9800,30
498,2306.26666667,2806.66666667,9766,30
499,2312.81666667,2795.0,9733,30
