generation,averageFitness,topFitness
0,378,1250
1,302.5,1150
2,756.5,1750
3,791,1550
4,1029.5,2000
5,276,1650
6,1130.5,1700
7,1090,1800
8,1289,2150
9,1150,1850
10,1418.5,2350
11,1483,2100
12,1150.5,1950
13,1354.5,2400
14,1509,2050
15,1523,2000
16,1079,1750
17,1258.5,1800
18,1223.5,1750
19,1284,2200
20,1246.5,2250
21,1132.5,1700
22,1343.5,1900
23,1525.5,2350
24,1416.5,2100
25,1305,2200
26,1122.5,1900
27,1544,2050
28,735.5,1500
29,1223,2100
30,1333,1850
31,1619.5,2250
32,1225.5,2200
33,1744.5,2650
34,1244,2050
35,1096.5,1550
36,1173,2150
37,1407.5,1900
38,1774.5,2250
39,1307.5,2050
40,1863.5,2600
41,1208.5,2200
42,1298.5,1750
43,1265.5,2000
44,1316,2200
45,1016.5,1750
46,1374,2000
47,1413.5,1800
48,1213.5,1850
49,1508.5,2050
50,1624,2600
51,1303,2000
52,1414.5,2000
53,1504.5,2100
54,1505.5,2500
55,1442.5,2150
56,1649.5,2300
57,1535.5,2750
