Generation,Orientation Variance,Velocity Variance
1,0.0767790985778399,0.0184406159825854
2,0.0496848184969138,0.00533660246916159
3,0.0652866737010264,0.00471277523826063
4,0.0613332816842647,0.00395810825967666
5,0.0596303253574647,0.00262981892319679
6,0.0474312963008264,0.00210243310742019
7,0.0470035522170016,0.00177136837227126
8,0.0498024080631699,0.00106668783174438
9,0.0480835928831491,0.00108771925771104
10,0.0499833571957967,0.00206528296065661
11,0.053971121395948,0.00316229130171331
12,0.0448861665685781,0.000841505866223301
13,0.0411573088152913,0.00165259064110257
14,0.0448073645539925,0.00136097564837895
15,0.04966771085198,0.0015820231682974
16,0.0438753243367545,0.00142710378819883
17,0.0454817990776979,0.00179321071470437
18,0.0519972959382845,0.000919207780844143
19,0.059535661541149,0.00185400632272883
20,0.0588053794353801,0.00148084362245054
21,0.0469760748754199,0.00110054514618631
22,0.0526367144028197,0.000930597107372612
23,0.049040151681954,0.00118252048792808
24,0.0504438648159731,0.00126705973941326
25,0.051504682552698,0.00188215600742079
26,0.055603836201543,0.00341384749242872
27,0.0316463522152417,0.000375623887842714
28,0.0269334805780157,0.000747375674787707
29,0.0347894521452075,0.00121460326196222
30,0.0323561563880183,0.000572738724852629
