generation,averageFitness,topFitness
0,119.5,850
1,148,750
2,902,1900
3,856,1500
4,1142.5,2150
5,1297.5,2250
6,1208.5,2450
7,1201,2100
8,1094.5,1650
9,1747.5,2400
10,1304,1750
11,1712,2500
12,1259,1950
13,1549.5,2400
14,1442.5,2150
15,1575.5,2150
16,1388,2000
17,1430.5,2100
18,2041,2750
19,1497,2350
20,1929.5,2250
21,1408.5,2200
22,1326.5,1850
23,1462,1900
24,1233.5,1750
25,1560,2150
26,1377,2300
27,1573,2550
28,1589,2450
29,1324.5,2150
30,1488.5,2150
31,1396.5,1850
32,1621,2150
33,1405,1900
34,1604.5,2500
35,1528,2200
36,1508,2050
37,1640.5,2250
38,1533,2050
39,1619,2200
40,1714,2300
41,1755,2450
42,1854.5,2300
43,1795.5,2300
44,1576.5,2350
45,1685,2500
46,1732.5,2100
47,1210,1800
48,1552.5,2200
49,1308.5,2150
50,1156.5,1700
