Generation,Average,Best,Updates
0,161.52,3010,4256
1,1742.84,5022,17714
2,1593.67,5022,31872
3,1463.69,4018,18133
4,1103.68,4017,19106
5,2174.34,7012,21553
6,1392.95,4016,18524
7,1215.93,5018,24653
8,1186.93,4010,24330
9,2004.33,5026,21354
10,1744.24,5012,17643
11,1776.55,5028,22826
12,1715.68,7022,19767
13,1852.66,6012,27407
14,1542.25,5016,21076
15,1882.84,4015,21163
16,1646,7010,28006
17,1624.6,7013,19001
18,1333.44,6015,20189
19,1650.52,6013,24594
20,1683.48,6022,23411
21,1896.02,6018,30518
22,1295.13,5018,51458
23,2155.99,8013,52226
24,2016.36,6019,34419
25,1879.2,6023,37705
26,1437.16,4022,12314
27,1447.48,6015,40949
28,1286.97,5018,39365
29,1101.6,6012,15936
30,1307.58,5006,26541
31,987.92,6019,63597
32,2085.56,7013,20266
33,884.07,5016,38106
34,1513.54,6009,42059
35,1376.36,5025,47487
36,1626.62,9019,22811
37,1579.94,8015,35945
38,1831.22,6024,18327
39,1791.5,5023,19101
40,1829.75,7018,32477
41,1854.22,5036,22006
42,1589.82,6035,20683
43,1015.13,3031,11559
44,949.85,4015,20624
45,1758.17,5037,27514
46,1336.03,5031,20242
47,1555.88,7027,18616
48,1402.42,6017,21949
49,2327.78,7024,24388
50,1378.93,7025,26965
51,1868.61,6017,47306
52,1697.55,5036,41159
53,1942.97,6029,30352
54,1805.76,5011,16426
55,822.54,4010,47781
56,1504.15,7036,18806
57,1469.54,5036,23606
58,1445.47,6017,42391
59,1789.04,6015,26401
60,2677.16,7030,18713
61,1970,7033,39225
62,1620.65,5032,20073
63,1957.72,6025,20336
64,2206.05,6038,37784
65,3049.43,6034,31094
66,2343.8,7026,32499
67,1971.57,6028,38262
68,2177.06,7036,24040
69,998.01,5026,15698
70,100.8,3025,2812
71,1966.24,6025,26343
72,2747.99,6032,49794
73,3222.98,9027,52050
74,2938.27,7033,38658
75,1956.4,8036,21066
76,2028.26,9031,33706
77,2683,8034,40866
78,1444.08,6026,27540
79,3984.28,8029,59431
80,515.14,5027,5183
81,3466.78,8026,39281
82,2254.25,7027,30675
83,1985.37,7035,30847
84,2814.13,7023,22238
85,3523.32,10033,38673
86,3946.13,8027,53379
87,2576.18,9023,24243
88,2273.66,7034,35200
89,1576.21,6024,31575
90,2093.75,5030,43625
91,3291.84,8031,31478
92,3263.8,8030,33402
93,2669.88,7025,33444
94,3503.87,9016,46538
95,2079.87,6028,70220
96,2790.47,7029,30055
97,3113.03,6041,34327
98,3736.31,9031,51914
99,4009.22,9032,47206
100,4038.06,8030,41043
101,2767.6,7031,33959
102,2834.91,8033,19946
103,4843.77,9030,74172
104,2611.79,9033,54863
105,3089.69,8031,41051
106,2902.64,9030,53608
107,3371.47,10025,59080
108,2970.61,9029,51060
109,2973.25,9032,64261
110,3970.49,10028,48865
111,3803.44,10030,31273
112,4324.26,10038,49256
113,4517.65,14028,39774
114,3453.02,9031,41470
115,3237.21,9029,37701
116,3045.39,8020,40447
117,2305.14,7018,16979
118,2073.22,9009,21035
119,3658.96,10025,64106
120,4229.14,13026,43237
121,3458.16,10031,39863
122,3588.84,9030,41291
123,3869.63,9027,43461
124,3969.56,10026,49210
125,2460.02,7037,27633
126,2609.72,9030,25369
