Generation,Average,Best,Updates
0,727,2100,71970
1,2136,3500,151483
2,2084,3700,123185
3,2376,3500,154133
4,2295,3500,160682
5,2521,3500,173431
6,2636,3800,178868
7,2644,3700,181874
8,2472,3600,162909
9,2274,3600,149709
10,2339,3400,156010
11,2332,3300,156191
12,2444,3700,165467
13,2166,3400,143961
14,2442,3200,159954
15,2588,3900,171381
16,2499,3400,164335
17,2307,3400,149213
18,2245,3200,148400
19,2259,3300,156970
20,2221,3200,150336
21,2102,3000,139185
22,2021,3200,140020
23,2020,3100,133778
24,1980,2800,139030
25,2075,3000,134769
26,1906,3000,121201
27,1973,2800,136286
28,2260,3000,160519
29,543,2600,20336
30,1992,2800,135837
31,2224,3200,149341
32,2098,3100,140094
33,2190,3500,139178
34,2157,3000,140902
35,2410,3600,160687
36,2212,3200,153630
37,1933,2800,124933
38,1905,2800,128385
39,1964,2800,134328
40,1748,2700,135183
41,1680,2700,110523
42,1536,2300,104325
43,1621,2700,105509
44,1375,2200,99252
45,1629,2500,107326
46,1610,2700,104564
47,1565,2400,103662
48,1506,2500,103283
49,1617,2500,118183
50,1538,2500,102837
51,1606,2400,118674
52,1686,2600,107082
53,1642,2500,108231
54,1692,2700,109619
55,1946,3000,146288
56,1720,2700,121279
57,1751,2700,132588
58,1965,3100,126832
59,1908,2900,120246
60,1904,2700,126882
61,1691,2600,131643
62,1863,2900,119699
63,1813,2600,125443
64,1801,3000,131585
65,1931,3300,128226
66,1941,2900,146758
67,1800,2700,119700
68,1934,3100,164981
69,1663,2600,106245
70,1813,3000,141061
71,1576,2400,98798
72,1742,2800,122651
73,1698,2500,118104
74,1801,3000,123948
75,1648,2500,119494
76,1670,2500,106092
77,1793,2700,117578
78,1754,2700,122904
79,1768,2800,121082
80,1709,3100,114536
81,1612,3000,124058
82,1794,2900,124314
83,1523,2400,103593
84,1722,2600,109622
85,1560,2700,110780
86,1612,3000,105438
87,1543,2500,100890
88,1727,2600,117571
89,1624,2600,107239
90,1383,2600,86135
91,1296,2300,84512
92,1456,2400,103881
93,1672,2500,114530
94,1659,2600,117696
95,1661,2700,106445
96,1468,2500,90517
97,1394,2300,101785
98,1708,2700,118725
99,1508,2600,102620
100,1630,2300,109100
101,1584,2500,124140
102,1489,2700,90543
103,1373,2500,93744
104,1664,2700,110598
105,1512,2500,99439
106,1824,2700,122718
107,1548,2800,100461
108,1436,2300,92967
109,1616,3000,115249
110,1453,2300,101153
111,1580,3000,107227
112,1578,2600,109990
113,1541,2300,106027
114,1475,2700,93050
115,1547,2400,105813
116,1546,2400,98495
117,1523,2500,106289
118,1609,2600,103079
119,1646,2500,112535
120,1620,2400,108930
121,1511,2600,96272
122,1676,2700,110217
123,1545,2600,101931
124,1606,2500,109647
125,1672,2700,111121
126,1545,2500,97722
127,1750,3000,122767
128,1673,2500,114553
129,1897,3000,125611
130,1795,2600,119427
131,1625,2900,110678
132,1474,2800,98268
133,1642,2700,121311
134,1546,2700,98465
135,1710,2800,109409
136,1706,2700,120918
137,1291,2200,83167
138,1711,2700,116943
139,1792,3300,124256
140,1576,2600,105374
141,1762,2700,127898
142,1725,3000,116293
143,1683,2500,114466
144,1593,2700,104155
145,1757,2600,130257
146,1464,2300,95249
147,1699,2500,109605
148,1371,2200,97246
149,1682,2700,115798
150,1534,2700,98176
151,1628,2700,107816
152,1687,2700,104047
153,1684,2600,118300
154,1697,2700,110630
155,1648,2600,130482
156,1647,2800,100333
157,1537,2400,110737
158,1491,2300,98227
159,1643,2800,107870
160,1688,2900,118532
161,1813,2900,115435
162,1562,2700,103439
163,1713,2900,118495
164,1579,2800,107540
165,1766,2900,121101
166,1643,2600,113332
167,1620,2700,98287
168,1525,2300,111623
169,1553,2400,103491
170,1739,2400,119963
171,1672,2500,106274
172,1573,2400,101610
173,1361,2200,95797
174,1530,2400,106370
175,1665,2600,121831
176,2003,2800,144115
177,1759,2800,148145
178,1586,2600,102780
179,1447,2500,94357
180,1352,2500,92151
181,1660,2900,110935
182,1557,2600,102202
183,1652,2500,110648
184,1770,2500,121312
185,1560,2800,107151
186,1502,2400,107681
187,1405,2200,88130
188,1514,2500,103555
189,1672,2600,111639
190,1352,2100,92324
191,1432,2400,101146
192,1442,2200,97528
193,1353,2700,105263
194,1584,2900,116620
195,1716,2500,117048
196,1805,2800,125897
197,1731,2800,109467
198,1587,2600,109354
199,1737,2600,127098
200,1706,2800,110116
