Step,Best,Average
1,500,61
2,1000,186
3,100,72
4,300,60
5,800,10
6,900,92
7,500,34
8,600,8
9,1200,327
10,2100,225
11,1900,667
12,2200,547
13,1800,404
14,2200,643
15,2100,479
16,1800,620
17,2400,907
18,2500,980
19,1700,775
20,2100,752
21,2300,1301
22,2100,893
23,1100,394
24,1100,252
25,1400,312
26,1600,614
27,100,95
28,200,199
29,1700,346
30,900,435
31,800,414
32,1100,169
33,600,324
34,0,0
35,1000,412
36,1500,643
37,1800,969
38,1900,760
39,2000,723
40,1400,575
41,1100,445
42,1200,295
43,1400,432
44,1300,518
45,2100,673
46,1500,565
47,1200,273
48,600,404
49,600,162
50,700,12
51,1500,492
52,1800,312
53,1400,628
54,1400,599
55,0,0
56,600,92
57,1100,496
58,300,291
59,500,286
60,300,172
61,400,18
62,700,435
63,100,99
64,600,432
65,100,100
66,300,102
67,600,260
68,200,200
69,200,101
70,800,348
71,600,117
72,600,466
73,0,0
74,500,361
75,600,369
76,200,108
77,0,0
78,100,99
79,500,204
80,600,213
81,400,191
82,0,0
83,500,150
84,0,0
85,500,270
86,0,0
87,300,101
88,0,0
89,800,331
90,0,0
91,400,312
92,200,181
93,0,0
94,0,0
95,900,476
96,300,152
97,0,0
98,0,0
99,0,0
100,0,0
101,200,199
102,300,104
103,0,0
104,300,203
105,500,289
106,0,0
107,500,248
108,100,100
109,400,394
110,200,102
111,0,0
112,100,100
113,0,0
114,0,0
115,200,157
116,0,0
117,200,105
118,100,100
119,300,174
120,600,328
121,500,217
122,400,332
123,600,331
124,0,0
125,0,0
126,0,0
127,200,168
128,800,197
129,600,236
130,0,0
131,700,437
132,600,304
133,400,146
134,500,307
135,100,100
136,0,0
137,800,362
138,0,0
139,0,0
140,0,0
141,300,108
142,300,226
143,0,0
144,200,190
145,700,247
146,100,100
147,0,0
148,500,340
149,200,200
150,200,179
151,600,321
152,400,272
153,400,216
154,0,0
155,0,0
156,800,310
157,100,100
158,600,316
159,500,369
160,0,0
161,100,100
162,0,0
163,0,0
164,300,210
165,0,0
166,100,100
167,100,100
168,100,100
169,400,252
170,0,0
171,1000,342
172,800,224
173,100,100
174,0,0
175,0,0
176,700,400
177,0,0
178,100,100
179,100,100
180,0,0
181,0,0
182,200,101
183,0,0
184,0,0
185,0,0
186,500,120
187,200,200
188,300,237
189,0,0
190,0,0
191,100,100
192,800,405
193,700,474
194,0,0
195,300,300
196,800,220
197,0,0
198,700,106
199,0,0
