Generation,Orientation Variance,Velocity Variance
1,0.147672305463129,0.143623777218679
2,0.105000173088634,0.0351271614996048
3,0.100781698244829,0.0375135974404923
4,0.0734451623267564,0.0154130644229309
5,0.0675202449112799,0.0224124245924795
6,0.0766548491768843,0.0193613413235927
7,0.0587530494023222,0.0134307947638758
8,0.0502190352823875,0.0117548281729049
9,0.0489832889205073,0.0136606486251063
10,0.0550182826993908,0.00752052370887887
11,0.0581375217141611,0.00892889209172457
12,0.0634538073660101,0.00861228686574131
13,0.0521505988329833,0.00339870418345419
14,0.0641472233210875,0.00393200424204756
15,0.064874280858379,0.00104255486874009
16,0.04992319982133,0.00211482724496913
17,0.0413560552779432,0.000953243795883528
18,0.0395587687147374,0.00141197913301316
19,0.0397182077670914,0.0016373801549018
20,0.0393209606355977,0.000760003240542675
21,0.045477666919503,0.00610647485998375
22,0.0412529758522736,0.00383032323069463
23,0.0430488234724606,0.00576452043719943
24,0.0308086545226772,0.00306181021621631
25,0.0484732156422679,0.00521716264263008
26,0.029987872077348,0.00340771438814037
27,0.0232515294627273,0.00514053840933319
28,0.0406622326154324,0.0046395829181946
29,0.0290362226670632,0.00849135035011765
30,0.0374196383486653,0.00326400809895769
31,0.0290351869981038,0.00398983584461753
32,0.0150077133418758,9.20145680822387E-05
33,0.0344856618020391,0.00257204453591377
34,0.0237075653924169,0.00280436188232636
35,0.0402549478955587,0.00689794163416367
36,0.0262204906731488,0.000430226427231186
37,0.0421503827687213,2.70878838666425E-05
38,0.031656500803813,8.21210981899253E-05
39,0.0282028371833848,0.000773690445597984
40,0.0294712129049101,0.000400325805427899
41,0.0204458560074453,0.000955072415302919
42,0.0369804254817622,0.00210772717161167
43,0.0423303561765001,9.71917407257073E-05
44,0.0334856838041623,0.00112388992340583
45,0.0399924407973786,0.00225685019955046
46,0.0267794115045919,4.05032565099666E-05
47,0.033007224151415,0.000190400381019164
48,0.0203615641429369,0.000295795760224695
49,0.0320924777894466,0.000802131643601661
50,0.0313842140018824,0.00138023937629494
51,0.0294564066576109,0.000900821636006835
52,0.0352158590766879,0.00106725041977652
53,0.0355859884147939,0.00185791356956132
54,0.0397132951909795,0.000606130501557924
55,0.0393395731297511,0.00182615875925833
56,0.031591333864977,0.00122223308847163
57,0.0349719179390284,0.000331483010841494
58,0.0378533232513536,0.00151253117366718
59,0.0331749006678882,0.000914240153092122
60,0.0339785560513541,0.000820911195721633
61,0.039958473539356,0.00113139842079714
62,0.0346454436213021,0.000921615195266136
63,0.0359427288955304,0.000334836075128525
64,0.0334675601549601,0.000515337307420248
65,0.0369695482751327,0.00406275253860637
66,0.0350925794235873,0.000950687876898837
67,0.033051222183888,0.00229243860260656
68,0.0316671288251019,0.000651432620205328
69,0.0388345507551096,0.000470194003962072
70,0.0296038997567354,0.000508038847587967
71,0.0353787818808185,0.00285705573218164
72,0.0357459175011845,0.00328094584823264
73,0.030295354091603,0.00122416179662869
74,0.0333519220675963,0.0023857992589856
75,0.0313495411731448,0.00197638038377726
76,0.0319271622931563,0.00122056404823797
77,0.0280172161496935,0.0010324604229417
78,0.0298247735502962,0.00164943696585691
79,0.0303213474000308,0.00115184726481507
80,0.0278367852210058,0.000822138440455664
81,0.0237292909182261,0.000607350922521783
82,0.0268173532573782,0.000353301937338547
83,0.027266570193405,0.00181646508222801
84,0.023454696558037,0.00319071336763892
85,0.0272993667012921,0.000532685864266657
86,0.0307019519554383,0.000652839270427388
87,0.0265474507012216,0.000413395860390632
88,0.0266699906555971,0.00057366291624307
89,0.0277512351840094,0.000214404095380305
90,0.0247911616727176,0.000490472974540021
91,0.0258777381896791,0.000526282930022015
92,0.0292457369125703,0.000341380147383115
93,0.0288987751992724,0.000747486028325287
94,0.0245544006317444,0.000985071226134523
95,0.0258726177275659,0.000804876056797296
96,0.0246684356174308,0.00025483823925457
97,0.030877946694957,0.00087762073576993
98,0.0303716181304142,0.00047877621342551
99,0.0293083034318691,0.000151032512462469
100,0.0310833988623901,0.00107375349367087
101,0.0317537158265652,0.000430564454267764
102,0.0261123824944825,0.00268544198523248
103,0.0248444025004893,0.000621067065697868
104,0.0285785907249852,0.000704815700599804
105,0.0261836976359391,0.000870854452457678
106,0.0278047066715444,0.00177503613492819
107,0.0270681435629632,0.000755822899987476
108,0.0240853763067666,0.000925688835848907
109,0.0238220613278197,0.000638774785518138
110,0.0241159760985961,0.000581248537676483
111,0.0276858787053533,0.00211435589044772
112,0.0348534568642929,0.00190806500132308
113,0.0324878451655372,0.0109265567368522
114,0.0246231731075671,0.00101415544603811
115,0.023151739490021,0.000617938756630994
116,0.0242628580076724,0.000550303449553592
117,0.0269404671107715,0.000695243135206031
118,0.0208856246561229,0.00116550298953868
119,0.0184550080730323,0.000376245502894734
120,0.0212156354013803,0.000198743450254491
121,0.02054645583269,0.000179093372197617
122,0.0191422650809594,0.000150234792703664
123,0.0182642772758486,0.000219519837967556
124,0.0210475639551742,0.000356150923866542
125,0.01885821339905,0.00165787417269244
126,0.0207795832688059,0.00100635547699749
127,0.0225830054161848,0.00014705733937756
128,0.0205227322029778,0.000387836255365756
129,0.0243472856661816,0.00249999331377611
130,0.0255459778881854,0.00138346602659256
131,0.0263145579153886,0.00235349051953678
132,0.0223246985072343,0.000681500173043117
133,0.0214213420725334,0.000492896716828072
134,0.0251081099654153,0.000506268336633071
135,0.0235671292000741,0.00133414357352713
136,0.0228446094509581,0.000337612389996169
137,0.0195964261215008,0.000224731668113196
138,0.0235184467217371,0.000523060101594889
139,0.0233678025109401,0.000389722126073641
140,0.0251623625179434,0.0016580798969081
141,0.0209857615239628,0.000945084588539817
142,0.0224471174925169,0.0011223621886041
143,0.0197345845446858,0.000722069030567577
144,0.0170659023381316,0.000366353296807665
145,0.013631100129446,0.0005761518881462
146,0.0163511388479377,0.00215261340403656
147,0.0124586778869203,0.0018876432814966
148,0.0128231966875888,0.000391868149818288
149,0.0164756949459119,0.000451741135523457
150,0.0136647956046783,0.000555244905172265
151,0.0130191554878354,0.000535909967323901
152,0.0136555224358783,0.000421634741498457
153,0.0151026927581385,0.00343730400666719
154,0.0167576367566824,0.000294683273127782
155,0.0178836647628194,0.00427923824340569
156,0.0161318945379741,0.000597307114086948
157,0.014801389168277,0.000377146521793798
158,0.0153618881726301,0.00089096254695182
159,0.013985845498335,0.00118723051056571
160,0.0162468399645705,0.00100713691565994
161,0.0157975215092199,0.00111161902901414
162,0.0195534684866203,0.000690669129397148
163,0.0157522690957055,0.00102711098756693
164,0.0189161671375834,0.000923325403458267
165,0.0131685311445667,0.000515964116048618
166,0.0168932809638185,0.000701351444303833
167,0.0188192456304021,0.00271770271000091
168,0.0160409573217117,0.00174613539368193
169,0.0178119212319417,0.00055234427612648
170,0.0179287759679153,0.000753886694905285
171,0.018939901173985,0.00112746355668953
172,0.0166836690549902,0.000795560190131868
173,0.0174624809770582,0.000971642800651584
174,0.0194984005551352,0.00197160680883235
175,0.0155289771486485,0.00115434466514445
176,0.0173459992275999,0.000641416647387345
177,0.0173509589234415,0.0013015217980966
178,0.0157947785271376,0.000837506155590224
179,0.0158548850412697,0.000512030391106163
180,0.0182886296051069,0.00137378497316362
181,0.0165692201040035,0.00042062854182759
182,0.0141528837233298,0.00119857340040302
183,0.0164489772464902,0.00278330554237501
184,0.017912406985972,0.00108302981647583
185,0.0160547852153665,0.00116830906418619
186,0.0167346829522162,0.000486806043198255
187,0.0129291253273818,0.000225337853561239
188,0.0176552823407991,0.000603785288039393
189,0.0160933350665614,0.000799869813713748
190,0.0164372077310086,0.000411754691395344
191,0.0186163867200726,0.000884382808901682
192,0.0153575572218728,0.000651187357967052
193,0.0172845412134831,0.00121276489106935
194,0.0175479294510818,0.00169337403921275
195,0.0200292771763719,0.00176688548094059
196,0.0178688770303619,0.000979583718133067
197,0.0163717832077707,0.000421942015615308
198,0.016751308860409,0.00205548444043018
199,0.0153333672192812,0.000258471878368385
200,0.0171390667500715,0.000571241523247655
