Generation,Average,Best,Updates
0,1415,2900,140018
1,1733,3100,120520
2,2038,4000,136696
3,2123,3900,132792
4,1987,3200,139667
5,1459,3100,88151
6,496,2200,31005
7,2443,3800,193485
8,2922,3900,218650
9,2486,3700,158303
10,2341,3300,163987
11,2422,3200,158143
12,2721,3700,177088
13,2613,3600,173771
14,2789,3800,198208
15,2256,3500,134870
16,2704,3400,179605
17,2740,3600,182204
18,2678,4200,178472
19,2602,4100,171798
20,1812,3600,113186
21,2041,3500,156379
22,1952,3400,121417
23,2426,3500,178516
24,1616,2800,118027
25,1427,3100,91328
26,1822,3100,132098
27,2187,3500,154594
28,2368,3500,155860
29,2923,4000,217323
30,2948,4200,200346
