Generation,Average,Best,Updates
0,1059,2400,104785
1,1812,3000,118761
2,2388,3300,162220
3,2466,3700,171613
4,2539,3800,169972
5,2821,4000,197567
6,2307,3800,138728
7,2084,3600,139797
8,2853,4100,195164
9,2549,3700,167593
10,2659,3700,171632
11,2535,3500,176515
12,2611,3700,174390
13,2775,4100,183786
14,2503,3800,159881
15,2468,3500,167936
16,2571,4000,172638
17,2725,3900,177147
18,2541,3500,174382
19,2728,4000,171828
20,2654,4000,164888
21,2895,4000,199492
22,2869,4100,183413
23,2831,4000,187841
24,2980,4000,199340
25,2851,3800,180360
26,2587,3500,177158
27,2237,3900,137252
28,1897,3200,122883
29,2569,4100,165134
30,1840,3700,136934
