Generation,Average,Best,Updates
0,130,1600,1000
1,396,2000,10000
2,1044,2800,9000
3,1247,2600,10000
4,1275,3100,10000
5,1509,2600,10000
6,1254,3300,9000
7,1802,3500,8000
8,1824,3300,9000
9,1608,3300,8000
10,1642,3000,6000
11,1974,3500,6000
12,2074,3800,6000
13,2268,3500,7000
14,2294,3400,5000
15,2283,3500,7000
16,1576,3200,6000
17,2411,3800,6000
18,2410,3600,8000
19,2066,3300,10000
20,2584,3700,10000
21,2408,3700,10000
22,2368,4000,10000
23,2398,3600,10000
24,2359,3400,10000
25,2278,3300,10000
26,2494,3600,9000
27,2293,3600,8000
28,2421,3700,8000
29,2281,3600,8000
30,2541,3500,6000
31,2288,3800,7000
32,2649,4200,8000
33,2474,3700,9000
34,2350,3600,9000
35,2347,3500,9000
36,2531,3900,9000
37,2600,3400,8000
38,2708,3800,6000
39,2544,3600,6000
40,2708,3800,4000
41,2525,4100,3000
42,2665,3700,2000
43,2474,3500,5000
44,2822,3900,5000
45,2610,3800,4000
46,2832,3900,6000
47,2783,4500,9000
48,2549,3900,8000
49,2624,3400,9000
50,2603,3900,6000
51,2498,3400,8000
52,2849,4100,5000
53,2237,4000,3000
54,2651,3600,6000
55,2645,3900,5000
56,2867,3700,5000
57,2666,3900,4000
58,2513,3800,7000
59,2746,4000,9000
60,2594,3500,8000
61,2680,3800,9000
62,2570,3600,9000
63,2694,3800,10000
64,2327,3100,9000
65,2294,3400,8000
66,2453,3600,10000
67,2684,3300,10000
68,2423,3900,9000
69,2670,3600,9000
70,2504,4300,10000
71,2607,3900,10000
72,2538,3600,10000
73,2541,3800,10000
74,2758,4200,10000
75,2629,3600,10000
76,2530,3500,10000
77,2481,3500,10000
78,2831,4400,10000
79,2537,3800,10000
80,2527,3800,10000
81,2649,3800,10000
82,2274,3500,10000
83,2517,3800,10000
84,2623,3500,10000
85,2213,3400,10000
86,2799,3800,10000
87,2584,3700,10000
88,2684,3900,10000
89,2664,3700,10000
90,2498,4000,10000
91,2673,3600,10000
92,2728,3900,10000
93,2442,3700,10000
94,2539,3700,10000
95,2574,3800,10000
96,2660,3700,9000
97,2712,4100,9000
98,2720,3800,10000
99,2712,3700,10000
100,2342,3400,10000
101,2597,3600,10000
102,2558,3600,10000
103,2819,4000,10000
104,2731,4000,10000
105,2485,3700,10000
106,2771,3800,10000
107,2604,3600,10000
108,2482,3600,10000
109,2876,3900,10000
110,2709,3900,10000
111,2598,3700,10000
112,2479,3600,10000
113,2604,3900,10000
114,2740,3800,10000
115,2660,3800,10000
116,2687,3900,10000
117,2482,3500,10000
118,2628,3700,10000
119,2608,3600,10000
120,2603,3800,10000
121,2584,3700,10000
122,2594,3500,10000
123,2502,3800,10000
124,2604,3800,10000
125,2653,3800,10000
126,2555,4100,10000
127,2647,3600,10000
128,2509,3500,10000
129,2418,3500,10000
130,2631,4000,10000
131,2396,3900,10000
132,2489,3700,10000
133,2602,3600,10000
134,2587,3900,10000
135,2584,3600,10000
136,2337,3700,10000
137,2682,3800,10000
138,2632,3600,10000
139,2815,4200,10000
140,2450,3700,10000
141,2643,3900,10000
142,2626,3500,10000
143,2804,3600,10000
144,2632,3500,10000
145,2658,3700,10000
146,2603,3700,10000
147,2553,4300,10000
148,2851,4200,10000
149,2610,3700,10000
150,2534,3400,10000
151,2672,3800,10000
152,2704,3700,10000
153,2485,3700,10000
154,2824,4200,10000
155,2745,3600,10000
156,2596,3700,10000
157,2538,3500,10000
158,2412,3500,10000
159,2624,3600,10000
160,2779,3800,10000
161,2519,3900,10000
162,2880,3800,10000
163,2585,3700,10000
164,2730,3600,10000
165,2630,3800,10000
166,2582,4000,10000
167,2562,3700,10000
168,2550,3900,10000
169,2540,3300,10000
170,2695,3800,10000
171,2588,3900,10000
172,2487,3600,10000
173,2675,3500,10000
174,2620,3800,10000
175,2954,4500,10000
176,2589,3900,10000
177,2599,3600,10000
178,2474,3500,10000
179,2730,3800,10000
180,2643,3700,10000
181,2539,3600,10000
182,2661,3700,10000
183,2711,3900,10000
184,2379,3400,10000
185,2627,3600,10000
186,2580,3500,10000
187,2530,3900,10000
188,2413,3700,10000
189,2576,3800,10000
190,2527,3700,10000
191,2657,3900,10000
192,2606,3700,10000
193,2768,4000,10000
194,2733,3400,10000
195,2648,3700,10000
196,2648,3800,10000
197,2573,3500,10000
198,2678,4000,10000
199,2523,3800,10000
200,2678,3800,10000
