Generation,Average,Best,Updates
0,220,1400,0
1,225,2100,0
2,587,1900,0
3,829,2200,0
4,1203,2700,0
5,1210,2800,0
6,1204,2700,0
7,1221,2700,0
8,1289,2800,0
9,1570,2700,0
10,1483,2700,0
11,1519,2800,0
12,1542,3300,0
13,1490,3100,0
14,1731,3300,0
15,1726,2900,0
16,2215,3600,0
17,1685,3100,0
18,2089,3400,0
19,1707,3400,0
20,2231,3800,0
21,1888,3400,0
22,2260,3900,0
23,2011,3500,0
24,1978,3800,0
25,1662,3700,0
26,2621,3900,0
27,1992,3500,0
28,2260,3700,0
29,2491,3800,0
30,2341,4300,0
31,2497,3800,0
32,2108,3900,0
33,2084,3500,0
34,2071,3600,0
35,2129,3800,0
36,2291,3600,0
37,2211,3500,0
38,2598,3800,0
39,2250,4000,0
40,2323,3800,0
41,2144,3700,0
42,2588,3600,0
43,2409,3800,0
44,2544,3900,0
45,2085,3500,0
46,2366,3700,0
47,2240,3700,0
48,2598,3800,0
49,1843,3700,0
50,2298,4000,0
51,2297,4000,0
52,2010,3400,0
53,2263,3600,0
54,2289,3600,0
55,2115,3500,0
56,2148,3500,0
57,2536,4100,0
58,2375,3900,0
59,2778,4300,0
60,2561,4300,0
61,2660,3900,0
62,2457,3600,0
63,2731,3700,0
64,2704,3800,0
65,2640,3700,0
66,2315,3900,0
67,2391,3700,0
68,2442,3800,0
69,2493,3500,0
70,2304,3600,0
71,2974,3900,0
72,2920,3900,0
73,2688,3600,0
74,2463,3400,0
75,2588,3900,0
76,2719,3900,0
77,2835,3900,0
78,2678,4000,0
79,2931,4000,0
80,2673,3700,0
81,1878,3600,0
82,2758,3900,0
83,2468,3700,0
84,2663,3800,0
85,2628,3800,0
86,2662,3700,0
87,2810,3900,0
88,2618,4000,0
89,2806,4000,0
90,2481,3600,0
91,2718,3900,0
92,2720,3700,0
93,2931,4000,0
94,2641,3600,0
95,2734,3800,0
96,2894,4000,0
97,2832,3900,0
98,2565,3900,0
99,2790,3900,0
100,2820,4000,0
101,2628,3700,0
102,2553,3900,0
103,2729,4000,0
104,2471,4000,0
105,2971,3900,0
106,2536,3800,0
107,2818,4000,0
108,3103,4500,0
109,2581,3700,0
110,2726,3600,0
111,2727,3700,0
112,2755,3700,0
113,2722,4300,0
114,2683,3400,0
115,2257,3900,0
116,2966,4200,0
117,2843,4000,0
118,2516,4000,0
119,2551,3500,0
120,2794,3900,0
121,2805,3900,0
122,2994,4400,0
123,2710,4000,0
124,2630,4300,0
125,2865,4000,0
126,2468,3400,0
127,2884,4000,0
128,2635,3700,0
129,2766,4300,0
130,2483,3600,0
131,2566,3900,0
132,2663,3800,0
133,2754,3800,0
134,2528,3600,0
135,2786,4000,0
136,2567,3800,0
137,2659,3700,0
138,2616,3800,0
139,2872,3900,0
140,2679,3800,0
141,2664,3600,0
142,2988,4300,0
143,2587,4000,0
144,2720,3800,0
145,2870,4300,0
146,2801,3900,0
147,2922,4100,0
148,2358,3700,0
149,2661,3800,0
150,2476,3700,0
151,2763,4000,0
152,2757,4100,0
153,2528,3700,0
154,2690,3900,0
155,2902,4200,0
156,2381,3500,0
157,2557,4000,0
158,2725,3800,0
159,2614,4000,0
160,2794,4000,0
161,2744,3600,0
162,3039,4000,0
163,2999,3800,0
164,2960,3800,0
165,2635,4200,0
166,2931,3900,0
167,2726,3700,0
168,2760,3800,0
169,2789,3800,0
170,2944,4400,0
171,2770,3700,0
172,2829,3700,0
173,2468,4100,0
174,2900,4100,0
175,2735,4100,0
176,2805,3800,0
177,2931,4000,0
178,2654,3800,0
179,2749,3800,0
180,2921,4400,0
181,2781,3700,0
182,2663,3800,0
183,2587,4100,0
184,2601,3600,0
185,2535,3800,0
186,2796,4600,0
187,2519,3500,0
188,2573,3700,0
189,2546,3600,0
190,2638,3500,0
191,2883,4400,0
192,2530,3800,0
193,2900,3800,0
194,2801,4400,0
195,1904,3600,0
196,2815,4000,0
197,2665,3700,0
198,2443,3500,0
199,2766,4000,0
200,2710,3500,0
