Generation,Average,Best,Updates
0,1046,2800,77919
1,2018,3300,140195
2,2513,4300,166576
3,2632,3800,171053
4,2419,3300,159785
5,2233,3200,151522
6,1952,3500,138492
7,2081,3200,146213
8,2194,3300,148863
9,2385,3800,161298
10,2322,3600,160469
11,2420,4100,166831
12,2384,3600,166728
13,2524,3700,166741
14,1357,3000,108257
15,1966,3500,137165
16,2013,3300,145061
17,1629,3200,117261
18,2317,3300,155692
19,2583,3600,173661
20,2646,3700,177184
21,2580,3700,171260
22,2613,3600,173101
23,2912,3600,189754
24,2813,3900,188186
25,2153,3300,147061
26,2324,3600,161853
27,2414,4200,167477
28,2233,3200,159511
29,2464,3500,164902
30,1907,3200,133191
31,1147,2300,89644
32,955,2600,74885
33,1896,3000,129239
34,2212,3200,146530
35,2660,3800,175436
36,2617,3500,174297
37,2180,3400,149497
38,2506,3900,161284
39,2594,3600,169791
40,2605,3600,166448
41,1780,3000,128320
42,2380,3300,162624
43,2546,4000,171680
44,2746,4300,185143
45,2262,4200,155144
46,2700,3600,180579
47,2231,3500,149772
48,2346,3400,159792
49,2698,3700,181139
50,2755,3600,180253
51,2641,3700,181064
52,2591,3700,178019
53,2254,3700,159584
54,1969,3300,140633
55,1781,3000,127484
56,1838,3700,126655
57,1374,2500,100939
58,1874,3200,130511
59,1331,3100,99615
60,2473,3500,166170
61,2169,3700,143380
62,2772,3700,185909
63,2796,3800,183193
64,2572,3900,168295
65,2510,3800,171296
66,2598,3800,175905
67,2677,3900,174776
68,2568,3900,171944
69,2567,3500,174737
70,2491,3600,168822
71,2633,4000,173517
72,2889,3900,193549
73,2780,4000,175693
74,2161,3500,152046
75,1921,3500,137662
76,1550,3100,119804
77,2114,3300,153939
78,1662,3100,130151
79,1855,3300,132440
80,1627,2800,121861
81,2367,3500,164304
82,1893,3600,135731
83,2138,3300,157430
84,2255,3500,161145
