Generation,Average,Best,Updates
0,72,1150,1000
1,224.5,950,10000
2,384,950,9000
3,555.5,1900,9000
4,761.5,1700,5000
5,1022,2050,5000
6,1117.5,2150,5000
7,1419,2050,5000
8,1067,2000,2000
9,1272,1850,6000
10,1223.5,2200,8000
11,1112.5,2000,8000
12,1253.5,2100,7000
13,1443,2050,7000
14,1195.5,2250,8000
15,1623.5,2200,6000
16,1455,2150,6000
17,1676.5,2350,6000
18,1318.5,1900,7000
19,1702,2300,4000
20,1384,2050,7000
21,1529,2150,7000
22,1393,2150,3000
23,1656.5,2200,1000
24,1187.5,1900,6000
25,1531,2250,5000
26,1724,2350,6000
27,1704,2450,6000
28,1498,2400,5000
29,1691.5,2150,6000
30,1299,2100,7000
31,1767,2400,9000
32,1496,2100,5000
33,1618,2200,6000
34,1207.5,1850,5000
35,1593,2400,6000
36,1325.5,1900,6000
37,1583.5,2400,5000
38,1407,2200,8000
39,1699,2300,7000
40,1723.5,2350,6000
41,1598,2300,9000
42,1648.5,2350,8000
43,2012,2550,2000
44,1735.5,2550,5000
45,1927.5,2450,5000
46,1650.5,2300,4000
47,1883.5,2450,3000
48,1747.5,2350,4000
49,1820.5,2500,6000
50,1531.5,2150,6000
51,1772.5,2450,6000
52,1689,2250,7000
53,1699,2200,8000
54,1815.5,2300,5000
55,1871,2450,7000
56,1757.5,2350,5000
57,1949,2550,7000
58,1812,2450,7000
59,1872.5,2450,9000
60,1768,2450,6000
61,1807,2450,8000
62,1963,2650,5000
63,1977.5,2450,9000
64,1779,2500,7000
65,1829.5,2400,7000
66,1840,2400,9000
67,2002,2750,8000
68,1534.5,2150,8000
69,1960.5,2400,5000
70,1995.5,2600,6000
71,1596,2200,7000
72,1767.5,2450,9000
73,1799.5,2500,8000
74,1792.5,2500,7000
75,1811,2400,8000
76,1726,2450,9000
77,1727,2400,8000
78,1685.5,2250,8000
79,1850.5,2450,9000
80,1925,2650,9000
81,1804.5,2500,8000
82,1829.5,2450,8000
83,1895.5,2350,6000
84,2002.5,2550,10000
85,1819.5,2300,9000
86,1826,2350,10000
87,1713.5,2400,9000
88,2078,2650,9000
89,1812.5,2500,8000
90,1750.5,2400,9000
91,1962.5,2450,10000
92,1957.5,2550,9000
93,1986,2450,7000
94,2008,2550,9000
95,2016.5,2650,10000
96,1877,2550,10000
97,2037.5,2650,10000
98,2027.5,2500,10000
99,1968,2650,10000
100,2092,2650,10000
101,2075,2700,10000
102,1699.5,2450,9000
103,2055,2750,9000
104,2162.5,2650,7000
105,2175.5,2750,10000
106,2036,2750,10000
107,1978,2550,10000
108,2129.5,2800,9000
109,2069,2600,9000
110,1973.5,2600,9000
111,1914.5,2550,5000
112,2102,2650,7000
113,2038.5,2650,4000
114,2216.5,2700,7000
115,1937,2450,3000
116,2074.5,2550,4000
117,1983.5,2650,3000
118,2264.5,2600,4000
119,2118,2700,3000
120,1498.5,2600,8000
121,1875,2700,8000
122,2309,2800,5000
123,1832,2500,3000
124,2349,2700,8000
125,2037.5,2600,7000
126,2230,2700,8000
127,2132,2700,9000
128,2335.5,2800,6000
129,2225,2650,8000
130,2169,2700,8000
131,2192.5,2650,6000
132,2109,2650,9000
133,1508,2500,5000
134,2215,2650,5000
135,2101,2600,4000
136,2230.5,2850,7000
137,2042,2550,4000
138,2203.5,2650,5000
139,2170.5,2750,5000
140,2276,2850,4000
141,2180,2650,5000
142,1830.5,2700,4000
143,2124.5,2650,3000
144,2158.5,2700,8000
145,2092.5,2650,6000
146,2205.5,2650,6000
147,2136,2650,10000
148,2160.5,2650,10000
149,2152,2600,10000
150,1985,2550,10000
151,2038,2600,10000
152,1976,2650,10000
153,2242.5,2750,10000
154,2092.5,2600,8000
155,2000,2550,9000
156,2063.5,2750,8000
157,2058,2750,8000
158,2228.5,2700,6000
159,2317.5,2800,7000
160,2179.5,2750,7000
161,2040,2700,10000
162,2100,2700,8000
163,2216,2700,6000
164,2319.5,2800,8000
165,2230.5,2650,7000
166,2257,2650,9000
167,2153,2650,10000
168,2351.5,2800,6000
169,2170.5,2600,5000
170,2233,2650,4000
171,2132.5,2700,6000
172,2109,2700,8000
173,1864.5,2650,8000
174,2321.5,2800,7000
175,2219.5,2650,9000
176,2236,2750,7000
177,2110,2650,9000
178,2315,2850,9000
179,2249,2850,6000
180,2324,2700,6000
181,2186.5,2700,8000
182,2163.5,2650,9000
183,2040,2600,6000
184,2306.5,2650,4000
185,2157,2550,5000
186,2421,2800,6000
187,2189,2650,5000
188,2365,2850,7000
189,2077,2550,4000
190,2300,2700,5000
191,2078.5,2550,4000
192,2386,2800,3000
193,2191,2600,4000
194,2365,2850,3000
195,2097.5,2650,6000
196,2444,2800,5000
197,2120.5,2650,5000
198,2373,2800,2000
199,2239.5,2800,2000
200,2168.5,2600,8000
201,2318.5,2650,7000
202,2314.5,2850,6000
203,2097.5,2600,7000
204,2306.5,2750,9000
205,2354,2850,9000
206,2307,2700,8000
207,2412,2800,8000
208,2285.5,2800,5000
209,2089.5,2800,6000
210,2035.5,2800,7000
211,2239,2750,8000
212,2247,2700,10000
213,2117.5,2750,10000
214,2087.5,2600,10000
215,2223.5,2700,10000
216,2038,2650,10000
217,2090,2700,10000
218,2145,2800,10000
219,2071,2600,10000
220,2140.5,2750,10000
221,2147,2700,10000
222,2226,2650,10000
223,2157.5,2650,10000
224,2111.5,2700,10000
225,2219.5,2800,10000
226,2173.5,2800,10000
227,2124,2750,10000
228,2011.5,2650,10000
229,2184,2550,10000
230,1998,2550,10000
231,2260,2750,10000
232,2234.5,2650,10000
233,1988.5,2650,10000
234,2248.5,2750,10000
235,2288,2700,9000
236,2240,2850,8000
237,2258.5,2800,9000
238,2242,2700,8000
239,2150.5,2750,8000
240,2119.5,2750,6000
241,2119.5,2600,9000
242,2117,2750,9000
243,2210,2600,8000
244,2057.5,2650,9000
245,2301,2950,8000
246,1959.5,2750,8000
247,2293,2700,5000
248,2208.5,2750,6000
249,2365,2750,9000
250,2096.5,2550,5000
251,2244,2850,8000
252,2282.5,2750,8000
253,2061.5,2650,9000
254,2164,2700,9000
255,2444.5,2900,6000
256,2309.5,2850,6000
257,2297.5,2700,8000
258,2277,2700,4000
259,2375.5,2650,4000
260,2270,2800,5000
261,2477.5,2900,5000
262,2350.5,2750,5000
263,2289,2850,5000
264,2281,2700,3000
265,2342,2800,8000
266,2403.5,2800,6000
267,2319,2800,5000
268,2311,2800,4000
269,2294.5,2750,6000
270,2171.5,2650,6000
271,2257,2900,8000
272,2196.5,2700,10000
273,2356.5,2800,10000
274,2142,2750,10000
275,2230,2750,10000
276,2250.5,2700,10000
277,2251.5,2950,10000
278,2261.5,2950,10000
279,2256,2750,10000
280,2268.5,2750,10000
281,2179.5,2850,9000
282,2262.5,2800,9000
283,2263,2850,9000
284,2201,2800,7000
285,2233.5,2850,8000
286,2310.5,2700,7000
287,2238.5,2850,7000
288,2249,2750,8000
289,2356,2800,6000
290,2307.5,2700,6000
291,2304,2650,9000
292,2275.5,2800,5000
293,2231.5,2800,9000
294,2267.5,2750,10000
295,2235,2750,9000
296,2341,2800,10000
297,2182,2700,9000
298,2403,2750,10000
299,2380,2700,10000
300,2340.5,2750,10000
301,2374.5,2750,10000
302,2393,2850,10000
303,2434,2800,10000
304,2098.5,2750,10000
305,2524.5,2850,10000
306,2413.5,2750,9000
307,2537,2900,10000
308,2424,2800,9000
309,2474.5,2850,9000
310,2458.5,2850,9000
311,2504,2900,10000
