generation,averageFitness,topFitness
0,351,1600
1,1855,2700
2,2239.5,2700
3,2185,2950
4,2343.5,2950
5,2460,2900
6,2016.5,2700
7,2168.5,2800
8,2326.5,2800
9,2199.5,2800
10,2388,2900
11,2442.5,2900
12,2354.5,2850
13,2359.5,2800
14,2537.5,2900
15,2121.5,2950
16,2138,2750
17,1922.5,2700
18,2224.5,2850
19,2507,2900
20,2552.5,2950
21,2556,2900
22,2534,2950
23,2627.5,2950
24,2424.5,2900
25,2277.5,2900
26,2420,3000
27,2457,2850
28,2553.5,2900
29,2449,2850
30,2580.5,3000
31,2488,2900
32,2493,2950
33,2352.5,2900
34,2298,2750
35,2159,2900
36,2391,2900
37,2504,2800
38,2482,2900
39,2489,2950
40,2371,2900
41,1931,2750
42,2323,2850
43,2386,2850
44,2318,2850
45,2284.5,2800
46,2410.5,2900
47,2374.5,2900
48,2216,2850
49,1815.5,2800
50,2354,2800
51,2414,2800
52,2169,2850
53,2590.5,3000
54,2488,2800
55,2449,2800
56,2376,2950
57,2089,2900
58,2270.5,2850
59,2178,2850
60,1979.5,2850
61,2239.5,2900
62,1938.5,2850
63,1969.5,2850
64,2073.5,2700
65,2045.5,2800
66,2150.5,2700
67,2197,2850
68,2126.5,2900
69,2384,2850
70,2486,2950
71,2506,2800
72,2511.5,2900
73,2425.5,2900
74,2311,2800
75,2338.5,3000
76,2192.5,2800
77,1956,2700
78,2620.5,2950
79,2599.5,2950
80,2393,2850
81,2482.5,2950
82,2368,2850
83,2530,2900
84,2510,2850
85,2378.5,2950
86,2317.5,2900
87,1987,2750
88,2246,2850
89,2394,2850
90,1807.5,2850
91,2179,2950
92,2153,2650
93,2454.5,2900
94,2587.5,2950
95,2440.5,3000
96,2472.5,2950
97,2569.5,3000
98,2332,2750
99,2036.5,2550
100,2493,2900
101,2282.5,2750
102,2419.5,2900
103,2078.5,2750
104,2371.5,2900
105,1966.5,2850
106,2575.5,2850
107,2321,2900
108,2472.5,2950
109,2390,2850
110,2640,2950
111,2588.5,2950
112,2549,2950
113,2540.5,2900
114,2363,2900
115,2624,2950
116,2486,2900
117,2422,2950
118,2627,2950
