generation,averageFitness,topFitness
0,146,1250
1,1282.5,2300
2,1951.5,2800
3,1884,2600
4,2035,2550
5,1938.5,2550
6,1812.5,2500
7,1985.5,2600
8,1971.5,2750
9,2148,2600
10,2041,2600
11,1813.5,2400
12,2146.5,2650
13,1981,2650
14,1939,2700
15,1948,2400
16,2013.5,2600
17,1838,2500
18,2036,2700
19,2236.5,2800
20,2027.5,2550
21,2059,2650
22,2067.5,2750
23,1969.5,2450
24,1709.5,2550
25,1943.5,2700
26,1976,2600
27,1906.5,2650
28,1997,2700
29,2061.5,2800
30,2047.5,2550
31,2182.5,2600
32,2150,2600
33,2241.5,2800
34,2021.5,2550
35,2024,2700
36,2078,2600
37,2107,2850
38,1988,2450
39,2146.5,2650
40,2110,2650
41,2204.5,2700
42,2115,2600
43,2236.5,2700
44,2095,2650
45,1932.5,2650
46,1808.5,2450
47,1963,2500
48,1958.5,2450
49,2057.5,2550
50,2075,2550
51,2193,2700
52,1978.5,2550
53,2177.5,2700
54,2106,2950
55,2138.5,2650
56,1827.5,2450
57,1725,2500
58,2129.5,2700
59,2205,2600
60,2165.5,2600
61,2252,2850
62,2240,2700
63,2259,2700
64,2008.5,2500
65,2384.5,2900
66,2142,2650
67,2139.5,2800
68,2075.5,2650
69,2029,2950
70,2122,2700
71,2127,2650
72,2235,2800
73,2111.5,2650
74,2165,2700
75,2195.5,2750
76,2029.5,2700
77,2253,2750
78,2107.5,2550
79,2298,2750
80,2052.5,2700
81,2085.5,2650
82,2073.5,2700
83,2037.5,2600
84,2237.5,2800
85,1962,2500
86,2025.5,2650
87,2198.5,2750
88,2061.5,2450
89,2159,2550
90,2061.5,2950
91,1974.5,2500
92,2139.5,2700
93,1927,2700
94,1973,2650
95,1833.5,2700
96,1987,2800
97,2173.5,2650
98,2142,2700
99,2143.5,2750
100,2116,2700
101,2099.5,2650
102,1915.5,2550
103,2006.5,2750
104,2046.5,2600
105,2172.5,2700
106,2187.5,2700
107,1889.5,2500
108,2079,2650
109,1977.5,2600
110,1959,2550
111,2188.5,2750
112,2176.5,2700
113,2102.5,2600
114,1980.5,2550
115,2230,2850
116,2159.5,2650
117,2027,2550
118,2154.5,2750
119,2144,2800
120,2195.5,2600
121,2183,2750
122,2187.5,2850
123,2117.5,2600
124,2040,2750
125,2084.5,2650
126,2127.5,2650
127,2201,2750
128,2078.5,2700
129,2005.5,2600
130,2104.5,2700
131,2284.5,2750
132,2316,2850
133,2290,2750
134,2003,2800
135,2318,2850
136,2179,2750
137,2313.5,2750
138,2116.5,2650
139,2082.5,2600
140,2067.5,2550
141,2394.5,2850
142,2029.5,2750
143,2261,2900
144,2186,2850
145,2169,2700
146,1850,2500
147,2163.5,2750
