Generation,Average,Best,Updates
0,24.5,650,10000
1,146.5,750,10000
2,200,1250,10000
3,314,1250,10000
4,151.5,1150,10000
5,358,1200,10000
6,310.5,1300,10000
7,679.5,1400,10000
8,514.5,1400,10000
9,592.5,1250,10000
10,329.5,850,10000
11,696.5,1500,10000
12,489,1050,10000
13,532,1300,10000
14,571.5,1600,10000
15,698,1300,10000
16,610,1450,10000
17,757,1850,10000
18,733.5,1600,10000
19,801,1600,10000
20,698,1800,10000
21,634,1400,10000
22,609,1400,10000
23,654,1350,10000
24,866,1550,10000
25,738,1350,10000
26,684,1400,10000
27,952.5,1850,10000
28,774.5,1800,10000
29,965,1900,10000
30,918,2000,10000
31,1082.5,2050,10000
32,979,1750,10000
33,964.5,1850,10000
34,953,1950,10000
35,1147,1900,10000
36,1241.5,2000,10000
37,838,1600,10000
38,1087.5,1800,10000
39,1128.5,2150,10000
40,1090.5,1850,10000
41,1037.5,1800,10000
42,1206,2000,10000
43,1139,2000,10000
44,1247.5,1950,10000
45,1054,1850,10000
46,1129.5,1950,10000
47,1318.5,2150,10000
48,1255,1850,10000
49,1099.5,2200,10000
50,1159.5,1900,10000
51,1106,1850,10000
52,1218.5,1850,10000
53,1118,1750,10000
54,1210.5,2000,10000
55,1281.5,2050,10000
56,1313.5,2150,10000
57,1253.5,2300,10000
58,1245.5,2250,10000
59,1275,2000,10000
60,1447,2300,10000
61,1198,1950,10000
62,1200,2150,10000
63,1210.5,2100,10000
64,1336.5,2800,10000
65,1303.5,2400,10000
66,1127,2200,10000
67,1290.5,2100,10000
68,1313,2050,10000
69,1406,2250,10000
70,1432,2350,10000
71,1323,2100,10000
72,1235.5,1900,10000
73,1251.5,2050,10000
74,1240.5,2200,10000
75,1582.5,2500,10000
76,1623.5,2500,10000
77,1477,2300,10000
78,1294,1950,10000
79,1534.5,2300,10000
80,1458,2300,10000
81,1597.5,2350,10000
82,1510.5,2100,10000
83,1384.5,2200,10000
84,1423,2150,10000
85,1398,2100,10000
86,1303.5,2250,10000
87,1611,2350,10000
88,1429.5,2150,10000
89,1500,2200,10000
90,1547,2200,10000
91,1479,2350,10000
92,1555.5,2300,10000
93,1486,2050,10000
94,1597,2300,10000
95,1302,1800,10000
96,1479.5,2200,10000
97,1574.5,2250,10000
98,1544.5,2350,10000
99,1474,2150,10000
100,1450.5,1950,10000
101,1596,2250,10000
102,1576,2200,10000
103,1718.5,2300,10000
104,1709.5,2700,10000
105,1424.5,2050,10000
106,1498,2100,10000
107,1761,2350,10000
108,1586,2300,10000
109,1615.5,2400,10000
110,1552,2100,10000
111,1698.5,2450,10000
112,1648.5,2300,10000
113,1722,2350,10000
114,1876,2600,10000
115,1623.5,2250,10000
116,1879,2450,10000
117,1503.5,2200,10000
118,1599,2150,10000
119,1626.5,2450,10000
120,1746,2300,10000
121,1719,2400,10000
122,1639.5,2250,10000
123,1803,2400,10000
124,1754.5,2450,10000
125,1620,2200,10000
126,1635.5,2150,10000
127,1722,2550,10000
128,1675,2200,10000
129,1759.5,2400,10000
130,1883.5,2450,10000
131,1576,2300,10000
132,1802.5,2550,10000
133,1944.5,2650,10000
134,1771.5,2450,10000
135,1750,2500,10000
136,1830.5,2300,10000
137,1851.5,2450,10000
138,1656.5,2300,10000
139,1860.5,2450,10000
140,1881.5,2550,10000
141,1895,2350,10000
142,2065,2600,10000
143,1902,2500,10000
144,1900,2550,10000
145,1813.5,2350,10000
146,2059,2600,10000
147,1831.5,2550,10000
148,1911,2550,10000
149,1959,2500,10000
150,1963,2600,10000
151,1961.5,2500,10000
152,1917,2600,10000
153,1922,2550,10000
154,1913.5,2800,10000
155,1896,2500,10000
156,1958.5,2650,10000
157,1952,2450,10000
158,1948,2550,10000
159,2020,2650,10000
160,1887,2500,10000
161,1879.5,2350,10000
162,1726,2350,10000
163,2022.5,2500,10000
164,1951,2600,10000
165,1998,2700,10000
166,1949.5,2400,10000
167,1963.5,2650,10000
168,2007.5,2550,10000
169,2071,2750,10000
170,1915,2500,10000
171,1978.5,2700,10000
172,2011.5,2650,10000
173,1942,2600,10000
174,1889.5,2550,10000
175,2030.5,2700,10000
176,1959,2450,10000
177,2171.5,2650,10000
178,1864.5,2500,10000
179,1882,2400,10000
180,2004,2550,10000
181,1983.5,2550,10000
182,1940,2550,10000
183,2122.5,2650,10000
184,1939.5,2550,10000
185,1960.5,2500,10000
186,1995.5,2650,10000
187,2170,2600,10000
188,2179.5,2750,10000
189,1970.5,2550,10000
190,1870,2350,10000
191,2110.5,2550,10000
192,2053,2650,10000
193,1919,2400,10000
194,1943,2500,10000
195,1997.5,2700,10000
196,2062,2600,10000
197,2037.5,2550,10000
198,1906.5,2600,10000
199,2070,2700,10000
200,1939,2400,10000
201,2013,2500,10000
202,1848,2350,10000
203,2184.5,2600,10000
204,2051,2550,10000
205,2089,2700,10000
206,2056,2600,10000
207,2106.5,2800,10000
208,1858.5,2350,10000
209,2002,2550,10000
210,1935.5,2500,10000
211,1998,2750,10000
212,1954,2600,10000
213,2050.5,2700,10000
214,2112.5,2650,10000
215,2051.5,2650,10000
216,2012,2700,10000
217,1860.5,2450,10000
218,2072,2850,10000
219,1976.5,2550,10000
220,2123.5,2800,10000
221,2027,2600,10000
222,2020.5,2500,10000
223,1966,2450,10000
224,2047,2450,10000
225,2043.5,2650,10000
226,1894.5,2500,10000
227,2179,2650,10000
228,2059,2550,10000
229,2261,2750,10000
230,2151,2600,10000
231,2106.5,2650,10000
232,2070,2450,10000
233,1940.5,2350,10000
234,2060.5,2800,10000
235,2081,2650,10000
236,2168.5,2600,10000
237,2159.5,2650,10000
238,2093,2650,10000
239,2122,2600,10000
240,2116,2650,10000
241,2133,2550,10000
242,2121,2550,10000
243,1949,2450,10000
244,2177.5,2750,10000
245,2051,2600,10000
246,1932.5,2350,10000
247,2041,2600,10000
248,2078.5,2600,10000
249,2119,2800,10000
250,2083,2700,10000
251,2070.5,2550,10000
252,2096,2550,10000
253,2079,2500,10000
254,2083,2750,10000
255,2050.5,2500,10000
256,1912,2700,10000
257,2009,2450,10000
258,2085.5,2700,10000
259,2088,2750,10000
260,1873,2550,10000
261,1960.5,2600,10000
262,2102.5,2650,10000
263,2111,2600,10000
264,2110.5,2650,10000
265,2019,2550,10000
266,1989,2450,10000
267,2174,2650,10000
268,2037,2700,10000
269,1989,2550,10000
270,2167,2700,10000
271,2042.5,2800,10000
272,2158.5,2650,10000
273,2033.5,2600,10000
274,2090.5,2650,10000
275,1884.5,2500,10000
276,2116,2750,10000
277,2126.5,2600,10000
278,2049.5,2650,10000
279,2102.5,2750,10000
280,2213,2800,10000
281,2118.5,2650,10000
282,2076,2650,10000
283,1970.5,2500,10000
284,2042.5,2550,10000
285,2114,2650,10000
286,1944,2350,10000
287,2134,2650,10000
288,2058.5,2700,10000
289,2105.5,2600,10000
290,1928,2550,10000
291,2089,2700,10000
292,1940,2450,10000
293,2090,2600,10000
294,2032.5,2750,10000
295,2107.5,2600,10000
296,2064,2700,10000
297,2024,2700,10000
298,1989,2650,10000
299,2037,2650,10000
300,2010.5,2900,10000
301,2122.5,2550,10000
302,2044.5,2450,10000
303,1998,2500,10000
304,1909,2600,10000
305,2020,2500,10000
306,2038.5,2650,10000
307,2147,2750,10000
308,2101,2600,10000
309,2114.5,2750,10000
310,1943,2500,10000
311,2248,2800,10000
312,2161,2650,10000
313,2054.5,2650,10000
314,2039.5,2550,10000
315,2089.5,2800,10000
316,2171.5,2700,10000
317,2218,2650,10000
318,2055.5,2650,10000
319,2096.5,2650,10000
320,2169,2750,10000
321,2042.5,2650,10000
322,2069,2650,10000
323,2151.5,2550,10000
324,2210.5,2700,10000
325,2181.5,2750,10000
326,1933.5,2450,10000
327,1882,2450,10000
328,2186,2750,10000
329,2085.5,2700,10000
330,2100,2600,10000
331,2077,2550,10000
332,2101.5,2650,10000
333,2292,2750,10000
334,2139.5,2650,10000
335,2038,2550,10000
336,2221,2750,10000
337,2108,2700,10000
338,2191,2700,10000
339,2260.5,2700,10000
340,1996.5,2700,10000
341,2139,2750,10000
342,2129,2650,10000
343,2098.5,2600,10000
344,2214.5,2700,10000
345,2233,2700,10000
346,2211,2750,10000
347,2186.5,2700,10000
348,2140,2650,10000
349,2102.5,2750,10000
350,2139,2750,10000
351,2087,2650,10000
352,2211,2850,10000
353,2127,2600,10000
354,2068.5,2550,10000
355,2160.5,2650,10000
356,2205,2650,10000
357,2167,2600,10000
358,2114.5,2650,10000
359,2211,2800,10000
360,2154.5,2800,10000
361,2234.5,2700,10000
362,1971,2500,10000
363,2094,2550,10000
364,2219.5,2800,10000
365,2064,2750,10000
366,2189.5,2600,10000
367,2103,2650,10000
368,2198,2600,10000
369,2174,2600,10000
370,2109,2600,10000
371,2142.5,2650,10000
372,2130.5,2650,10000
373,2051,2700,10000
374,2256,2700,10000
375,2157,2700,10000
376,2202.5,2650,10000
377,1982.5,2500,10000
378,2041,2500,10000
379,2278.5,2800,10000
380,2221.5,2700,10000
381,2248.5,2700,10000
382,2281,2800,10000
383,2164,2800,10000
384,2051,2600,10000
385,2169.5,2650,10000
386,2115,2650,10000
387,2048.5,2600,10000
388,2284.5,2850,10000
389,2199,2850,10000
390,2298,2850,10000
391,2207,2800,10000
392,2217,2800,10000
393,2347.5,2850,10000
394,2201,2750,10000
395,2287,2950,10000
396,2200.5,2750,10000
397,2164.5,2650,10000
398,2229,2750,10000
399,2049.5,2550,10000
400,2223.5,2700,10000
401,2062,2650,10000
402,2144.5,2750,10000
403,2394.5,2800,10000
404,2221,2700,10000
405,2189.5,2650,10000
406,2176.5,2600,10000
407,2294.5,2700,10000
408,2294.5,2900,10000
409,2226,2700,10000
410,2236.5,2750,10000
411,2291.5,2750,10000
412,2235.5,2700,10000
413,2226.5,2800,10000
414,2169,2700,10000
415,2299.5,2750,10000
416,2158.5,2700,10000
417,2373,2850,10000
418,2247.5,2850,10000
419,2225,2700,10000
420,2102.5,2600,10000
421,2236.5,2700,10000
422,2194,2650,10000
423,2189.5,2650,10000
424,2296,2850,10000
425,2167,2650,10000
426,2208.5,2700,10000
427,2230,2600,10000
428,2159,2700,10000
429,2140.5,2550,10000
430,2149.5,2600,10000
431,2329,2850,10000
432,2202,2750,10000
433,2129.5,2600,10000
434,2300,2950,10000
435,2129.5,2800,10000
436,2080,2550,10000
437,2145.5,2650,10000
438,2244,2850,10000
439,2144,2750,10000
440,2210,2700,10000
441,2341,2750,10000
442,2112,2650,10000
443,2346,2750,10000
444,2187,2700,10000
445,2222.5,2850,10000
446,2272.5,2850,10000
447,2256.5,2800,10000
448,2126.5,2650,10000
449,2363.5,2850,10000
450,2294,2850,10000
451,2266,2700,10000
452,2221,2700,10000
453,2272.5,2750,10000
454,2303.5,2700,10000
455,2323.5,2850,10000
456,2307,2750,10000
457,2389,2750,10000
458,2223.5,2700,10000
459,2289.5,2850,10000
460,2241,2700,10000
461,2122.5,2650,10000
462,2244.5,2700,10000
463,2091.5,2700,10000
464,2264,2650,10000
465,2319.5,2850,10000
466,2270.5,2800,10000
467,2211.5,2750,10000
468,2291.5,2750,10000
469,2169,2600,10000
470,2135.5,2600,10000
471,2139.5,2600,10000
472,2344,2850,10000
473,2230.5,2850,10000
474,2165.5,2650,10000
475,2221.5,2750,10000
476,2231.5,2750,10000
477,2315.5,2800,10000
478,2125.5,2800,10000
479,2221.5,2850,10000
480,2208,2700,10000
481,2252.5,2700,10000
482,2308,2850,10000
483,2386,2800,10000
484,2116.5,2650,10000
485,2081.5,2650,10000
486,2177.5,2750,10000
487,2200.5,2750,10000
488,2307.5,2800,10000
489,2381.5,2800,10000
490,2204,2800,10000
491,2136.5,2650,10000
492,2264.5,2900,10000
493,2226.5,2650,10000
494,2167,2850,10000
495,2134,2700,10000
496,2276,2850,10000
497,2270,2750,10000
498,2243,2700,10000
499,2317,2800,10000
500,2367,2750,10000
