Generation,Average,Best,Updates
0,979,2900,96878
1,2403,3700,161626
2,2552,3800,168373
3,1929,3200,127986
4,2262,3600,153346
5,1876,3100,131212
6,1137,3600,56701
7,1676,3200,105530
8,2436,3700,162955
9,2412,3700,155898
10,2368,3600,150534
11,2224,3600,144970
12,2012,3100,131962
13,2132,3200,145510
14,2736,3800,180319
15,2490,3300,164520
16,2325,3600,149405
17,2457,3700,164795
18,2693,3600,189956
19,2812,3900,179481
20,2569,3600,179580
21,2721,3700,182755
22,2392,3600,149559
23,2761,3800,183480
24,2885,3800,190432
25,2492,3600,162923
26,2577,3800,168269
27,2698,3800,182704
28,2674,4200,179400
29,1121,3200,58940
30,2212,3400,140090
