generation,averageFitness,topFitness
0,129.5,600
1,182,400
2,73.5,700
3,41,550
4,467.5,1700
5,298,1100
6,563.5,1250
7,732.5,1550
8,920.5,1800
9,798,1350
10,1231.5,2000
11,1350,1850
12,788.5,1600
13,984,1750
14,982.5,1600
15,1340.5,2050
16,1039,1700
17,1535,2050
18,1082,1750
19,823,1500
20,783,1300
21,1231,2000
22,1087,1800
23,1090,1950
24,1180,1800
25,939,1700
26,1369,2250
27,1529.5,2100
28,1249,1900
29,1266,1750
30,1442,2200
31,1332.5,2250
32,860,1250
33,1257.5,1950
34,1535.5,2100
35,1336,1850
36,1296.5,1850
37,1365,1900
38,1426.5,1850
39,1848,2400
40,1162,1700
41,849.5,1650
42,1701.5,2150
43,1909,2550
44,1030,2000
45,1764.5,2200
46,1365.5,2350
47,875.5,1450
48,817.5,1400
49,1369,2150
50,1356.5,2050
51,1470,1950
52,908,1650
53,600.5,1300
54,1054,2200
55,917.5,1450
56,966.5,1300
57,1245,1800
58,914.5,1300
59,1171,1600
