Generation,Average,Best,Updates
0,361,1800,30048
1,1406,2900,103362
2,2516,3900,169141
3,2392,3700,159267
4,2480,3900,165444
5,2684,3500,179540
6,2551,3600,166351
7,2082,3600,139368
8,2584,3600,173750
9,550,1200,46784
10,1008,1800,79654
11,330,1000,28371
12,1406,2700,105783
13,898,2300,72481
14,797,2300,61111
15,1193,2700,88161
16,866,2300,67445
17,1743,3100,124135
18,1916,2900,131895
19,2283,3600,154814
20,2699,3500,175261
21,2325,3400,158253
22,2695,4300,178335
23,2570,3500,171697
24,2581,3700,171971
25,2484,3800,167799
26,2367,3400,161843
27,2582,3600,172399
28,2223,3700,153710
29,1881,3100,131316
30,2668,3700,179340
31,908,2600,69971
32,2249,3600,151347
33,2492,3400,167368
34,2548,3700,171756
35,1852,3100,130527
36,1348,2500,98251
37,1516,3000,108166
38,1499,2600,113862
39,1915,3500,139320
40,2606,3500,168898
41,2443,3800,168437
42,2408,3300,162473
43,2609,4200,171283
44,2340,3500,160338
45,1998,3600,140520
46,1936,3100,141219
47,2369,3300,157750
48,1883,3300,131364
49,2522,3600,173973
50,2274,3500,160068
51,2626,4000,177434
52,2390,3600,160268
53,2407,3300,157072
54,2492,3500,163034
55,2384,3600,158569
56,2445,3400,162034
57,2368,3300,155757
58,2260,3200,152554
59,2363,3400,157322
60,2594,3500,174758
61,2334,3200,158127
62,2301,3600,153817
63,2552,4000,166791
64,2409,3600,156599
65,2665,3600,178087
66,2491,3300,168898
67,2370,3500,159882
68,2192,3500,158189
69,2383,3200,159486
70,2585,3600,174701
71,2240,3500,155952
72,2193,3500,152202
