generation,averageFitness,topFitness
0,63,650
1,178.5,900
2,250,1150
3,746,1450
4,509,1300
5,613.5,1200
6,660,1350
7,644,1350
8,806,1400
9,659.5,1300
10,729,1450
11,564.5,1200
12,740,1450
13,739,1300
14,602,1150
15,589,1300
16,553.5,1100
17,742.5,1550
18,757,1750
19,572,1200
20,523,1350
21,783.5,1650
22,511.5,1350
23,777,1400
24,822.5,1400
25,684,1200
26,692,1250
27,782,1500
28,848.5,1500
29,947,1500
30,955,1650
31,888,1600
32,1024.5,1800
33,1023.5,1500
34,1030,1750
35,777.5,1400
36,1134.5,1900
37,1141,2000
38,1040,1900
39,972.5,1650
40,1207.5,1900
41,946,1750
42,824,1550
43,1083.5,1950
44,1179.5,1950
45,983.5,1450
46,1053,1850
47,1073.5,2050
48,941,1650
49,934.5,1500
50,1095,1750
51,934,1450
52,1137.5,1650
53,1037,1800
54,1159.5,1950
55,1133,1750
56,1023.5,1700
57,1089.5,1750
58,1157,1850
59,1206,2150
60,1112,1950
61,1352,1850
62,971,1600
63,1106.5,1700
64,1106,1750
65,1347.5,2000
66,1106,1850
67,1071.5,1550
68,1139,2000
69,1210.5,2000
70,1107.5,1700
71,1195,1850
72,1202,1950
73,1255,1950
74,1057.5,1950
75,1302,2050
76,1271,2050
77,1227.5,1750
78,1121,1750
79,1381.5,2050
80,1194,2050
81,1269,2000
82,1033,1850
