generation,averageFitness,topFitness
0,306.5,1700
1,1695.5,2600
2,1997.5,2550
3,2172.5,2750
4,2325,2750
5,2028,2650
6,1787,2600
7,1834.5,2600
8,1722.5,2600
9,1777.5,2600
10,2281,2700
11,2348,2900
12,2185,2850
13,2424.5,2900
14,2409,2900
15,2276,2700
16,2282,2800
17,2292.5,2750
18,2252.5,2750
19,2457,2850
20,2520.5,2950
21,2205.5,2700
22,2460,2900
23,2175.5,2750
24,2213,2700
25,2276.5,2850
26,2543.5,2900
27,2289.5,2850
28,2325,2800
29,2431,2850
30,2493,2950
31,2386.5,2850
32,2334.5,2750
33,2200,2850
34,2373.5,2900
35,2418.5,2850
36,2292,2700
37,2303,2750
38,2341,2750
39,2408.5,2850
40,2407.5,2850
41,2348,2750
42,2509,2850
43,2435,2850
44,2290,2850
45,2488.5,2850
46,2428,2850
47,2349.5,2850
48,2551,3000
49,2336.5,2850
50,2219,2700
51,2384,2850
52,2358,2900
53,2365.5,2850
54,2226,2900
55,2267.5,2800
56,2080.5,2650
57,2390,2950
58,2098.5,2750
59,2236,2700
60,1883,2500
61,2073,2600
62,2407,2900
63,2278.5,2850
64,2394.5,2900
65,2351.5,2800
66,2328.5,2700
67,2395.5,2900
68,2484,2850
69,2655,2950
70,2365,2800
71,2031,2750
72,1870,2600
73,2054.5,2900
74,2223,2750
75,1896,2800
76,2114.5,2600
77,2228.5,2800
78,2203.5,2700
79,2304,2750
80,2571.5,2900
81,2365,2750
82,2290,2850
83,2287.5,2800
84,2361,2750
85,2234,2700
86,2456.5,2800
87,2402,2800
88,2460,2900
89,2458.5,2850
90,2174,2650
91,2430,2800
92,2366.5,2800
93,2408,2800
94,2328,2800
95,2440,2950
96,2521,2850
97,2438.5,2800
98,2479.5,2900
99,2497.5,2900
100,2482.5,2900
101,2372.5,2900
102,2374,2850
103,2461,2850
104,2481.5,2900
105,2319.5,2850
106,2376.5,2900
107,2169,2750
108,2332,2800
109,2299.5,2950
110,2200.5,2700
111,2074.5,2900
112,2012,2600
113,2368,2850
114,2470.5,2950
115,2018,2800
116,1982,2700
117,1985,2800
118,2181.5,2700
119,1993,2650
120,2313.5,2800
121,2305,2850
122,2328.5,2850
123,2307.5,2800
124,2044.5,2650
125,2027.5,2600
126,2031.5,2650
127,2050.5,2650
128,2034.5,2650
129,2227.5,2850
130,2337.5,2800
131,2383,2850
132,2084.5,2900
133,2219.5,2850
134,2238.5,2700
135,2512,2900
136,1870.5,2700
137,1955.5,2700
138,1852.5,2500
139,2433,2850
140,2457.5,2800
141,2582,2950
142,2522,2900
143,2476.5,2900
144,2346.5,3000
145,2406,2850
146,2518.5,2900
147,2614.5,2950
148,2329,2900
149,2489,2850
150,2427,2900
151,2368,2900
152,2546.5,3000
153,2547,2950
154,2213,2950
155,2109.5,2800
156,2393,2800
157,2541.5,2900
158,2583.5,2950
159,2482.5,2950
160,2359.5,2850
161,2602.5,3000
162,2307.5,2900
163,2123.5,2650
164,2355.5,2900
165,2418.5,2850
166,2135.5,2800
